,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,0,1,0,1,0.0,-31.14,1038
1,1,0,0,1,1,1,0,1,0,0.0,-31.139999999999993,502
2,0,1,0,1,1,1,0,0,0,0.0,-30.65,456
3,1,0,1,0,0,0,1,1,1,0.0,-30.649999999999995,631
4,1,0,0,1,1,1,0,1,1,0.0,-30.05999999999999,203
5,0,1,1,0,0,0,1,0,0,0.0,-30.060000000000002,530
6,0,1,1,1,0,0,1,0,0,0.0,-27.55,81
7,1,0,0,0,1,1,0,1,1,0.0,-27.55,30
8,0,1,0,1,1,1,0,0,1,0.0,-27.369999999999997,53
9,1,0,1,0,0,0,1,1,0,0.0,-27.369999999999997,85
10,0,1,0,0,1,1,0,0,1,0.0,-25.279999999999998,11
11,1,0,1,1,0,0,1,1,0,0.0,-25.279999999999998,20
12,0,0,1,0,0,0,1,0,1,0.0,-24.96,23
13,1,1,0,1,1,1,0,1,0,0.0,-24.959999999999994,29
14,1,0,0,0,0,1,0,1,1,0.0,-24.929999999999996,7
15,0,1,1,1,1,0,1,0,0,0.0,-24.930000000000003,11
16,1,1,0,0,1,1,0,0,1,0.0,-24.799999999999997,9
17,0,0,1,1,0,0,1,1,0,0.0,-24.8,20
18,0,0,1,1,1,0,1,0,1,0.0,-24.689999999999998,13
19,1,1,0,0,0,1,0,1,0,0.0,-24.689999999999998,26
20,0,1,1,1,1,0,1,0,1,0.0,-24.67,15
21,1,0,0,0,0,1,0,1,0,0.0,-24.669999999999995,8
22,0,1,1,1,0,0,1,0,1,0.0,-24.25,13
23,1,0,0,0,1,1,0,1,0,0.0,-24.249999999999993,8
24,0,1,0,0,1,1,0,0,0,0.0,-24.18,4
25,1,0,1,1,0,0,1,1,1,0.0,-24.18,9
26,0,1,0,0,0,1,0,0,0,0.0,-24.12,5
27,1,0,1,1,1,0,1,1,1,0.0,-24.120000000000005,10
28,1,0,0,0,0,0,1,1,1,0.0,-23.969999999999995,12
29,0,1,1,1,1,1,0,0,0,0.0,-23.97,25
30,0,1,1,1,1,1,0,0,1,0.0,-23.83,11
31,1,0,0,0,0,0,1,1,0,0.0,-23.829999999999995,5
32,0,0,1,1,1,0,1,0,0,0.0,-22.669999999999998,5
33,1,1,0,0,0,1,0,1,1,0.0,-22.669999999999998,1
34,0,1,1,0,0,1,0,0,1,0.0,-22.26,7
35,1,0,0,1,1,0,1,1,0,0.0,-22.25999999999999,5
36,0,1,0,0,0,1,0,0,1,0.0,-22.18,1
37,1,0,1,1,1,0,1,1,0,0.0,-22.180000000000003,3
38,0,1,1,1,0,1,0,0,0,0.0,-21.990000000000002,3
39,1,0,0,0,1,0,1,1,1,0.0,-21.989999999999995,5
40,0,1,0,0,0,0,1,0,0,0.0,-21.98,2
41,1,0,1,1,1,1,0,1,1,0.0,-21.980000000000004,2
42,0,0,1,0,0,0,1,0,0,0.0,-21.6,3
43,1,1,0,1,1,1,0,1,1,0.0,-21.599999999999994,3
44,0,0,1,1,0,0,1,0,0,0.0,-21.53,2
45,1,1,0,0,1,1,0,1,1,0.0,-21.529999999999998,1
46,1,1,0,0,1,1,0,1,1,0.1111111111111111,-21.529999999999998,2
47,0,0,1,1,0,0,1,0,0,0.1111111111111111,-21.53,1
48,1,0,0,1,1,0,1,1,1,0.0,-21.05999999999999,2
49,0,1,1,0,0,1,0,0,0,0.0,-21.060000000000002,1
50,0,0,0,1,1,1,0,0,0,0.0,-20.57,1
51,1,1,1,0,0,0,1,1,1,0.0,-20.569999999999997,6
52,0,0,1,1,0,0,1,0,1,0.0,-20.51,1
53,1,1,0,0,1,1,0,1,0,0.0,-20.509999999999998,1
54,1,0,1,0,0,1,0,1,1,0.0,-20.470000000000002,2
55,0,1,0,1,1,0,1,0,0,0.0,-20.47,2
56,1,0,0,1,1,1,1,1,0,0.0,-20.259999999999994,1
57,0,1,0,1,1,1,1,0,0,0.0,-20.230000000000004,2
58,1,0,1,0,0,0,0,1,1,0.0,-20.23,2
59,0,0,1,1,0,0,1,0,1,0.1111111111111111,-20.51,1
60,1,0,0,0,1,0,0,1,1,0.0,-20.069999999999997,2
61,0,1,1,1,0,1,1,0,0,0.0,-20.07,2
62,0,1,0,0,0,0,1,0,1,0.0,-19.919999999999998,4
63,0,0,0,1,1,1,0,0,1,0.0,-19.57,1
64,1,1,1,0,0,0,1,1,0,0.0,-19.569999999999997,2
65,0,1,1,0,1,0,1,0,1,0.0,-19.560000000000002,1
66,1,0,0,1,0,1,0,1,0,0.0,-19.559999999999995,1
67,0,1,1,1,1,0,0,0,1,0.0,-19.11,1
68,1,0,0,0,0,1,1,1,0,0.0,-19.109999999999996,1
69,0,1,0,0,0,1,1,0,0,0.0,-19.020000000000003,2
70,1,0,1,1,1,0,0,1,1,0.0,-19.020000000000007,1
71,1,0,1,0,1,0,1,1,1,0.0,-18.589999999999996,1
72,0,1,0,0,1,0,1,0,1,0.0,-18.419999999999998,1
73,1,1,0,0,0,1,1,1,0,0.0,-17.81,1
74,1,1,0,1,0,1,0,1,0,0.0,-17.139999999999993,1
75,1,0,0,1,1,0,0,1,0,0.0,-16.219999999999995,1
76,0,1,0,0,1,0,0,0,1,0.0,-16.04,1
77,0,1,1,0,0,0,1,0,0,0.1111111111111111,-30.060000000000002,1
78,0,0,0,0,1,1,0,0,1,0.0,-15.04,1
79,0,1,0,1,1,1,0,0,0,0.1111111111111111,-30.65,1
80,1,1,0,0,0,1,0,1,1,0.1111111111111111,-22.669999999999998,1
81,0,1,1,0,0,0,1,0,0,0.1111111111111111,-30.060000000000002,1
