,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-470.2400000000001,395
1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-470.2399999999999,153
2,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0.0,-469.29999999999984,1001
3,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0.0,-469.30000000000007,507
4,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-463.36,58
5,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-463.3599999999998,326
6,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-462.73,6
7,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-462.72999999999985,5
8,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0.0,-461.96,4
9,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0.0,-461.95999999999987,160
10,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0.0,-461.55000000000007,95
11,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,-461.5499999999999,6
12,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-460.47999999999996,14
13,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-460.4799999999999,317
14,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0.0,-459.8599999999999,1
15,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0.0,-459.85999999999973,26
16,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-457.99,16
17,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-457.98999999999984,8
18,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-457.74,5
19,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-457.73999999999995,4
20,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.058823529411764705,-461.5499999999999,6
