,x_0,x_1,x_10,x_11,x_12,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.0,-82.55999999999999,939
1,0,1,1,1,1,0,0,1,0,1,1,0,1,0.0,-82.55999999999999,1460
2,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,-72.58,241
3,0,1,1,1,1,0,0,1,1,1,1,1,1,0.0,-72.58,91
4,1,0,0,0,0,1,1,0,1,0,0,0,0,0.0,-72.24,36
5,0,1,1,1,1,0,0,1,0,1,1,1,1,0.0,-72.24,59
6,1,0,0,0,1,1,1,0,1,0,0,1,0,0.0,-71.24000000000001,27
7,0,1,1,1,0,0,0,1,0,1,1,0,1,0.0,-71.24,26
8,1,0,0,0,1,1,1,0,1,0,0,0,0,0.0,-69.24000000000001,7
9,0,1,1,1,0,0,0,1,0,1,1,1,1,0.0,-69.24,16
10,1,0,0,0,0,1,1,0,1,1,0,1,0,0.0,-65.79999999999998,22
11,0,1,1,1,1,0,0,1,0,0,1,0,1,0.0,-65.79999999999998,10
12,1,0,0,0,0,1,1,0,0,0,0,1,0,0.0,-65.46,14
13,0,1,1,1,1,0,0,1,1,1,1,0,1,0.0,-65.46000000000001,4
14,1,0,1,0,0,1,1,0,1,0,0,1,0,0.0,-64.6,10
15,0,1,0,1,1,0,0,1,0,1,1,0,1,0.0,-64.6,23
16,1,1,0,0,0,1,1,0,0,1,1,0,1,0.0,-64.41,316
17,0,0,1,1,1,0,0,1,1,0,0,1,0,0.0,-64.41,155
18,1,0,0,0,0,1,1,0,0,0,0,0,1,0.0,-64.14999999999999,3
19,1,1,1,0,0,1,1,0,0,1,1,0,1,0.0,-63.509999999999984,106
20,0,0,0,1,1,0,0,1,1,0,0,1,0,0.0,-63.51000000000001,111
21,0,0,0,0,0,1,1,0,1,0,0,1,0,0.0,-62.5,9
22,1,1,1,1,1,0,0,1,0,1,1,0,1,0.0,-62.5,29
23,1,0,0,0,0,1,1,0,0,1,0,1,0,0.0,-61.63999999999999,13
24,0,1,1,1,1,0,0,1,1,0,1,0,1,0.0,-61.640000000000015,3
25,1,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-61.6,90
26,0,0,1,1,1,0,0,1,1,0,1,0,1,0.0,-61.60000000000001,5
27,1,1,0,0,0,1,1,0,1,1,0,1,0,0.0,-61.419999999999995,14
28,0,0,1,1,1,0,0,1,0,0,1,0,1,0.0,-61.42,1
29,1,0,0,0,0,1,1,0,0,0,0,0,0,0.07692307692307693,-72.58,1
30,1,0,0,0,0,1,1,0,0,0,0,0,1,0.07692307692307693,-64.14999999999999,2
31,1,0,0,0,0,1,1,0,0,0,0,0,0,0.07692307692307693,-72.58,1
32,1,0,0,0,0,1,1,0,1,0,0,0,1,0.07692307692307693,-55.829999999999984,1
33,1,0,0,0,0,1,1,0,1,0,0,0,0,0.07692307692307693,-72.24,1
34,1,0,0,0,1,1,1,0,1,0,0,1,0,0.07692307692307693,-71.24000000000001,1
