,x_0,x_1,x_10,x_11,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,0,0,1,0,1,0,0,1,0.0,-225.05999999999997,640
1,0,1,1,0,1,1,0,1,0,1,1,0,0.0,-225.06000000000003,253
2,1,0,0,0,1,1,1,0,1,0,0,0,0.0,-222.01999999999992,220
3,0,1,1,1,0,0,0,1,0,1,1,1,0.0,-222.02,96
4,1,0,0,1,0,1,1,0,1,0,0,1,0.0,-221.83,1200
5,0,1,1,0,1,0,0,1,0,1,1,0,0.0,-221.83,316
6,0,1,1,1,0,0,1,1,0,1,0,1,0.0,-221.72,74
7,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-221.72000000000003,74
8,0,0,1,1,0,0,1,1,0,1,0,1,0.0,-220.78,61
9,1,1,0,0,1,1,0,0,1,0,1,0,0.0,-220.77999999999997,23
10,1,0,1,0,1,0,0,1,1,0,1,0,0.0,-217.96,25
11,0,1,0,1,0,1,1,0,0,1,0,1,0.0,-217.95999999999998,18
12,1,0,0,0,1,1,1,0,0,0,0,1,0.0,-215.36,21
13,0,1,1,1,0,0,0,1,1,1,1,0,0.0,-215.35999999999999,139
14,0,1,1,1,0,0,0,1,1,1,1,1,0.0,-215.28,37
15,1,0,0,0,1,1,1,0,0,0,0,0,0.0,-215.27999999999997,13
16,0,1,1,1,0,0,0,1,0,1,0,1,0.0,-215.02000000000007,10
17,1,0,0,0,1,1,1,0,1,0,1,0,0.0,-215.01999999999992,24
18,1,0,1,0,1,0,1,1,1,0,0,0,0.0,-214.98000000000002,23
19,0,1,0,1,0,1,0,0,0,1,1,1,0.0,-214.97999999999996,7
20,0,1,1,0,0,0,0,1,0,1,1,1,0.0,-214.53000000000003,23
21,1,0,0,1,1,1,1,0,1,0,0,0,0.0,-214.5299999999999,166
22,1,0,0,1,1,1,0,0,1,0,1,0,0.0,-213.98999999999998,37
23,0,1,1,0,0,0,1,1,0,1,0,1,0.0,-213.99,10
24,0,0,1,1,0,0,1,1,1,1,0,1,0.0,-213.78,19
25,1,1,0,0,1,1,0,0,0,0,1,0,0.0,-213.77999999999997,1
26,1,0,0,0,1,0,0,1,1,0,1,0,0.0,-212.38,6
27,0,1,1,1,0,1,1,0,0,1,0,1,0.0,-212.38000000000002,5
28,1,0,0,1,0,1,1,0,1,0,0,1,0.08333333333333333,-221.83,5
29,0,1,1,1,0,1,0,0,0,1,1,1,0.0,-211.60000000000005,5
30,1,0,0,0,1,0,1,1,1,0,0,0,0.0,-211.6,10
31,1,0,0,1,1,1,1,0,0,0,0,1,0.0,-211.35,44
32,0,1,1,0,0,0,0,1,1,1,1,0,0.0,-211.35,64
33,1,0,0,1,0,1,1,0,1,0,0,0,0.0,-211.27,44
34,0,1,1,0,1,0,0,1,0,1,1,1,0.0,-211.27,4
35,1,0,0,0,0,0,1,1,1,0,0,1,0.0,-210.76000000000002,7
36,0,1,1,1,1,1,0,0,0,1,1,0,0.0,-210.76000000000002,8
37,1,1,0,1,1,1,0,0,1,0,1,0,0.0,-210.42999999999992,5
38,0,0,1,0,0,0,1,1,0,1,0,1,0.0,-210.42999999999998,3
39,0,0,1,1,0,0,1,1,1,1,0,0,0.0,-210.08,12
40,0,1,1,0,1,0,0,1,1,1,1,0,0.0,-209.83,47
41,1,0,0,1,0,1,1,0,0,0,0,1,0.0,-209.82999999999996,45
42,1,0,0,1,0,1,1,0,1,0,0,1,0.08333333333333333,-221.83,2
43,1,0,0,1,0,1,0,0,1,0,0,1,0.08333333333333333,-202.41,1
44,0,1,1,0,1,0,0,1,0,1,1,0,0.08333333333333333,-221.83,2
45,0,1,1,0,1,0,1,1,0,1,1,0,0.08333333333333333,-202.41000000000003,1
46,1,0,0,1,0,1,1,0,1,0,0,1,0.08333333333333333,-221.83,3
47,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-207.64000000000004,3
48,0,1,0,1,1,1,0,0,0,1,1,1,0.0,-207.63999999999993,1
49,1,0,0,1,1,1,1,0,0,0,0,0,0.0,-207.08999999999995,11
50,0,1,1,0,0,0,0,1,1,1,1,1,0.0,-207.09,10
51,1,0,0,0,0,0,1,0,1,0,0,1,0.0,-206.63,1
52,1,0,0,0,0,1,1,0,1,0,0,1,0.0,-206.52,3
53,0,1,1,1,1,0,0,1,0,1,1,0,0.0,-206.52,2
54,0,0,1,0,1,0,1,1,0,1,0,0,0.0,-206.45,1
55,1,1,0,1,0,1,0,0,1,0,1,1,0.0,-206.44999999999996,1
56,1,0,0,1,0,0,1,1,1,0,0,1,0.0,-206.25000000000003,1
57,0,1,1,0,1,1,0,0,0,1,1,0,0.0,-206.25000000000003,1
58,0,1,0,1,0,0,0,1,1,1,1,1,0.0,-205.99999999999994,3
59,1,0,1,0,1,1,1,0,0,0,0,0,0.0,-206.0,1
60,1,0,0,0,1,0,1,0,1,0,0,0,0.0,-205.48999999999998,2
61,0,1,1,1,0,1,0,0,0,1,1,0,0.0,-205.22000000000006,3
62,1,0,0,0,1,0,1,1,1,0,0,1,0.0,-205.22000000000003,1
63,1,0,1,0,1,1,0,0,1,0,1,0,0.0,-204.94000000000003,1
64,0,1,0,1,0,0,1,1,0,1,0,1,0.0,-204.93999999999994,2
65,1,0,1,0,1,0,0,1,1,0,0,0,0.0,-204.9,1
66,0,1,1,1,0,1,1,0,0,1,1,0,0.0,-204.78,3
67,1,0,0,1,1,1,1,0,1,0,0,0,0.08333333333333333,-214.5299999999999,1
68,0,1,1,0,0,0,1,1,1,1,1,0,0.0,-204.13000000000005,3
69,1,0,0,0,1,1,1,0,1,0,0,1,0.0,-204.11999999999992,1
70,0,0,1,0,1,0,0,1,1,1,1,0,0.0,-203.35000000000002,3
71,1,1,0,1,0,1,1,0,0,0,0,1,0.0,-203.34999999999994,4
72,1,0,1,1,0,0,1,0,1,0,0,0,0.0,-203.24,7
73,0,0,1,0,0,0,1,1,1,1,0,0,0.0,-203.21,5
74,1,1,0,0,1,1,0,0,0,0,0,1,0.0,-203.09999999999997,1
75,0,0,1,1,0,0,1,1,1,1,1,0,0.0,-203.1,2
76,0,0,1,0,0,0,1,1,1,1,1,0,0.0,-203.09,4
77,0,1,1,0,1,1,0,1,0,1,1,1,0.0,-202.76000000000002,1
78,1,0,1,1,0,0,1,0,1,0,0,1,0.0,-202.28000000000003,4
79,1,0,1,0,0,0,1,1,1,0,0,1,0.0,-202.28000000000006,1
80,0,1,1,0,0,0,1,1,0,1,1,1,0.08333333333333333,-200.57,1
81,1,0,1,1,0,1,1,0,1,0,0,0,0.0,-201.77000000000004,7
82,1,1,0,1,0,1,1,0,1,0,0,1,0.0,-201.00999999999996,3
83,0,1,1,1,0,0,0,1,1,1,0,1,0.0,-200.84,1
84,1,0,0,1,1,1,1,0,1,0,0,1,0.0,-200.80999999999992,1
85,1,0,0,1,1,1,0,0,1,0,0,1,0.0,-200.75000000000003,1
86,1,0,0,1,1,1,1,0,1,0,1,0,0.0,-200.66999999999987,3
87,0,1,1,0,0,0,1,1,0,1,1,1,0.0,-200.57,1
88,0,0,1,1,0,0,0,1,1,1,1,0,0.0,-200.55999999999997,3
89,0,0,0,1,0,0,1,1,1,1,0,1,0.0,-200.55999999999995,1
90,0,0,1,1,0,0,0,1,1,1,1,1,0.0,-200.44000000000003,1
91,0,1,1,1,0,0,1,1,1,1,0,1,0.0,-200.38000000000002,1
92,1,0,0,0,0,1,1,0,1,0,0,0,0.0,-200.14000000000001,1
93,0,1,1,1,0,0,1,1,0,1,0,0,0.0,-200.00000000000003,1
94,1,0,0,1,0,1,1,0,0,0,0,1,0.08333333333333333,-209.82999999999996,1
