,x_0,x_1,x_10,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
40,0,1,0,0,0,1,1,1,0,1,1,0.0,-192.21999999999997,1
41,1,0,1,1,1,0,0,0,1,0,0,0.0,-192.22000000000003,1
42,1,0,0,1,1,1,1,0,1,0,0,0.0,-191.69,1
43,0,1,1,0,0,0,0,1,0,1,1,0.0,-191.69000000000003,1
44,1,0,1,1,1,0,1,0,1,0,0,0.0,-190.78999999999996,5
45,0,1,0,0,0,1,0,1,0,1,1,0.0,-190.79000000000002,1
46,0,0,1,1,1,1,1,0,1,0,0,0.09090909090909091,-207.74999999999997,1
47,0,0,0,1,1,1,0,0,1,0,0,0.0,-190.28,12
48,0,1,1,1,1,1,0,0,1,0,0,0.0,-189.45000000000002,10
49,1,0,0,0,0,0,1,1,0,1,1,0.0,-189.45000000000002,1
50,0,1,0,1,1,1,1,0,1,0,0,0.0,-189.43999999999997,3
51,1,1,0,0,0,1,1,1,0,1,1,0.0,-188.88,1
52,0,0,1,1,1,0,0,0,1,0,0,0.0,-188.88000000000002,7
53,1,0,1,1,1,0,1,0,0,0,0,0.09090909090909091,-214.64999999999998,1
54,1,0,0,1,1,0,1,1,0,0,1,0.0,-188.31,2
55,0,1,1,1,0,1,1,0,0,0,1,0.0,-188.05000000000004,1
56,1,0,0,0,1,0,0,1,1,1,0,0.0,-188.04999999999998,1
57,0,1,0,1,0,1,0,0,1,1,1,0.0,-186.39999999999998,1
58,1,0,0,0,1,0,1,1,0,0,1,0.0,-186.26,1
59,0,1,0,1,1,1,0,0,1,0,0,0.0,-185.57,1
60,1,0,1,0,1,0,0,1,0,0,1,0.0,-184.73000000000002,1
61,1,1,0,1,1,0,1,0,0,0,1,0.0,-184.04,2
62,1,0,1,1,0,0,1,0,0,0,1,0.0,-183.64000000000004,1
63,1,0,0,1,1,1,1,0,0,0,0,0.09090909090909091,-205.14999999999998,1
64,0,1,1,0,1,1,1,0,0,0,0,0.0,-183.13,1
65,0,1,1,0,0,0,0,1,1,1,0,0.09090909090909091,-182.50999999999996,1
66,0,1,1,0,0,0,0,0,1,1,1,0.0,-182.89000000000004,1
67,1,0,0,1,1,1,1,0,0,0,1,0.0,-182.51,1
68,0,0,0,0,0,1,0,1,1,1,1,0.0,-182.15999999999997,1
69,1,1,1,1,1,0,1,0,0,0,0,0.0,-182.16,1
70,0,1,0,0,0,1,0,1,1,1,1,0.09090909090909091,-214.64999999999998,1
71,1,0,0,0,1,0,0,1,1,0,0,0.0,-182.01,1
72,0,1,0,0,0,0,0,0,1,1,1,0.0,-181.61,1
73,1,0,1,1,1,1,1,1,0,0,0,0.0,-181.61,1
74,0,0,1,1,1,1,1,0,1,0,0,0.09090909090909091,-207.74999999999997,1
75,0,1,1,1,1,0,0,0,1,0,0,0.0,-179.28999999999996,1
76,1,1,1,1,1,1,1,0,0,0,0,0.0,-176.51999999999998,1
77,0,1,1,0,1,1,1,0,0,0,1,0.0,-176.37,1
78,1,0,0,1,0,0,0,1,1,1,0,0.0,-176.37000000000003,1
79,1,1,1,0,0,0,0,1,0,1,1,0.09090909090909091,-210.53000000000003,1
80,0,1,1,0,1,1,0,0,1,0,0,0.0,-175.10000000000002,1
81,0,1,0,0,0,1,0,1,1,1,1,0.09090909090909091,-214.64999999999998,1
82,1,0,1,1,1,0,1,0,0,0,0,0.09090909090909091,-214.64999999999998,1
83,1,1,0,0,0,1,0,1,0,1,1,0.09090909090909091,-203.23000000000002,1
84,0,0,1,1,1,1,1,0,0,0,1,0.0,-172.32999999999998,1
85,0,0,1,1,1,1,1,0,1,0,0,0.09090909090909091,-207.74999999999997,1
86,0,0,0,1,1,1,1,0,1,0,0,0.09090909090909091,-210.52999999999997,1
87,1,0,1,0,1,1,1,1,0,0,0,0.09090909090909091,-166.72,1
