,x_0,x_1,x_10,x_11,x_12,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,1,0,0,1,0,1,1,0,1,0.0,-282.5599999999999,1409
1,1,0,0,0,0,1,1,0,1,0,0,1,0,0.0,-282.56000000000006,735
2,0,1,1,1,0,0,0,1,0,1,1,0,1,0.0,-281.2399999999999,165
3,1,0,0,0,1,1,1,0,1,0,0,1,0,0.0,-281.24000000000007,250
4,1,0,0,0,0,1,1,0,1,1,0,1,0,0.0,-275.8,148
5,0,1,1,1,1,0,0,1,0,0,1,0,1,0.0,-275.79999999999995,505
6,1,0,1,0,0,1,1,0,1,0,0,1,0,0.0,-274.6,44
7,0,1,0,1,1,0,0,1,0,1,1,0,1,0.0,-274.5999999999999,159
8,0,0,1,1,1,0,0,1,1,0,0,1,0,0.0,-274.40999999999997,27
9,1,1,0,0,0,1,1,0,0,1,1,0,1,0.0,-274.40999999999997,18
10,1,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-271.59999999999997,34
11,0,0,1,1,1,0,0,1,1,0,1,0,1,0.0,-271.59999999999997,226
12,0,0,1,1,1,0,0,1,0,0,1,0,1,0.0,-271.42,91
13,1,1,0,0,0,1,1,0,1,1,0,1,0,0.0,-271.42,16
14,1,0,0,0,1,1,1,0,1,0,0,0,0,0.0,-269.24,6
15,0,0,1,1,1,0,1,1,1,0,0,1,0,0.0,-268.9,4
16,1,1,0,0,0,1,0,0,0,1,1,0,1,0.0,-268.90000000000003,4
17,0,1,1,1,0,0,0,1,0,0,1,0,1,0.0,-267.61999999999995,5
18,1,0,0,0,1,1,1,0,1,1,0,1,0,0.0,-267.62000000000006,10
19,1,0,0,0,0,1,1,0,1,0,0,1,0,0.07692307692307693,-282.56000000000006,1
20,1,1,0,0,0,1,1,0,1,0,0,1,0,0.0,-266.12000000000006,5
21,0,0,1,1,1,0,0,1,0,1,1,0,1,0.0,-266.12,10
22,1,1,0,0,0,1,1,0,0,1,0,1,1,0.0,-265.74999999999994,3
23,0,0,1,1,1,0,0,1,1,0,1,0,0,0.0,-265.75,18
24,1,1,1,0,0,1,0,0,0,1,1,0,1,0.0,-265.16,1
25,0,0,0,1,1,0,1,1,1,0,0,1,0,0.0,-265.1599999999999,3
26,0,1,1,1,1,0,0,1,0,1,1,0,0,0.0,-264.17,3
27,1,0,0,0,0,1,1,0,1,0,0,1,1,0.0,-264.17,5
28,0,1,1,0,1,0,0,1,0,1,1,0,1,0.0,-263.21999999999997,1
29,1,0,0,0,0,1,1,0,0,1,0,1,1,0.0,-261.93,1
30,0,1,1,1,1,0,0,1,1,0,1,0,0,0.0,-261.93,8
31,0,1,1,1,1,0,0,1,1,0,1,0,1,0.0,-261.63999999999993,28
32,1,0,0,0,0,1,1,0,0,1,0,1,0,0.0,-261.64000000000004,2
33,1,0,0,0,0,1,1,0,1,0,0,1,0,0.07692307692307693,-282.56000000000006,2
34,0,0,1,1,1,0,0,1,1,0,1,1,0,0.0,-259.85,1
35,0,1,1,0,0,1,0,1,0,1,1,0,1,0.0,-259.50999999999993,1
