,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0,-130.27999999999997,2817
1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0,-130.28,729
2,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-120.36999999999999,131
3,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-120.37000000000002,48
4,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0.0,-113.08999999999999,73
5,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0.0,-113.09,44
6,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,3
7,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0.0625,-120.37000000000002,2
8,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,2
9,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0.0,-106.3,19
10,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0.0,-106.3,4
11,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0.0,-105.67,6
12,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.0,-105.67000000000002,4
13,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,1
14,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0.0,-104.34999999999997,20
15,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-104.35000000000001,1
16,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-104.00999999999999,30
17,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0.0,-103.35999999999999,3
18,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0.0,-103.35999999999999,5
19,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0.0,-102.44999999999999,7
20,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-101.73,1
21,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,1
22,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0.0,-100.83999999999999,1
23,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0.0,-100.84,1
24,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0.0,-99.85999999999997,1
25,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0.0,-99.86000000000001,4
26,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0.0,-99.58000000000001,1
27,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,2
28,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0.0,-98.76999999999998,3
29,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0.0,-98.77000000000001,1
30,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,1
31,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,1
32,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-97.72999999999998,1
33,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0.0,-97.27000000000001,1
34,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0.0,-97.24000000000001,1
35,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0.0,-97.20999999999998,1
36,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0.0,-95.32,1
37,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0.0625,-113.09,1
38,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0.0,-92.91999999999996,2
39,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0.0625,-95.03999999999999,1
40,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0.0,-92.22,1
41,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0.0,-91.46,1
42,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0.0625,-120.36999999999999,1
43,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0.0,-90.27999999999994,1
44,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0.0,-89.78000000000002,3
45,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0.0,-88.09999999999997,1
46,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0.0,-88.09999999999997,1
47,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0.0,-87.42,1
48,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0.0,-87.21,1
49,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0.0,-87.07000000000001,1
50,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,1
51,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,1
52,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0.0,-84.54,1
53,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,1
54,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,1
