,x_0,x_1,x_10,x_11,x_12,x_13,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0.0,-79.17999999999999,295
1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0.0,-79.17999999999998,472
2,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0.0,-76.41999999999999,303
3,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0.0,-76.41999999999997,111
4,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0.0,-76.28999999999999,380
5,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0.0,-76.28999999999998,224
6,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0.0,-75.57,187
7,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0.0,-75.56999999999998,35
8,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.0,-74.27999999999997,132
9,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0.0,-74.27999999999999,83
10,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0.0,-73.98999999999998,149
11,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0.0,-73.99,65
12,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0.0,-73.61,15
13,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0.0,-73.61,30
14,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0.0,-72.55999999999999,23
15,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0.0,-72.55999999999999,35
16,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0.0,-72.54,18
17,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-72.53999999999999,52
18,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0.0,-72.39999999999998,113
19,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0.0,-72.39999999999999,28
20,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0.0,-71.86000000000001,26
21,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0.0,-71.85999999999999,8
22,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0.0,-71.61999999999998,49
23,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0.0,-71.61999999999999,22
24,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0.0,-70.00999999999999,9
25,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0.0,-70.00999999999999,34
26,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0.0,-69.41,9
27,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0.0,-69.41000000000001,16
28,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0.0,-69.38999999999999,7
29,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0.0,-69.38999999999999,6
30,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0.0,-68.90999999999997,9
31,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0.0,-68.91,25
32,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0.0,-68.86999999999999,2
33,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-68.86999999999999,9
34,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-68.54999999999998,60
35,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0.0,-68.55000000000001,211
36,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0.0,-68.51999999999998,21
37,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0.0,-68.52,7
38,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0.0,-68.25999999999999,15
39,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0.0,-68.25999999999999,14
40,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0.0,-68.12,6
41,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0.0,-67.92999999999999,4
42,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0.0,-67.93,19
43,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.0,-67.82999999999998,4
44,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0.0,-67.82999999999998,17
45,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0.0,-67.79,18
46,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0.0,-67.78999999999999,56
47,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0.0,-67.07,6
48,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0.0,-67.07,5
49,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0.0,-67.03999999999999,57
50,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0.0,-67.04,12
51,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0.0,-66.88999999999999,7
52,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.0,-66.89,5
53,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0.0,-65.66,7
54,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0.0,-65.66,2
55,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0.0,-65.59,39
56,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0.0,-65.58999999999999,5
57,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-64.79999999999998,2
58,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0.0,-64.80000000000001,12
59,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0.0,-64.69999999999999,11
