,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,1,1,0,0,1,0,0,0,0.0,-66.82000000000001,505
1,0,1,0,0,1,1,0,1,1,1,0.0,-66.82000000000002,1299
2,0,1,0,0,1,1,0,0,1,1,0.0,-66.57000000000001,589
3,1,0,1,1,0,0,1,1,0,0,0.0,-66.57000000000001,1380
4,1,0,0,1,0,0,1,0,1,0,0.0,-58.78,12
5,0,1,1,0,1,1,0,1,0,1,0.0,-58.78000000000001,34
6,1,0,0,1,0,0,1,0,0,0,0.0,-58.480000000000004,12
7,0,1,1,0,1,1,0,1,1,1,0.0,-58.48000000000002,28
8,1,0,1,1,0,0,1,0,1,0,0.0,-57.760000000000005,10
9,0,1,0,0,1,1,0,1,0,1,0.0,-57.76000000000001,17
10,1,0,1,1,0,1,1,0,0,0,0.0,-56.56999999999999,6
11,0,1,0,0,1,0,0,1,1,1,0.0,-56.570000000000014,12
12,0,1,0,0,1,0,0,0,1,1,0.0,-56.34000000000001,8
13,1,0,1,1,0,1,1,1,0,0,0.0,-56.33999999999999,13
14,1,0,1,1,0,0,1,1,0,1,0.0,-55.74,23
15,0,1,0,0,1,1,0,0,1,0,0.0,-55.74,4
16,1,0,1,1,0,1,1,0,1,0,0.0,-54.389999999999986,2
17,0,1,0,0,1,0,0,1,0,1,0.0,-54.39000000000001,2
18,1,0,1,1,0,0,1,1,0,0,0.1,-66.57000000000001,2
19,0,1,0,0,1,1,0,0,1,1,0.1,-66.57000000000001,1
20,1,0,1,1,0,0,1,1,1,0,0.0,-53.61000000000001,7
21,0,1,0,0,1,1,0,0,0,1,0.0,-53.61,1
22,1,0,1,1,1,0,1,0,0,0,0.0,-53.51999999999998,1
23,0,1,0,0,0,1,0,1,1,1,0.0,-53.52000000000001,6
24,0,0,1,1,0,0,1,1,0,0,0.0,-52.379999999999995,9
25,1,1,0,0,1,1,0,0,1,1,0.0,-52.38,1
26,1,0,1,1,0,1,1,1,1,0,0.0,-50.26,1
27,1,0,1,1,0,0,1,0,0,1,0.0,-50.25,1
28,0,1,0,0,1,1,0,1,1,0,0.0,-50.250000000000014,2
29,1,1,0,0,1,0,0,0,1,1,0.0,-47.93,1
30,0,1,1,0,1,1,0,1,0,1,0.1,-58.78000000000001,1
31,1,0,1,1,0,0,1,1,1,1,0.0,-46.16000000000001,1
32,1,0,1,1,0,0,1,0,0,0,0.1,-66.82000000000001,1
33,0,1,0,0,1,1,0,0,1,1,0.1,-66.57000000000001,1
34,1,0,0,1,0,0,1,1,0,0,0.0,-43.33,1
35,1,0,1,1,0,0,1,0,0,0,0.1,-66.82000000000001,1
36,1,1,1,1,0,1,1,0,0,0,0.0,-41.51999999999999,1
37,0,1,1,1,1,1,0,1,0,1,0.0,-40.160000000000004,1
38,1,0,1,1,0,0,1,1,0,0,0.1,-66.57000000000001,1
39,1,0,1,1,0,1,1,1,0,0,0.1,-56.33999999999999,1
40,0,1,0,0,0,1,0,1,0,0,0.0,-33.550000000000004,1
