,x_0,x_1,x_10,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,0,1,0,1,1,1,1,0.0,-214.64999999999998,1614
1,1,0,1,1,1,0,1,0,0,0,0,0.0,-214.64999999999998,560
2,1,1,1,0,0,0,0,1,0,1,1,0.0,-210.53000000000003,42
3,0,0,0,1,1,1,1,0,1,0,0,0.0,-210.52999999999997,183
4,0,1,1,0,0,1,0,1,1,1,1,0.0,-208.54999999999998,321
5,1,0,0,1,1,0,1,0,0,0,0,0.0,-208.54999999999998,23
6,1,1,0,0,0,0,0,1,0,1,1,0.0,-207.75,15
7,0,0,1,1,1,1,1,0,1,0,0,0.0,-207.74999999999997,113
8,1,1,0,0,0,0,0,1,1,1,1,0.0,-207.32999999999998,18
9,0,0,1,1,1,1,1,0,0,0,0,0.0,-207.32999999999998,70
10,0,1,1,0,0,0,0,1,1,1,1,0.0,-205.15,47
11,1,0,0,1,1,1,1,0,0,0,0,0.0,-205.14999999999998,16
12,0,1,1,0,0,1,0,1,0,1,1,0.0,-205.07000000000005,34
13,1,0,0,1,1,0,1,0,1,0,0,0.0,-205.06999999999996,9
14,0,1,1,0,0,1,0,1,1,1,0,0.0,-204.70999999999998,278
15,1,0,0,1,1,0,1,0,0,0,1,0.0,-204.70999999999998,16
16,0,1,0,0,0,0,0,1,1,1,1,0.0,-204.08999999999997,26
17,1,0,1,1,1,1,1,0,0,0,0,0.0,-204.09,14
18,0,1,0,0,0,1,0,0,1,1,1,0.0,-203.91000000000003,45
19,1,0,1,1,1,0,1,1,0,0,0,0.0,-203.91,24
20,1,1,0,0,0,1,0,1,0,1,1,0.0,-203.23000000000002,2
21,0,0,1,1,1,0,1,0,1,0,0,0.0,-203.23,8
22,0,1,0,0,0,1,0,1,1,1,0,0.0,-201.10999999999999,274
23,1,0,1,1,1,0,1,0,0,0,1,0.0,-201.11,72
24,1,0,0,0,0,0,0,1,1,1,1,0.0,-200.61999999999998,1
25,0,1,1,1,1,1,1,0,0,0,0,0.0,-200.61999999999998,3
26,1,0,0,1,1,0,0,0,1,0,0,0.0,-199.88,5
27,0,1,1,0,0,1,1,1,0,1,1,0.0,-199.88,4
28,1,1,1,0,0,1,0,1,0,1,1,0.0,-198.85000000000005,3
29,0,0,0,1,1,0,1,0,1,0,0,0.0,-198.85,3
30,0,1,1,0,0,1,0,0,1,1,1,0.0,-198.03000000000006,7
31,0,1,0,0,0,1,0,1,1,1,0,0.09090909090909091,-201.10999999999999,38
32,1,0,1,1,1,0,1,0,0,0,1,0.09090909090909091,-201.11,7
33,0,1,0,0,0,1,1,0,1,1,1,0.0,-196.12,2
34,1,0,1,1,1,0,0,1,0,0,0,0.0,-196.12000000000003,7
35,0,1,0,0,1,1,0,1,1,1,0,0.09090909090909091,-183.64,14
36,0,1,0,0,0,1,0,1,1,1,1,0.09090909090909091,-214.64999999999998,1
37,0,0,1,1,1,1,0,0,1,0,0,0.0,-194.12,2
38,1,0,1,1,0,0,1,1,0,0,1,0.09090909090909091,-185.64000000000007,3
39,0,1,0,0,1,1,0,0,1,1,0,0.09090909090909091,-185.64000000000001,27
40,1,0,1,1,1,0,0,0,1,0,0,0.0,-192.22000000000003,1
41,0,0,1,1,0,1,1,0,1,0,0,0.0,-192.22000000000003,3
42,1,0,1,1,1,0,1,0,1,0,0,0.09090909090909091,-190.78999999999996,2
43,0,1,0,0,1,1,0,1,1,1,0,0.09090909090909091,-183.64,1
44,0,1,0,0,0,1,1,0,1,1,1,0.09090909090909091,-196.12,1
45,0,0,0,1,1,1,0,0,1,0,0,0.0,-190.28,2
46,0,0,0,1,1,1,1,0,0,0,0,0.0,-189.73,1
47,1,0,1,1,1,0,1,0,0,0,0,0.09090909090909091,-214.64999999999998,1
48,1,0,1,0,0,0,0,1,0,1,1,0.0,-189.44000000000003,1
49,0,1,0,1,1,1,1,0,1,0,0,0.0,-189.43999999999997,2
50,1,0,1,1,1,0,0,1,1,0,0,0.0,-189.42000000000004,1
51,0,1,0,0,0,1,0,1,1,1,1,0.09090909090909091,-214.64999999999998,1
52,0,1,0,0,0,1,1,1,1,1,1,0.0,-188.79999999999995,1
53,0,1,1,0,0,1,0,0,1,1,0,0.0,-188.31000000000003,2
54,0,1,0,0,1,1,0,0,1,1,0,0.09090909090909091,-185.64000000000001,2
55,0,1,1,0,0,0,1,1,0,1,1,0.0,-187.22000000000006,1
56,0,1,1,1,1,1,1,0,1,0,0,0.0,-186.69999999999996,2
57,1,0,1,0,0,0,1,1,0,0,1,0.09090909090909091,-178.37,2
58,0,1,0,1,1,1,0,0,1,1,0,0.09090909090909091,-178.37,3
59,1,0,1,0,1,0,1,1,0,0,0,0.0,-186.39999999999998,2
60,0,1,0,1,0,1,1,0,1,1,0,0.0,-184.73,1
61,1,0,1,0,1,0,0,1,0,0,1,0.0,-184.73000000000002,1
62,1,0,1,1,1,1,1,0,0,0,0,0.09090909090909091,-204.09,1
63,0,0,0,0,0,1,0,1,1,1,0,0.0,-180.48,1
64,0,1,1,0,0,1,0,1,1,1,0,0.09090909090909091,-204.70999999999998,1
65,0,1,0,0,0,1,0,1,1,1,0,0.09090909090909091,-201.10999999999999,1
66,1,0,1,1,1,0,0,0,0,0,1,0.0,-179.52000000000004,1
67,1,0,0,1,1,0,0,1,0,0,1,0.0,-178.16000000000003,1
68,0,1,0,1,0,1,0,1,1,1,1,0.0,-177.77999999999997,2
69,0,1,0,0,0,1,0,1,1,1,1,0.09090909090909091,-214.64999999999998,1
70,1,0,0,0,0,0,1,1,1,1,1,0.0,-176.09,1
71,0,0,0,0,0,1,1,1,1,1,0,0.0,-175.26999999999998,1
72,1,0,1,0,1,0,0,1,1,0,0,0.0,-175.05,1
73,1,1,0,0,1,0,0,1,1,1,0,0.0,-171.95999999999998,1
74,0,1,1,1,1,1,1,0,0,0,0,0.09090909090909091,-200.61999999999998,1
75,0,1,0,0,0,1,0,1,1,1,1,0.09090909090909091,-214.64999999999998,1
