,x_0,x_1,x_10,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,0,1,0,1,1,1,1,0.0,-214.64999999999998,332
1,1,0,1,1,1,0,1,0,0,0,0,0.0,-214.64999999999998,747
2,1,1,1,0,0,0,0,1,0,1,1,0.0,-210.53000000000003,148
3,0,0,0,1,1,1,1,0,1,0,0,0.0,-210.52999999999997,195
4,0,1,1,0,0,1,0,1,1,1,1,0.0,-208.54999999999998,149
5,1,0,0,1,1,0,1,0,0,0,0,0.0,-208.54999999999998,275
6,0,0,1,1,1,1,1,0,1,0,0,0.0,-207.74999999999997,215
7,1,1,0,0,0,0,0,1,0,1,1,0.0,-207.75,206
8,1,1,0,0,0,0,0,1,1,1,1,0.0,-207.32999999999998,107
9,0,0,1,1,1,1,1,0,0,0,0,0.0,-207.32999999999998,657
10,0,1,1,0,0,0,0,1,1,1,1,0.0,-205.15,16
11,1,0,0,1,1,1,1,0,0,0,0,0.0,-205.14999999999998,87
12,0,1,1,0,0,1,0,1,0,1,1,0.0,-205.07000000000005,113
13,1,0,0,1,1,0,1,0,1,0,0,0.0,-205.06999999999996,49
14,0,1,1,0,0,1,0,1,1,1,0,0.0,-204.70999999999998,91
15,1,0,0,1,1,0,1,0,0,0,1,0.0,-204.70999999999998,159
16,0,1,0,0,0,0,0,1,1,1,1,0.0,-204.08999999999997,14
17,1,0,1,1,1,1,1,0,0,0,0,0.0,-204.09,58
18,0,1,0,0,0,1,0,0,1,1,1,0.0,-203.91000000000003,9
19,1,0,1,1,1,0,1,1,0,0,0,0.0,-203.91,26
20,1,1,0,0,0,0,0,1,1,1,1,0.09090909090909091,-207.32999999999998,7
21,0,0,1,1,1,1,1,0,0,0,0,0.09090909090909091,-207.32999999999998,86
22,1,1,0,0,0,1,0,1,0,1,1,0.0,-203.23000000000002,29
23,0,0,1,1,1,0,1,0,1,0,0,0.0,-203.23,7
24,0,1,0,0,0,1,0,1,1,1,0,0.0,-201.10999999999999,12
25,1,0,1,1,1,0,1,0,0,0,1,0.0,-201.11,19
26,1,0,0,0,0,0,0,1,1,1,1,0.0,-200.61999999999998,13
27,0,1,1,1,1,1,1,0,0,0,0,0.0,-200.61999999999998,49
28,1,0,0,1,1,0,0,0,1,0,0,0.0,-199.88,3
29,0,1,1,0,0,1,1,1,0,1,1,0.0,-199.88,5
30,0,1,1,0,0,1,0,0,1,1,1,0.0,-198.03000000000006,5
31,1,0,0,1,1,0,1,1,0,0,0,0.0,-198.02999999999997,6
32,0,1,1,0,0,1,1,0,0,1,1,0.0,-197.30000000000004,6
33,1,0,0,1,1,0,0,1,1,0,0,0.0,-197.3,3
34,0,1,0,0,0,1,1,0,1,1,1,0.0,-196.12,2
35,1,0,1,1,1,0,0,1,0,0,0,0.0,-196.12000000000003,5
36,1,0,0,1,1,0,1,0,1,0,0,0.09090909090909091,-205.06999999999996,1
37,0,1,1,0,0,1,0,1,0,1,1,0.09090909090909091,-205.07000000000005,1
38,0,1,1,0,0,1,0,1,1,1,1,0.09090909090909091,-208.54999999999998,1
39,0,0,1,1,1,1,0,0,1,0,0,0.0,-194.12,10
40,1,1,0,0,0,0,1,1,0,1,1,0.0,-194.12,10
41,1,1,0,0,0,0,0,1,0,1,1,0.09090909090909091,-207.75,1
42,1,1,0,0,0,1,0,1,1,1,1,0.0,-192.82999999999998,1
43,0,0,1,1,1,0,1,0,0,0,0,0.0,-192.83,2
44,0,1,0,0,0,1,1,1,0,1,1,0.0,-192.21999999999997,1
45,1,1,0,0,1,0,0,1,0,1,1,0.0,-192.22,1
46,1,1,0,0,0,0,0,1,0,1,1,0.09090909090909091,-207.75,1
47,0,0,1,1,1,1,1,0,1,0,0,0.09090909090909091,-207.74999999999997,1
48,0,1,1,0,0,1,0,1,0,1,0,0.09090909090909091,-178.29000000000002,3
49,1,0,0,1,1,1,1,0,1,0,0,0.0,-191.69,1
50,0,1,1,0,0,0,0,1,0,1,1,0.0,-191.69000000000003,1
51,1,0,0,1,1,0,1,0,0,0,1,0.09090909090909091,-204.70999999999998,1
