,x_0,x_1,x_10,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
52,0,1,0,0,0,1,0,1,0,1,1,0.0,-190.79000000000002,1
53,1,1,1,0,0,0,0,1,1,1,1,0.0,-189.73000000000002,1
54,0,0,0,1,1,1,1,0,0,0,0,0.0,-189.73,2
55,0,1,1,1,1,1,0,0,1,0,0,0.0,-189.45000000000002,4
56,1,0,0,0,0,0,1,1,0,1,1,0.0,-189.45000000000002,4
57,1,0,1,0,0,0,0,1,0,1,1,0.0,-189.44000000000003,2
58,0,1,0,0,0,1,1,0,0,1,1,0.0,-189.42000000000002,1
59,1,0,1,1,1,0,0,1,1,0,0,0.0,-189.42000000000004,1
60,1,1,0,0,0,1,1,1,0,1,1,0.0,-188.88,1
61,1,0,0,1,1,0,1,1,0,0,1,0.0,-188.31,2
62,0,1,1,0,0,1,0,0,1,1,0,0.0,-188.31000000000003,1
63,0,1,1,1,0,1,1,0,0,0,1,0.0,-188.05000000000004,1
64,1,1,0,0,1,0,0,1,0,1,1,0.09090909090909091,-192.22,1
65,0,0,0,1,1,1,1,0,0,0,0,0.09090909090909091,-189.73,1
66,0,1,0,1,0,1,1,0,1,1,0,0.0,-184.73,2
67,0,1,0,0,0,1,0,0,1,1,0,0.0,-184.49,1
68,1,1,0,1,1,0,1,0,0,0,1,0.0,-184.04,3
69,0,0,1,0,0,1,0,1,1,1,0,0.0,-184.04,3
70,0,1,0,1,0,1,1,0,1,1,1,0.0,-183.51,1
71,1,0,0,0,1,0,0,1,1,1,1,0.0,-183.46999999999997,1
72,0,0,1,1,1,1,1,0,0,0,0,0.09090909090909091,-207.32999999999998,1
73,0,1,0,1,0,1,0,0,1,1,0,0.0,-183.35999999999999,1
74,0,1,1,1,0,1,0,1,1,1,0,0.0,-183.29999999999998,1
75,1,0,0,0,1,0,1,0,0,0,1,0.0,-183.3,1
76,1,0,0,1,1,1,1,1,0,0,0,0.0,-182.89,2
77,1,1,1,1,1,0,1,0,0,0,0,0.0,-182.16,1
78,0,0,1,1,1,0,0,1,1,0,0,0.0,-179.56,1
79,1,1,0,0,1,0,0,1,0,0,1,0.0,-179.05999999999997,1
80,1,0,1,1,1,1,0,0,0,0,0,0.0,-178.96,1
81,1,1,0,0,0,0,0,0,1,1,1,0.0,-178.32999999999998,1
82,0,1,0,1,0,1,0,1,1,1,1,0.0,-177.77999999999997,1
83,1,1,1,0,0,0,0,1,0,1,1,0.09090909090909091,-210.53000000000003,1
84,0,0,1,1,1,1,1,0,0,0,0,0.09090909090909091,-207.32999999999998,1
85,0,0,1,1,0,1,0,1,1,0,0,0.09090909090909091,-164.75000000000003,1
86,0,1,0,0,0,0,0,1,1,1,1,0.09090909090909091,-204.08999999999997,1
87,0,0,1,1,1,1,1,0,0,0,0,0.18181818181818182,-207.32999999999998,1
88,0,1,1,0,1,1,0,0,0,0,0,0.09090909090909091,-163.5,1
89,1,1,0,0,0,0,0,1,0,1,1,0.09090909090909091,-207.75,1
