,x_0,x_1,x_2,x_3,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,0.0,-4.24,2182
1,0,1,1,1,0.0,-4.24,1299
2,1,1,0,0,0.0,-3.3100000000000005,159
3,0,0,1,1,0.0,-3.3099999999999996,168
4,0,0,1,0,0.0,-3.08,105
5,1,1,0,1,0.0,-3.08,76
6,0,0,0,1,0.0,-1.89,6
7,1,0,1,0,0.0,-1.7400000000000002,2
8,0,1,0,1,0.0,-1.7400000000000002,1
9,0,1,1,1,0.25,-4.24,1
10,1,1,0,0,0.25,-3.3100000000000005,1
