,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,1,1,0,0,1,1,0.0,-191.56999999999994,1515
1,1,0,1,1,0,0,1,1,0,0,0.0,-191.57000000000002,750
2,1,0,1,1,0,0,1,0,0,0,0.0,-186.82,356
3,0,1,0,0,1,1,0,1,1,1,0.0,-186.81999999999996,609
4,1,0,1,1,0,0,1,0,1,0,0.0,-182.75999999999996,74
5,0,1,0,0,1,1,0,1,0,1,0.0,-182.76,69
6,1,0,1,1,0,1,1,0,0,0,0.0,-181.57000000000002,45
7,0,1,0,0,1,0,0,1,1,1,0.0,-181.57,89
8,0,1,1,0,1,1,0,1,0,1,0.0,-178.78,18
9,1,0,0,1,0,0,1,0,1,0,0.0,-178.78,16
10,1,0,1,1,1,0,1,0,0,0,0.0,-178.52,15
11,0,1,0,0,0,1,0,1,1,1,0.0,-178.51999999999998,84
12,1,0,0,1,0,1,1,0,1,0,0.0,-176.54999999999998,12
13,0,1,1,0,1,0,0,1,0,1,0.0,-176.55,7
14,1,0,1,1,0,1,1,1,0,0,0.0,-176.34000000000003,15
15,0,1,0,0,1,0,0,0,1,1,0.0,-176.33999999999997,24
16,1,0,1,1,0,0,1,1,0,1,0.0,-175.74,16
17,0,1,0,0,1,1,0,0,1,0,0.0,-175.73999999999995,52
18,0,1,0,0,1,1,0,1,1,0,0.0,-175.24999999999997,54
19,1,0,1,1,0,0,1,0,0,1,0.0,-175.24999999999997,13
20,1,0,1,1,0,1,1,0,1,0,0.0,-174.39000000000001,4
21,0,1,0,0,1,0,0,1,0,1,0.0,-174.39000000000001,9
22,0,1,0,0,1,1,0,0,0,1,0.0,-173.60999999999996,6
23,1,0,1,1,0,0,1,1,1,0,0.0,-173.61,9
24,1,1,0,0,1,0,0,0,1,1,0.0,-172.92999999999998,22
25,0,0,1,1,0,1,1,1,0,0,0.0,-172.93,9
26,0,0,1,1,0,0,1,1,0,0,0.0,-172.38000000000002,10
27,1,1,0,0,1,1,0,0,1,1,0.0,-172.37999999999994,14
28,0,1,0,0,0,1,1,1,1,0,0.0,-170.70000000000002,14
29,1,0,1,1,1,0,0,0,0,1,0.0,-170.69999999999996,7
30,1,1,0,0,1,1,0,0,0,1,0.0,-168.69999999999996,4
31,0,0,1,1,0,0,1,1,1,0,0.0,-168.7,6
32,0,1,0,0,0,1,0,1,1,0,0.0,-166.23,1
33,1,1,0,0,1,0,0,0,0,1,0.0,-166.13,1
34,0,0,1,1,0,1,1,1,1,0,0.0,-166.13,1
35,1,0,1,1,0,0,1,0,0,0,0.1,-186.82,1
36,1,0,0,1,0,0,1,1,1,0,0.0,-164.73000000000002,1
37,0,1,0,0,1,1,0,1,0,0,0.0,-164.57,3
38,1,0,1,1,0,0,1,0,1,1,0.0,-164.56999999999994,1
39,1,0,0,1,0,0,1,0,0,0,0.0,-163.48000000000002,1
40,0,1,1,0,1,1,0,1,1,1,0.0,-163.48,3
41,0,1,1,0,1,1,0,0,1,1,0.0,-163.32999999999998,1
42,1,1,1,1,1,0,0,0,0,1,0.0,-163.23,1
43,1,1,0,1,0,1,1,0,0,0,0.0,-162.98,3
44,0,0,1,0,1,0,0,1,1,1,0.0,-162.98,3
45,0,0,0,0,1,1,0,1,1,0,0.0,-162.33999999999997,2
46,1,1,1,1,0,0,1,0,0,0,0.0,-161.85000000000002,1
47,0,0,1,1,1,0,1,1,0,0,0.0,-161.42000000000002,1
48,1,1,0,0,0,1,0,0,1,1,0.0,-161.42,2
49,0,1,0,0,0,1,1,1,0,0,0.0,-161.08000000000004,1
50,1,1,0,1,0,1,1,0,1,0,0.0,-160.81999999999996,4
51,0,0,1,0,1,0,0,1,0,1,0.0,-160.82,1
52,0,1,0,0,0,0,0,1,1,1,0.0,-160.70999999999998,2
53,0,0,1,1,1,0,0,1,0,1,0.0,-160.35999999999999,2
54,0,1,1,1,1,0,0,1,0,1,0.0,-159.30999999999997,1
55,1,0,0,0,1,0,0,0,1,1,0.0,-159.29999999999998,1
56,0,1,1,1,0,1,1,1,0,0,0.0,-159.3,1
57,1,0,1,1,0,0,1,1,0,0,0.1,-191.57000000000002,1
58,0,1,0,1,0,1,1,0,1,0,0.0,-158.26999999999998,1
59,1,1,0,1,0,0,1,0,0,0,0.0,-157.17000000000002,1
60,0,0,1,0,1,1,0,1,1,0,0.0,-155.9,1
61,0,1,0,0,1,1,0,0,1,1,0.1,-191.56999999999994,1
62,0,1,0,0,1,1,0,1,1,0,0.1,-175.24999999999997,1
63,1,1,0,0,0,1,1,0,1,1,0.0,-152.29,1
64,0,0,0,0,1,1,0,0,1,1,0.0,-152.15999999999997,1
65,0,1,0,0,1,0,0,1,1,0,0.0,-151.2,1
66,1,1,1,0,1,0,0,0,1,1,0.0,-150.81000000000003,1
67,0,0,1,1,1,1,0,1,1,0,0.0,-146.27999999999997,1
68,1,1,1,1,0,0,1,0,1,0,0.0,-143.45000000000002,1
69,0,1,0,0,0,0,0,1,1,1,0.1,-160.70999999999998,1
