,x_0,x_1,x_10,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,0,0,1,1,1,1,1,0,1,1,0.0,-44.44,819
1,1,1,1,0,0,0,0,0,1,0,0,0.0,-44.44,913
2,0,0,1,1,1,1,1,1,0,1,1,0.0,-43.76,545
3,1,1,0,0,0,0,0,0,1,0,0,0.0,-43.76,810
4,1,1,1,0,1,0,0,0,1,0,0,0.0,-41.21,113
5,0,0,0,1,0,1,1,1,0,1,1,0.0,-41.209999999999994,119
6,0,0,1,1,0,1,1,1,0,1,1,0.0,-40.649999999999984,77
7,1,1,0,0,1,0,0,0,1,0,0,0.0,-40.65,134
8,1,0,1,1,0,1,1,1,1,1,1,0.0,-37.17999999999999,23
9,0,1,0,0,1,0,0,0,0,0,0,0.0,-37.18,53
10,0,0,0,1,1,0,1,1,0,0,1,0.0,-36.16,32
11,1,1,1,0,0,1,0,0,1,1,0,0.0,-36.16,49
12,1,1,1,0,0,0,1,0,1,0,0,0.0,-35.22,17
13,0,0,0,1,1,1,0,1,0,1,1,0.0,-35.22,60
14,0,0,0,1,1,1,1,1,0,0,1,0.0,-34.79,20
15,1,1,1,0,0,0,0,0,1,1,0,0.0,-34.79,10
16,0,0,1,1,1,0,1,1,0,0,1,0.0,-34.49999999999999,21
17,1,1,0,0,0,1,0,0,1,1,0,0.0,-34.5,22
18,1,0,1,1,0,1,1,0,1,1,0,0.0,-33.989999999999995,10
19,0,1,0,0,1,0,0,1,0,0,1,0.0,-33.989999999999995,23
20,0,0,1,1,1,1,1,1,0,0,1,0.0,-33.169999999999995,7
21,1,1,0,0,0,0,0,0,1,1,0,0.0,-33.17,4
22,1,1,1,1,0,0,1,0,1,0,0,0.0,-30.560000000000002,1
23,0,0,0,0,1,1,0,1,0,1,1,0.0,-30.56,14
24,0,0,0,1,1,0,1,1,0,1,1,0.0,-30.35,4
25,1,1,1,0,0,1,0,0,1,0,0,0.0,-30.349999999999994,3
26,0,0,1,0,1,1,1,1,0,1,1,0.0,-30.339999999999996,5
27,1,1,0,1,0,0,0,0,1,0,0,0.0,-30.34,5
28,0,0,0,1,0,1,1,1,0,0,1,0.0,-30.14,1
29,0,0,1,0,1,0,1,1,0,0,1,0.0,-30.099999999999994,3
30,1,0,1,1,0,0,1,0,1,1,0,0.0,-29.76,2
31,0,1,0,0,1,1,0,1,0,0,1,0.0,-29.76,3
32,1,1,0,0,0,1,0,0,1,0,0,0.0,-29.63,4
33,0,0,1,1,1,0,1,1,0,1,1,0.0,-29.629999999999995,3
34,0,1,1,0,1,0,0,0,0,0,0,0.0,-29.6,5
35,1,0,0,1,0,1,1,1,0,1,1,0.0,-29.52000000000001,8
36,0,1,1,0,1,0,0,0,1,0,0,0.0,-29.519999999999996,3
37,1,0,1,0,0,0,1,0,1,0,0,0.0,-28.89,2
38,0,0,1,1,0,1,1,1,0,0,1,0.0,-28.639999999999993,1
39,1,1,0,0,1,0,0,0,1,1,0,0.0,-28.639999999999997,1
40,1,1,1,1,0,1,0,0,1,1,0,0.0,-28.52,2
41,1,0,1,1,0,0,1,0,1,0,0,0.0,-27.990000000000002,2
42,0,1,0,0,1,1,0,1,0,1,1,0.0,-27.990000000000002,1
43,1,1,0,1,1,0,0,0,1,0,0,0.0,-27.89,2
44,0,0,1,0,0,1,1,1,0,1,1,0.0,-27.89,1
45,1,1,1,1,0,0,0,0,1,0,0,0.0,-27.779999999999994,1
46,0,0,0,0,1,1,1,1,0,1,1,0.0,-27.780000000000005,2
47,1,0,1,0,0,1,1,1,1,1,1,0.0,-27.480000000000008,2
48,1,1,1,0,1,0,1,0,1,0,0,0.0,-26.669999999999987,2
49,0,0,0,1,0,1,0,1,0,1,1,0.0,-26.670000000000005,1
50,1,0,1,1,0,1,1,1,0,1,1,0.0,-26.520000000000007,1
51,0,1,0,0,1,0,0,0,1,0,0,0.0,-26.519999999999996,1
52,1,1,0,0,0,1,0,1,1,1,1,0.0,-25.749999999999996,3
53,1,1,1,1,0,1,1,0,1,1,0,0.0,-25.16,2
54,1,0,0,1,1,1,1,1,0,1,1,0.0,-24.85000000000002,2
55,0,1,1,0,0,0,0,0,1,0,0,0.0,-24.85,4
56,0,0,0,1,1,0,1,0,0,0,0,0.0,-24.03,1
57,1,1,0,0,1,0,0,0,1,0,0,0.09090909090909091,-40.65,1
58,1,0,0,0,0,1,0,1,1,1,1,0.0,-22.980000000000008,1
59,0,1,0,0,1,0,0,1,0,0,0,0.0,-22.049999999999997,1
60,0,1,0,0,0,0,0,0,1,0,0,0.0,-21.73,1
61,0,0,1,1,1,1,0,1,0,1,1,0.0,-21.339999999999996,1
62,1,0,1,0,0,1,0,1,1,1,1,0.0,-20.60000000000001,1
63,0,0,0,1,1,0,1,1,0,0,0,0.0,-19.98,1
64,0,1,0,1,1,0,1,1,0,0,1,0.0,-19.970000000000002,2
65,1,0,1,0,0,1,0,0,1,1,0,0.0,-19.970000000000002,1
66,0,1,0,1,1,0,1,0,0,0,0,0.09090909090909091,-20.600000000000005,1
67,1,1,0,0,1,0,0,0,0,0,0,0.0,-18.729999999999997,1
68,1,1,0,0,0,0,1,0,1,0,0,0.09090909090909091,-21.339999999999996,1
69,0,1,0,0,1,0,0,0,0,1,0,0.0,-17.989999999999995,1
70,1,0,1,0,0,0,0,0,1,0,0,0.0,-16.85,1
71,1,0,0,0,0,0,0,0,1,0,0,0.0,-16.83,1
72,1,0,0,0,0,0,0,0,1,1,0,0.0,-16.319999999999997,1
73,0,0,0,1,1,0,1,0,0,1,0,0.0,-16.259999999999998,1
74,1,1,0,0,0,0,0,1,1,0,1,0.0,-15.829999999999997,1
75,0,1,0,0,1,1,0,0,0,0,0,0.0,-15.73,1
76,0,0,0,1,1,1,1,0,0,1,1,0.09090909090909091,-18.090000000000007,1
