,x_0,x_1,x_10,x_11,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,0,0,1,0,1,0,0,1,0.0,-225.05999999999997,141
1,0,1,1,0,1,1,0,1,0,1,1,0,0.0,-225.06000000000003,168
2,1,0,0,0,1,1,1,0,1,0,0,0,0.0,-222.01999999999992,579
3,0,1,1,1,0,0,0,1,0,1,1,1,0.0,-222.02,182
4,1,0,0,1,0,1,1,0,1,0,0,1,0.0,-221.83,58
5,0,1,1,0,1,0,0,1,0,1,1,0,0.0,-221.83,71
6,0,1,1,1,0,0,1,1,0,1,0,1,0.0,-221.72,327
7,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-221.72000000000003,306
8,0,0,1,1,0,0,1,1,0,1,0,1,0.0,-220.78,582
9,1,1,0,0,1,1,0,0,1,0,1,0,0.0,-220.77999999999997,244
10,0,1,0,1,0,1,1,0,0,1,0,1,0.0,-217.95999999999998,17
11,1,0,1,0,1,0,0,1,1,0,1,0,0.0,-217.96,23
12,1,0,0,0,1,1,1,0,0,0,0,1,0.0,-215.36,34
13,0,1,1,1,0,0,0,1,1,1,1,0,0.0,-215.35999999999999,13
14,0,1,1,1,0,0,0,1,1,1,1,1,0.0,-215.28,6
15,1,0,0,0,1,1,1,0,0,0,0,0,0.0,-215.27999999999997,74
16,0,1,1,1,0,0,0,1,0,1,0,1,0.0,-215.02000000000007,14
17,1,0,0,0,1,1,1,0,1,0,1,0,0.0,-215.01999999999992,13
18,0,1,0,1,0,1,0,0,0,1,1,1,0.0,-214.97999999999996,23
19,1,0,1,0,1,0,1,1,1,0,0,0,0.0,-214.98000000000002,89
20,1,0,0,1,1,1,1,0,1,0,0,0,0.0,-214.5299999999999,51
21,0,1,1,0,0,0,0,1,0,1,1,1,0.0,-214.53000000000003,38
22,1,0,0,1,1,1,0,0,1,0,1,0,0.0,-213.98999999999998,51
23,0,1,1,0,0,0,1,1,0,1,0,1,0.0,-213.99,91
24,0,0,1,1,0,0,1,1,1,1,0,1,0.0,-213.78,23
25,1,1,0,0,1,1,0,0,0,0,1,0,0.0,-213.77999999999997,29
26,0,1,1,1,0,1,1,0,0,1,0,1,0.0,-212.38000000000002,10
27,1,0,0,0,1,0,0,1,1,0,1,0,0.0,-212.38,7
28,0,1,1,1,0,1,0,0,0,1,1,1,0.0,-211.60000000000005,19
29,1,0,0,0,1,0,1,1,1,0,0,0,0.0,-211.6,38
30,1,0,0,1,1,1,1,0,0,0,0,1,0.0,-211.35,19
31,0,1,1,0,0,0,0,1,1,1,1,0,0.0,-211.35,7
32,1,0,0,1,0,1,1,0,1,0,0,0,0.0,-211.27,20
33,0,1,1,0,1,0,0,1,0,1,1,1,0.0,-211.27,10
34,0,1,1,1,1,1,0,0,0,1,1,0,0.0,-210.76000000000002,13
35,1,0,0,0,0,0,1,1,1,0,0,1,0.0,-210.76000000000002,21
36,1,1,0,1,1,1,0,0,1,0,1,0,0.0,-210.42999999999992,38
37,0,0,1,0,0,0,1,1,0,1,0,1,0.0,-210.42999999999998,170
38,0,0,1,1,0,0,1,1,1,1,0,0,0.0,-210.08,23
39,1,1,0,0,1,1,0,0,0,0,1,1,0.0,-210.08000000000004,3
40,1,0,0,1,0,1,1,0,0,0,0,1,0.0,-209.82999999999996,3
41,0,1,1,0,1,0,0,1,1,1,1,0,0.0,-209.83,2
42,1,0,0,0,1,1,1,0,1,0,0,0,0.08333333333333333,-222.01999999999992,2
43,0,1,0,1,1,1,0,0,0,1,1,1,0.0,-207.63999999999993,3
44,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-207.64000000000004,21
45,1,0,0,1,1,1,1,0,0,0,0,0,0.0,-207.08999999999995,5
46,0,1,1,0,0,0,0,1,1,1,1,1,0.0,-207.09,2
47,1,0,0,0,0,0,1,0,1,0,0,1,0.0,-206.63,3
48,0,1,1,1,1,1,0,1,0,1,1,0,0.0,-206.63000000000002,1
49,1,0,0,0,0,1,1,0,1,0,0,1,0.0,-206.52,6
50,0,1,1,1,1,0,0,1,0,1,1,0,0.0,-206.52,2
51,1,1,0,1,0,1,0,0,1,0,1,1,0.0,-206.44999999999996,7
52,0,0,1,0,1,0,1,1,0,1,0,0,0.0,-206.45,78
53,0,1,1,0,1,1,0,0,0,1,1,0,0.0,-206.25000000000003,1
54,1,0,1,0,1,1,1,0,0,0,0,0,0.0,-206.0,1
55,1,0,0,0,1,0,1,0,1,0,0,0,0.0,-205.48999999999998,4
56,0,1,1,1,0,1,0,0,0,1,1,0,0.0,-205.22000000000006,2
57,1,0,0,0,1,0,1,1,1,0,0,1,0.0,-205.22000000000003,7
58,0,1,0,1,0,0,1,1,0,1,0,1,0.0,-204.93999999999994,1
59,0,1,0,1,0,1,1,0,0,1,1,1,0.0,-204.89999999999992,2
60,1,0,1,0,1,0,0,1,1,0,0,0,0.0,-204.9,4
61,1,0,0,0,1,0,0,1,1,0,0,1,0.0,-204.78,1
62,0,1,1,1,0,1,1,0,0,1,1,0,0.0,-204.78,3
63,1,0,1,0,1,0,1,1,1,0,0,0,0.08333333333333333,-214.98000000000002,2
64,1,0,0,1,1,1,0,0,0,0,0,1,0.0,-204.12999999999997,1
65,0,1,1,0,0,0,1,1,1,1,1,0,0.0,-204.13000000000005,2
66,1,0,0,0,1,1,1,0,1,0,0,1,0.0,-204.11999999999992,2
67,0,1,1,1,0,0,0,1,0,1,1,0,0.0,-204.12000000000003,3
68,1,0,0,0,1,1,1,0,1,0,0,0,0.08333333333333333,-222.01999999999992,1
69,1,1,0,1,0,1,1,0,0,0,0,1,0.0,-203.34999999999994,2
70,0,0,1,0,1,0,0,1,1,1,1,0,0.0,-203.35000000000002,2
71,1,0,1,1,0,0,1,0,1,0,0,0,0.0,-203.24,1
72,1,1,0,1,1,1,0,0,0,0,1,1,0.0,-203.21,2
73,0,0,1,0,0,0,1,1,1,1,0,0,0.0,-203.21,21
74,0,0,1,0,0,0,1,1,0,1,0,1,0.08333333333333333,-210.42999999999998,2
75,1,1,0,0,1,1,0,0,0,0,0,1,0.0,-203.09999999999997,1
76,1,1,0,1,1,1,0,0,0,0,0,1,0.0,-203.08999999999995,6
77,0,0,1,0,0,0,1,1,1,1,1,0,0.0,-203.09,9
78,1,0,0,1,0,0,1,0,1,0,0,0,0.0,-202.75999999999996,1
79,0,0,1,0,0,0,1,1,1,1,0,1,0.0,-202.73000000000002,8
80,1,1,0,1,1,1,0,0,0,0,1,0,0.0,-202.72999999999993,6
81,1,0,0,1,0,1,0,0,1,0,0,1,0.0,-202.41,1
82,0,1,1,0,1,0,1,1,0,1,1,0,0.0,-202.41000000000003,3
83,1,0,1,0,1,0,0,1,1,0,0,0,0.08333333333333333,-204.9,1
84,1,0,1,0,0,0,1,1,1,0,0,1,0.0,-202.28000000000006,2
85,1,0,1,1,0,0,1,0,1,0,0,1,0.0,-202.28000000000003,1
86,0,1,0,0,1,1,0,1,0,1,1,0,0.0,-202.28,1
87,0,1,1,1,0,1,1,0,0,1,0,0,0.0,-202.18000000000004,2
88,0,1,0,0,1,0,0,1,0,1,1,1,0.0,-201.76999999999998,1
89,1,0,0,0,1,1,0,0,0,0,0,1,0.0,-201.51999999999998,3
90,0,1,1,1,0,0,1,1,1,1,1,0,0.0,-201.52,2
91,1,0,0,0,1,1,0,0,1,0,0,0,0.0,-201.44000000000003,5
92,0,1,1,1,0,0,1,1,0,1,1,1,0.0,-201.43999999999997,1
93,1,0,0,0,1,1,1,0,1,0,0,0,0.08333333333333333,-222.01999999999992,1
94,1,0,0,0,1,0,1,1,1,0,0,0,0.08333333333333333,-211.6,1
95,1,0,0,1,1,0,1,0,1,0,0,0,0.0,-201.11999999999998,2
96,1,1,0,1,0,1,1,0,1,0,0,1,0.0,-201.00999999999996,1
97,0,0,1,0,1,0,0,1,0,1,1,0,0.0,-201.01,1
98,1,0,0,1,1,1,1,0,1,0,0,1,0.0,-200.80999999999992,1
99,0,1,1,0,0,0,0,1,0,1,1,0,0.0,-200.81000000000003,1
100,1,0,0,1,1,1,0,0,1,0,0,1,0.0,-200.75000000000003,3
101,0,1,1,0,0,0,1,1,0,1,1,0,0.0,-200.75,3
102,1,0,0,1,1,1,0,0,1,0,0,0,0.0,-200.57000000000002,1
103,0,1,1,0,0,0,1,1,0,1,1,1,0.0,-200.57,1
104,0,0,0,1,0,0,1,1,1,1,0,1,0.0,-200.55999999999995,1
105,1,1,1,0,1,1,0,0,0,0,1,0,0.0,-200.56,1
106,1,0,0,0,1,1,0,0,0,0,1,0,0.0,-200.38,2
107,0,1,0,1,0,1,0,0,1,1,1,1,0.0,-200.33999999999997,1
108,1,0,0,0,0,1,1,0,1,0,0,0,0.0,-200.14000000000001,2
109,1,0,0,0,1,1,0,0,1,0,1,1,0.0,-200.00000000000009,1
110,0,1,1,1,0,0,1,1,0,1,0,0,0.0,-200.00000000000003,2
111,1,1,0,1,0,1,0,0,1,0,1,0,0.0,-199.67,1
112,0,0,1,0,1,0,1,1,0,1,0,1,0.0,-199.67,10
113,1,0,0,0,1,0,1,1,1,0,1,0,0.0,-199.44,1
114,1,0,0,0,1,0,1,0,1,0,0,1,0.0,-199.32999999999998,1
115,1,1,0,1,0,0,1,0,1,0,0,1,0.0,-199.31999999999996,1
116,0,0,1,0,1,1,0,1,0,1,1,0,0.0,-199.32000000000002,3
117,1,0,0,1,1,0,1,0,1,0,0,1,0.0,-199.13999999999996,2
118,0,0,1,1,0,0,1,1,0,1,0,0,0.0,-199.1,5
119,0,1,1,0,1,0,1,1,0,1,0,0,0.0,-199.03,2
120,1,0,0,0,1,1,0,0,1,0,0,0,0.08333333333333333,-201.44000000000003,3
121,1,0,0,0,1,0,1,1,0,0,0,1,0.0,-198.85999999999996,1
122,0,0,1,0,1,0,1,1,0,1,1,0,0.0,-197.97,4
123,0,1,1,1,0,0,1,1,0,1,1,0,0.0,-197.43999999999997,2
124,1,0,0,1,0,0,1,0,1,0,0,0,0.08333333333333333,-202.75999999999996,1
125,0,1,1,1,0,1,1,0,0,1,1,1,0.0,-197.26000000000002,1
126,1,0,0,0,0,0,1,1,1,1,0,1,0.08333333333333333,-193.52,1
127,0,1,1,0,0,0,1,1,0,1,0,0,0.0,-196.45000000000002,1
128,0,0,1,0,0,0,1,1,1,1,1,0,0.08333333333333333,-203.09,1
129,0,0,1,1,0,0,1,1,1,0,0,0,0.0,-194.94000000000003,2
130,0,1,1,0,1,1,1,0,0,0,1,0,0.0,-194.59000000000003,1
131,0,0,1,0,1,0,1,1,1,1,0,0,0.0,-194.19,1
132,0,1,1,1,0,0,1,1,0,1,0,1,0.08333333333333333,-221.72,1
133,0,1,1,1,0,1,1,1,0,1,0,1,0.0,-193.35000000000005,1
134,0,0,1,0,0,0,1,1,1,1,0,0,0.08333333333333333,-203.21,1
135,0,1,1,0,1,1,1,0,0,1,1,0,0.0,-193.07000000000005,1
136,0,0,1,0,0,0,1,1,0,1,0,0,0.0,-192.92999999999998,2
137,1,1,0,0,1,1,0,0,1,0,1,0,0.08333333333333333,-220.77999999999997,1
138,0,1,1,0,1,1,0,0,0,0,1,0,0.08333333333333333,-189.71,1
139,0,1,1,0,1,0,1,1,0,1,0,1,0.0,-192.29,1
140,1,1,0,1,0,0,0,0,1,1,1,1,0.0,-191.48,1
141,0,0,1,0,1,1,1,1,0,0,0,0,0.0,-191.48000000000002,1
142,0,0,1,1,1,0,1,1,0,1,0,1,0.0,-191.4,1
143,0,1,1,0,0,1,1,1,0,1,0,1,0.0,-188.74000000000004,1
144,1,0,0,0,1,0,1,1,0,1,0,1,0.08333333333333333,-185.61999999999995,1
145,0,1,1,1,1,1,0,1,0,1,1,1,0.0,-188.51000000000002,1
146,1,1,0,0,0,1,1,0,1,0,1,0,0.0,-187.67999999999995,1
147,1,1,0,0,1,0,0,0,1,0,1,0,0.0,-187.49000000000004,1
148,1,0,0,0,1,0,1,0,1,0,0,0,0.08333333333333333,-205.48999999999998,1
149,1,0,0,0,1,0,0,0,1,0,1,1,0.0,-183.37000000000003,1
150,0,1,1,0,1,1,0,1,0,1,1,0,0.08333333333333333,-225.06000000000003,1
151,0,0,1,1,0,0,1,1,0,1,0,1,0.08333333333333333,-220.78,1
152,0,1,1,0,0,0,1,1,1,1,1,1,0.08333333333333333,-185.97000000000006,1
153,0,0,1,0,0,0,1,1,1,1,1,0,0.08333333333333333,-203.09,1
154,0,0,1,0,0,1,1,1,0,1,0,0,0.0,-174.50000000000006,1
155,1,0,0,0,1,0,1,1,1,0,0,0,0.08333333333333333,-211.6,1
156,0,1,1,0,1,1,1,1,0,1,1,0,0.08333333333333333,-193.08000000000004,1
157,1,1,1,0,0,0,0,1,0,1,1,0,0.0,-168.82000000000005,1
158,1,0,0,0,1,1,1,0,1,0,0,0,0.08333333333333333,-222.01999999999992,1
