,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,-187.55999999999997,362
1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-187.56,259
2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,-186.53999999999996,140
3,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-186.54000000000002,95
4,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-185.73999999999998,301
5,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-185.74,22
6,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0,-184.88,50
7,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.0,-184.88000000000002,560
8,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.0,-182.5,258
9,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.0,-182.5,272
10,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-180.87,44
11,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0.0,-180.87,145
12,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0.0,-179.49,111
13,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0.0,-179.48999999999995,41
14,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-176.21000000000004,4
15,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,-176.20999999999998,18
16,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.0,-175.92000000000002,23
17,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.0,-175.92,26
18,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.0,-175.90999999999997,35
19,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0.0,-175.90999999999997,114
20,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.0,-175.45999999999998,135
21,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0,-175.46000000000004,3
22,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.0,-175.26000000000005,201
23,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0.0,-175.26,21
24,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-175.12,2
25,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-175.11999999999995,52
26,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0.0,-174.77999999999997,2
27,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0.0,-174.77999999999997,3
28,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0.0,-173.70000000000002,3
29,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0.0,-173.7,5
30,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-173.60000000000002,3
31,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-173.6,63
32,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0.0,-172.98999999999998,43
33,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-172.99,6
