,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-470.2399999999999,253
1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-470.2400000000001,273
2,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0.0,-469.30000000000007,149
3,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0.0,-469.29999999999984,116
4,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-463.36,23
5,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-463.3599999999998,101
6,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-462.72999999999985,128
7,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-462.73,164
8,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0.0,-461.96,75
9,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0.0,-461.95999999999987,142
10,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,-461.5499999999999,8
11,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0.0,-461.55000000000007,32
12,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-460.4799999999999,431
13,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-460.47999999999996,141
14,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0.0,-459.8599999999999,46
15,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0.0,-459.85999999999973,19
16,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-457.98999999999984,45
17,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-457.99,12
18,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-457.73999999999995,16
19,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-457.74,64
20,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0.0,-457.2799999999999,16
21,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0.0,-457.28000000000003,40
22,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-456.9899999999999,19
23,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-456.99000000000007,11
24,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-456.85999999999984,58
25,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-456.85999999999996,47
26,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.058823529411764705,-470.2399999999999,1
27,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.058823529411764705,-470.2400000000001,6
28,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0.058823529411764705,-431.75,104
29,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0.058823529411764705,-431.7500000000001,40
30,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0.058823529411764705,-461.55000000000007,1
31,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.058823529411764705,-470.2399999999999,2
32,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0.0,-452.79999999999995,5
33,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0.0,-452.79999999999984,29
34,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0.0,-452.48999999999984,4
