,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.0,-504.47000000000025,156
1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.0,-504.46999999999997,23
2,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0.0,-498.9200000000001,22
3,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0.0,-498.91999999999985,1
4,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.0,-496.7400000000001,14
5,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0.0,-496.7400000000002,11
6,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0.05555555555555555,-487.0400000000003,72
7,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.05555555555555555,-487.03999999999985,285
8,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.05555555555555555,-486.5899999999998,482
9,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0.05555555555555555,-486.59000000000026,109
10,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0.0,-495.01000000000005,8
11,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0.0,-495.0099999999998,130
12,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0.0,-494.1500000000001,11
13,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-494.1500000000001,92
14,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.05555555555555555,-504.47000000000025,8
15,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.0,-493.6600000000002,15
16,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0.0,-493.66000000000014,6
17,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0.05555555555555555,-480.75999999999965,31
18,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0.05555555555555555,-480.7600000000001,56
19,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.0,-491.91,2
20,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.0,-491.9100000000002,7
21,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0.0,-491.6800000000001,8
22,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-491.68000000000006,12
23,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0.05555555555555555,-490.87000000000023,2
24,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0.05555555555555555,-490.87,20
25,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0.05555555555555555,-479.9100000000001,66
26,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0.05555555555555555,-479.9099999999999,38
27,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0.0,-490.87,17
28,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0.0,-490.87000000000023,1
29,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0.0,-490.61,4
30,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.05555555555555555,-487.03999999999985,17
31,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0.05555555555555555,-487.0400000000003,5
32,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0.0,-490.1500000000003,5
33,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0.0,-490.14999999999986,3
34,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0.05555555555555555,-486.59000000000026,18
35,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.05555555555555555,-486.5899999999998,31
36,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0.0,-490.12999999999977,4
37,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0.0,-489.86999999999983,96
38,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0.0,-489.86999999999983,1
39,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0.0,-489.11999999999995,12
40,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0.0,-489.11999999999983,1
41,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0.05555555555555555,-480.50000000000017,7
42,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.05555555555555555,-480.49999999999983,23
43,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0.05555555555555555,-480.24999999999983,139
44,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0.05555555555555555,-480.2500000000002,32
45,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.05555555555555555,-480.1699999999998,58
46,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.05555555555555555,-480.1700000000002,2
47,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0.0,-488.7300000000002,3
48,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.0,-488.73,6
49,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-488.71000000000015,9
50,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0.0,-488.69000000000017,1
51,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0.0,-488.34000000000003,1
52,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0.0,-488.2999999999997,6
53,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0.0,-488.29999999999995,2
54,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0.0,-488.2599999999999,12
55,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0.05555555555555555,-490.87000000000023,1
56,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0.05555555555555555,-490.87,8
57,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0,-488.09000000000015,11
58,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0.0,-488.08999999999986,1
59,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0.05555555555555555,-479.4000000000001,5
60,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0.05555555555555555,-479.3999999999998,87
61,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0.0,-487.82000000000005,15
62,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0.0,-487.82,4
63,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0.0,-487.68999999999994,1
