,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.0,-504.47000000000025,136
1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.0,-504.46999999999997,35
2,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0.0,-498.91999999999985,245
3,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0.0,-498.9200000000001,331
4,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0.0,-496.7400000000002,12
5,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.0,-496.7400000000001,11
6,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0.0,-495.0099999999998,24
7,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0.0,-495.01000000000005,41
8,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0.0,-494.1500000000001,39
9,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-494.1500000000001,16
10,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.0,-493.6600000000002,25
11,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0.0,-493.66000000000014,15
12,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.0,-491.9100000000002,7
13,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.0,-491.91,7
14,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-491.68000000000006,6
15,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0.0,-491.6800000000001,8
16,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0.0,-490.87000000000023,28
17,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0.0,-490.87,4
18,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0.0,-490.6100000000002,14
19,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0.0,-490.61,7
20,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0.0,-490.1500000000003,12
21,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0.0,-490.14999999999986,1
22,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0.0,-490.12999999999977,29
23,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0.0,-490.12999999999994,48
24,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0.0,-489.86999999999983,20
25,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0.0,-489.86999999999983,43
26,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0.0,-489.11999999999995,41
27,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0.0,-489.11999999999983,65
