,x_0,x_1,x_10,x_11,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
29,1,0,0,0,1,1,1,0,0,0,0,1,0.0,-40.359999999999985,1
30,0,1,1,1,1,0,0,1,0,1,1,1,0.0,-40.14,8
31,1,0,0,0,0,1,1,0,1,0,0,0,0.0,-40.14,3
32,0,1,1,1,0,0,1,1,0,1,0,1,0.08333333333333333,-46.72,1
33,0,0,1,1,0,0,1,1,1,1,0,1,0.0,-38.779999999999994,2
34,1,0,1,0,1,0,0,1,1,0,1,0,0.0,-37.96000000000001,17
35,1,0,0,0,1,0,0,1,1,0,1,0,0.0,-37.38000000000001,6
36,0,1,1,1,0,1,1,0,0,1,0,1,0.0,-37.379999999999995,3
37,0,1,1,1,0,1,1,1,0,1,1,1,0.0,-37.349999999999994,1
38,1,0,0,0,1,0,0,0,1,0,0,0,0.0,-37.35,3
39,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-37.260000000000005,5
40,1,0,0,0,1,0,1,1,1,0,0,0,0.0,-36.6,6
41,0,1,1,1,1,1,1,1,0,1,1,1,0.0,-36.009999999999984,2
42,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-36.010000000000005,4
43,0,1,1,1,1,0,0,1,1,1,1,1,0.0,-35.86,1
44,1,0,0,0,0,0,1,1,1,0,0,1,0.0,-35.760000000000005,1
45,1,0,0,0,1,1,1,0,1,0,0,0,0.08333333333333333,-47.01999999999998,1
46,1,1,1,1,1,1,0,1,0,1,1,1,0.0,-35.2,2
47,1,0,0,0,1,1,1,0,1,0,1,0,0.0,-35.01999999999998,1
48,0,1,0,1,0,1,0,0,0,1,1,1,0.0,-34.98,1
49,1,0,1,0,1,0,1,1,1,0,0,0,0.0,-34.98,2
50,1,0,0,1,1,1,1,0,1,0,0,0,0.0,-34.52999999999998,1
51,0,1,1,0,0,0,0,1,0,1,1,1,0.0,-34.53000000000001,3
52,0,1,1,0,0,0,1,1,0,1,0,1,0.0,-33.99,2
53,0,1,1,1,0,0,0,1,1,1,1,1,0.08333333333333333,-55.27999999999999,2
54,1,0,0,0,1,0,0,0,1,0,1,0,0.0,-33.35000000000001,3
55,1,0,0,1,0,0,0,0,1,0,0,1,0.0,-33.08,2
56,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-32.63999999999999,1
57,0,1,1,0,0,0,0,1,1,1,1,1,0.0,-32.089999999999996,3
58,1,0,0,1,1,1,1,0,0,0,0,0,0.0,-32.08999999999999,1
59,0,0,1,0,1,0,1,1,0,1,0,0,0.0,-31.45,1
60,1,0,0,1,1,1,1,0,0,0,0,1,0.0,-31.349999999999984,1
61,0,1,1,1,0,1,1,0,1,1,1,0,0.0,-31.259999999999998,1
62,0,0,0,1,0,0,1,0,1,0,0,0,0.0,-31.23,1
63,0,0,1,1,0,0,1,1,1,1,0,0,0.0,-30.08,1
64,1,1,0,0,1,1,0,0,0,0,1,1,0.0,-30.080000000000005,1
65,1,1,0,0,1,1,0,0,0,0,0,1,0.0,-28.100000000000005,1
66,1,0,0,1,0,1,0,0,1,0,0,1,0.0,-27.410000000000004,1
67,1,0,0,0,1,1,1,0,1,0,0,0,0.08333333333333333,-47.01999999999998,1
68,1,0,0,0,1,1,1,0,0,0,1,0,0.0,-25.83999999999999,1
69,1,0,1,0,1,1,1,0,1,0,0,0,0.0,-23.03999999999998,1
70,1,1,1,1,0,0,1,1,1,1,1,1,0.0,-22.889999999999993,1
71,1,0,0,0,1,1,0,0,1,0,0,1,0.0,-22.439999999999998,1
72,1,0,0,0,1,1,0,0,0,0,0,0,0.08333333333333333,-52.54,1
73,0,1,1,1,0,0,1,1,1,1,1,1,0.08333333333333333,-52.540000000000006,1
74,0,1,1,1,0,1,0,1,0,1,1,1,0.08333333333333333,-45.49000000000001,1
75,1,0,1,1,0,0,0,1,1,1,0,1,0.0,-18.409999999999997,1
76,1,0,0,0,1,1,0,0,0,0,0,0,0.08333333333333333,-52.54,1
77,1,0,0,1,0,0,0,1,1,1,0,1,0.0,-14.589999999999996,1
78,1,0,1,1,1,0,0,1,1,0,1,0,0.0,-13.490000000000007,1
79,0,1,1,1,0,0,0,1,1,1,1,1,0.08333333333333333,-55.27999999999999,1
