,x_0,x_1,x_10,x_11,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,1,1,1,0,0,0,0,0,0.0,-55.27999999999999,858
1,0,1,1,1,0,0,0,1,1,1,1,1,0.0,-55.27999999999999,1137
2,1,0,0,0,0,0,1,0,1,0,0,0,0.0,-53.510000000000005,291
3,0,1,1,1,1,1,0,1,0,1,1,1,0.0,-53.50999999999999,219
4,1,0,0,0,1,1,0,0,0,0,0,0,0.0,-52.54,319
5,0,1,1,1,0,0,1,1,1,1,1,1,0.0,-52.540000000000006,374
6,0,1,1,0,1,1,0,1,0,1,1,0,0.0,-50.059999999999995,19
7,1,0,0,1,0,0,1,0,1,0,0,1,0.0,-50.06000000000001,69
8,1,0,0,0,1,1,1,0,1,0,0,0,0.0,-47.01999999999998,109
9,0,1,1,1,0,0,0,1,0,1,1,1,0.0,-47.02,80
10,0,1,1,1,0,0,1,1,0,1,0,1,0.0,-46.72,93
11,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-46.72000000000001,155
12,0,1,1,1,1,1,0,1,0,1,1,0,0.0,-46.629999999999995,3
13,1,0,0,0,0,0,1,0,1,0,0,1,0.0,-46.63000000000001,27
14,1,0,0,0,1,0,1,0,1,0,0,0,0.0,-45.489999999999995,35
15,0,1,1,1,0,1,0,1,0,1,1,1,0.0,-45.49000000000001,20
16,1,0,0,1,0,0,1,0,1,0,0,0,0.0,-42.760000000000005,6
17,0,1,1,0,1,1,0,1,0,1,1,1,0.0,-42.76,5
18,1,0,0,1,0,1,1,0,1,0,0,1,0.0,-41.83,8
19,1,0,0,0,1,1,0,0,0,0,0,1,0.0,-41.51999999999999,2
20,1,0,0,0,1,1,0,0,1,0,0,0,0.0,-41.440000000000005,14
21,0,1,1,1,0,0,1,1,0,1,1,1,0.0,-41.44,10
22,1,1,0,0,1,1,0,0,1,0,1,0,0.0,-40.78000000000001,3
23,0,0,1,1,0,0,1,1,0,1,0,1,0.0,-40.779999999999994,1
24,1,1,1,1,0,0,0,1,1,1,1,1,0.0,-40.69,8
25,0,0,0,0,1,1,1,0,0,0,0,0,0.0,-40.69,8
26,1,0,0,0,1,1,0,0,0,0,1,0,0.0,-40.38,4
27,0,1,1,1,0,0,1,1,1,1,0,1,0.0,-40.38000000000001,12
28,0,1,1,1,0,0,0,1,1,1,1,0,0.0,-40.35999999999999,1
