,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,1,1,0,0,1,0,0,0,0.0,-66.82000000000001,1214
1,0,1,0,0,1,1,0,1,1,1,0.0,-66.82000000000002,1087
2,1,0,1,1,0,0,1,1,0,0,0.0,-66.57000000000001,698
3,0,1,0,0,1,1,0,0,1,1,0.0,-66.57000000000001,703
4,1,0,0,1,0,0,1,0,1,0,0.0,-58.78,32
5,0,1,1,0,1,1,0,1,0,1,0.0,-58.78000000000001,25
6,0,1,1,0,1,1,0,1,1,1,0.0,-58.48000000000002,14
7,1,0,0,1,0,0,1,0,0,0,0.0,-58.480000000000004,21
8,0,1,0,0,1,1,0,1,0,1,0.0,-57.76000000000001,17
9,1,0,1,1,0,0,1,0,1,0,0.0,-57.760000000000005,19
10,1,0,1,1,0,1,1,0,0,0,0.0,-56.56999999999999,24
11,0,1,0,0,1,0,0,1,1,1,0.0,-56.570000000000014,5
12,0,1,0,0,1,0,0,0,1,1,0.0,-56.34000000000001,7
13,1,0,1,1,0,1,1,1,0,0,0.0,-56.33999999999999,15
14,1,0,1,1,0,0,1,1,0,1,0.0,-55.74,17
15,0,1,0,0,1,1,0,0,1,0,0.0,-55.74,15
16,1,0,1,1,0,1,1,0,1,0,0.0,-54.389999999999986,11
17,0,1,0,0,1,0,0,1,0,1,0.0,-54.39000000000001,3
18,1,0,1,1,1,0,1,0,0,0,0.1,-53.51999999999998,8
19,0,1,0,0,0,1,0,1,1,1,0.1,-53.52000000000001,12
20,1,0,1,1,0,0,1,1,1,0,0.0,-53.61000000000001,3
21,0,1,0,0,1,1,0,0,0,1,0.0,-53.61,3
22,0,1,0,0,0,1,0,1,1,1,0.0,-53.52000000000001,12
23,1,0,1,1,1,0,1,0,0,0,0.0,-53.51999999999998,2
24,0,0,1,1,0,0,1,1,0,0,0.0,-52.379999999999995,4
25,1,1,0,0,1,1,0,0,1,1,0.0,-52.38,3
26,1,0,1,1,0,0,1,0,0,0,0.1,-66.82000000000001,1
27,1,0,0,1,0,1,1,0,1,0,0.0,-51.55,2
28,0,1,0,0,1,0,0,0,0,1,0.0,-50.260000000000005,2
29,1,0,1,1,0,0,1,0,0,1,0.0,-50.25,2
30,0,1,0,0,1,1,0,1,1,0,0.0,-50.250000000000014,3
31,1,0,1,1,0,0,1,0,0,0,0.1,-66.82000000000001,1
32,0,1,0,0,0,1,0,1,1,0,0.0,-46.230000000000004,3
33,0,0,1,1,0,1,1,1,1,0,0.0,-46.13000000000001,1
34,0,1,0,0,0,1,1,1,1,0,0.0,-45.70000000000002,1
35,1,0,1,1,1,0,0,0,0,1,0.0,-45.699999999999996,2
36,1,0,1,1,0,0,1,0,0,0,0.1,-66.82000000000001,1
37,1,1,1,1,0,0,1,1,0,1,0.0,-43.38999999999998,1
38,0,1,0,0,1,0,0,1,1,1,0.1,-56.570000000000014,1
39,1,1,1,1,0,1,1,0,0,0,0.0,-41.51999999999999,1
40,0,1,1,1,1,1,0,1,1,1,0.0,-38.459999999999994,1
41,0,0,0,0,0,0,1,1,1,0,0.0,-38.28,2
42,1,0,1,1,0,1,1,1,0,1,0.0,-36.70999999999999,1
