,x_0,x_1,x_10,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,1,0,1,1,1,1,0.0,-68.55000000000001,737
1,1,0,0,1,1,0,1,0,0,0,0,0.0,-68.55,2152
2,1,0,1,1,1,0,1,0,0,0,0,0.0,-64.64999999999999,276
3,0,1,0,0,0,1,0,1,1,1,1,0.0,-64.65,287
4,0,0,0,1,1,1,1,0,1,0,0,0.0,-60.53,58
5,1,1,1,0,0,0,0,1,0,1,1,0.0,-60.52999999999999,16
6,0,1,1,0,0,1,1,1,0,1,1,0.0,-59.87999999999998,25
7,1,0,0,1,1,0,0,0,1,0,0,0.0,-59.87999999999999,77
8,1,1,1,0,0,1,0,1,0,1,1,0.0,-58.849999999999994,23
9,0,0,0,1,1,0,1,0,1,0,0,0.0,-58.849999999999994,40
10,1,1,1,0,0,1,1,1,0,1,1,0.0,-57.87999999999998,13
11,0,0,0,1,1,0,0,0,1,0,0,0.0,-57.87999999999999,54
12,1,1,0,0,0,0,0,1,0,1,1,0.0,-57.75,16
13,0,0,1,1,1,1,1,0,1,0,0,0.0,-57.74999999999999,12
14,0,0,1,1,1,1,1,0,0,0,0,0.0,-57.32999999999999,11
15,1,1,0,0,0,0,0,1,1,1,1,0.0,-57.33,13
16,0,1,1,0,0,1,1,1,1,1,1,0.0,-56.079999999999984,9
17,1,0,0,1,1,0,0,0,0,0,0,0.0,-56.08,29
18,1,0,0,1,1,1,1,0,0,0,0,0.0,-55.15,32
19,0,1,1,0,0,0,0,1,1,1,1,0.0,-55.14999999999999,6
20,1,0,0,1,1,0,1,0,0,0,1,0.0,-54.71,12
21,0,1,1,0,0,1,0,1,1,1,0,0.0,-54.709999999999994,9
22,0,1,0,0,0,0,0,1,1,1,1,0.0,-54.09,10
23,1,0,1,1,1,1,1,0,0,0,0,0.0,-54.089999999999996,21
24,0,1,0,0,0,1,0,0,1,1,1,0.0,-53.91,6
25,1,0,1,1,1,0,1,1,0,0,0,0.0,-53.90999999999999,2
26,0,0,1,1,1,0,1,0,1,0,0,0.0,-53.22999999999999,1
27,1,0,0,1,1,0,1,0,0,0,0,0.09090909090909091,-68.55,1
28,0,0,0,0,1,0,0,0,1,0,0,0.0,-53.209999999999994,6
29,1,1,1,1,0,1,1,1,0,1,1,0.0,-53.21000000000001,3
30,1,0,0,0,1,0,0,0,0,0,0,0.0,-53.19,4
31,1,0,0,1,1,0,1,0,0,0,0,0.09090909090909091,-68.55,1
32,0,1,0,0,0,1,0,1,1,1,0,0.0,-51.11,2
33,1,0,1,1,1,0,1,0,0,0,1,0.0,-51.10999999999999,2
34,1,0,0,0,1,0,1,0,0,0,0,0.0,-50.76,2
35,0,1,1,1,0,1,0,1,1,1,1,0.0,-50.75999999999999,1
36,1,0,0,0,0,0,0,1,1,1,1,0.0,-50.620000000000005,2
37,0,0,0,1,1,1,0,0,1,0,0,0.0,-50.279999999999994,2
38,1,1,1,0,0,0,1,1,0,1,1,0.0,-50.27999999999999,1
39,0,0,0,1,1,1,1,0,0,0,0,0.0,-49.73,1
40,0,0,1,1,1,0,0,0,1,0,0,0.0,-48.87999999999999,1
41,1,0,1,1,1,0,0,0,0,0,0,0.0,-48.8,3
42,0,1,0,0,0,1,1,1,1,1,1,0.0,-48.8,2
43,0,1,1,0,0,1,0,1,1,1,1,0.09090909090909091,-68.55000000000001,2
44,0,1,1,1,1,1,1,0,1,0,0,0.0,-46.69999999999999,1
45,0,1,0,0,0,1,1,0,1,1,1,0.0,-46.120000000000005,2
46,1,0,1,1,1,0,0,1,0,0,0,0.0,-46.11999999999999,1
47,1,0,0,0,1,0,0,0,1,0,0,0.0,-45.22999999999999,1
48,1,1,0,0,1,0,0,1,0,1,1,0.0,-42.22,1
49,0,1,1,1,0,1,1,0,1,1,0,0.0,-41.00999999999999,1
50,1,0,0,1,1,1,1,0,0,0,0,0.09090909090909091,-55.15,1
51,0,0,0,0,1,1,0,0,1,0,0,0.0,-38.23,1
52,0,1,1,0,0,1,0,1,1,1,1,0.09090909090909091,-68.55000000000001,1
53,1,1,1,1,1,1,1,0,0,0,0,0.0,-36.51999999999999,1
54,0,1,0,0,0,1,0,1,1,1,1,0.09090909090909091,-64.65,1
55,0,1,1,0,0,1,0,1,1,1,1,0.09090909090909091,-68.55000000000001,1
56,1,0,0,1,1,0,1,0,0,0,0,0.09090909090909091,-68.55,1
57,0,0,0,0,1,0,0,0,1,1,0,0.0,-29.609999999999992,1
58,0,1,1,1,0,1,0,1,1,1,1,0.09090909090909091,-50.75999999999999,1
59,1,0,0,1,1,0,1,0,0,0,0,0.09090909090909091,-68.55,1
