,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0.0,-116.10999999999997,1158
1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,-116.11000000000003,206
2,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-113.28999999999998,253
3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-113.29000000000003,186
4,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-110.24000000000001,258
5,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-110.23999999999997,25
6,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0.0,-109.3,138
7,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0.0,-109.3,11
8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,-109.18,47
9,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.0,-109.17999999999998,202
10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,-108.10000000000002,117
11,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0.0,-108.09999999999998,136
12,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-106.99,77
13,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-106.98999999999998,6
14,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-106.86000000000003,4
15,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-106.85999999999997,59
16,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.0,-104.97000000000001,7
17,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0.0,-104.97,54
18,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0.0,-103.71,98
19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,-103.71000000000001,18
20,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-103.36000000000001,2
21,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-103.36,51
22,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-102.72999999999998,2
23,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-102.73000000000002,40
24,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0.0,-101.96,2
25,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0.0,-101.96,18
26,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,-101.55000000000001,19
27,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0.0,-101.54999999999998,2
28,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0.0,-101.34000000000002,1
29,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0.0,-101.33999999999997,8
30,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0.0,-101.24000000000002,17
31,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-101.23999999999998,25
32,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0.0,-100.70000000000002,43
33,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0.0,-100.69999999999996,31
34,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.058823529411764705,-116.11000000000003,1
35,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0.058823529411764705,-116.10999999999997,10
36,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-100.48000000000002,4
37,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-100.47999999999999,15
38,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-100.38999999999997,2
39,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-100.39,11
40,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0,-100.26000000000003,12
41,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0.0,-100.26,42
42,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0.0,-100.00999999999998,19
43,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,-100.01000000000002,2
44,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0.0,-99.86000000000001,22
45,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0.0,-99.56,14
46,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0.0,-99.56,1
47,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.0,-99.20000000000002,5
48,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0.0,-99.19999999999999,10
49,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.058823529411764705,-109.17999999999998,9
50,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.0,-98.47999999999999,4
51,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0.0,-98.47999999999999,26
52,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0.0,-98.35000000000002,2
53,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0.0,-98.35,10
54,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.058823529411764705,-109.18,2
55,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.058823529411764705,-109.17999999999998,3
56,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.0,-98.11,2
57,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0.0,-98.11000000000001,16
58,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-97.99000000000001,12
59,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-97.83000000000004,3
60,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-97.82999999999998,4
61,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.058823529411764705,-113.29000000000003,1
62,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.058823529411764705,-113.28999999999998,2
63,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-97.74,3
64,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-97.74,5
65,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0.0,-97.36999999999998,30
66,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0,-97.37000000000002,2
67,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0.0,-97.28,13
68,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.058823529411764705,-113.29000000000003,2
69,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0.058823529411764705,-108.09999999999998,1
70,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.058823529411764705,-108.10000000000002,2
