,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-95.17,472
1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-95.17,416
2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-93.56,182
3,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-93.56,111
4,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-91.53,268
5,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-91.52999999999999,161
6,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-90.58000000000001,38
7,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-90.57999999999998,174
8,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0.0,-88.09,165
9,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0.0,-88.08999999999999,44
10,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0.0,-84.38,41
11,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0.0,-84.38000000000001,90
12,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-83.96000000000001,9
13,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-83.96,5
14,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0.0,-83.71000000000001,49
15,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0.0,-83.71,91
16,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0.0,-83.07,21
17,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0.0,-83.07,239
18,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0.0,-82.63000000000002,28
19,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0.0,-82.63000000000004,59
20,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0.0,-82.43,4
21,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0.0,-82.43000000000002,232
22,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-82.11,19
23,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-82.11,3
24,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0.0,-81.98999999999997,122
25,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0.0,-81.99,8
26,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0.0,-81.67000000000002,5
27,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-81.67,22
28,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0,-81.12,24
29,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0.0,-81.12,8
30,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0.06666666666666667,-88.08999999999999,3
31,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0.06666666666666667,-88.09,8
32,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0.0,-80.22999999999999,5
33,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,-79.96000000000001,6
34,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0.0,-79.95999999999998,12
35,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0.0,-79.10999999999999,1
36,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0,-79.11,5
37,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0.0,-78.46999999999998,29
38,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0.0,-78.47,19
39,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0.0,-78.14,3
40,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0.0,-78.14,30
41,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0.0,-77.38,1
42,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0.0,-77.38000000000002,9
43,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0.0,-77.38000000000002,1
44,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0.0,-77.03000000000002,5
45,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0,-77.03000000000002,9
46,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0.0,-76.35999999999999,2
47,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0.0,-76.23999999999997,10
48,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0.0,-76.24000000000001,2
49,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0.0,-76.19000000000001,25
50,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0.0,-76.19,12
51,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0.0,-76.08000000000003,7
52,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0.0,-76.08000000000001,6
53,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0.0,-76.06,14
54,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0,-76.05999999999999,5
55,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0.06666666666666667,-95.17,1
56,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.06666666666666667,-95.17,2
57,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-76.0,8
58,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0.0,-75.30999999999999,11
59,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0.0,-75.31,124
60,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0.0,-75.30000000000001,3
61,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0.0,-75.30000000000003,7
62,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0.0,-75.19999999999999,11
63,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0.0,-75.2,21
64,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.0,-75.01000000000003,7
65,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,-74.83000000000001,1
