,x_0,x_1,x_10,x_11,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,0,0,1,1,0,1,1,1,0.0,-48.25,1520
1,0,1,0,1,1,1,0,0,1,0,0,0,0.0,-48.25,573
2,1,0,1,0,0,0,1,1,1,1,1,1,0.0,-46.059999999999995,348
3,0,1,0,1,1,1,0,0,0,0,0,0,0.0,-46.06,208
4,0,1,0,1,1,1,0,0,1,0,0,1,0.0,-44.339999999999996,312
5,1,0,1,0,0,0,1,1,0,1,1,0,0.0,-44.339999999999996,679
6,1,0,1,0,0,0,1,1,1,1,1,0,0.0,-41.21,93
7,0,1,0,1,1,1,0,0,0,0,0,1,0.0,-41.21000000000001,84
8,0,1,0,1,1,1,1,0,1,0,0,0,0.0,-36.359999999999985,6
9,1,0,1,0,0,0,0,1,0,1,1,1,0.0,-36.36,13
10,1,0,1,1,0,0,1,1,0,1,1,1,0.0,-35.88000000000001,27
11,0,1,0,0,1,1,0,0,1,0,0,0,0.0,-35.88,18
12,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-35.75999999999999,1
13,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-35.76,2
14,0,1,0,1,1,1,1,0,1,0,0,0,0.08333333333333333,-36.359999999999985,1
15,1,0,1,0,0,0,0,1,0,1,1,1,0.08333333333333333,-36.36,15
16,0,1,0,1,1,1,1,0,0,0,0,0,0.0,-34.129999999999995,2
17,1,0,1,0,0,0,0,1,1,1,1,1,0.0,-34.129999999999995,8
18,1,0,1,0,0,0,0,1,1,1,1,1,0.08333333333333333,-34.129999999999995,2
19,0,1,0,1,1,1,1,0,0,0,0,0,0.08333333333333333,-34.129999999999995,2
20,1,0,1,0,1,0,1,1,1,1,1,0,0.0,-32.47,5
21,0,1,0,1,0,1,0,0,0,0,0,1,0.0,-32.47,4
22,1,1,1,0,0,0,0,0,1,1,0,1,0.0,-31.939999999999998,11
23,0,0,0,1,1,1,1,1,0,0,1,0,0.0,-31.94,6
24,1,0,1,0,0,0,1,1,0,1,1,1,0.08333333333333333,-48.25,1
25,1,0,1,1,0,0,1,1,0,1,1,1,0.08333333333333333,-35.88000000000001,1
26,1,0,0,1,0,0,1,1,0,1,1,1,0.0,-30.659999999999993,3
27,0,1,0,1,0,1,0,0,1,0,0,1,0.0,-29.719999999999995,2
28,1,0,1,0,1,0,1,1,1,1,1,1,0.0,-29.480000000000004,2
29,0,1,0,1,0,1,0,0,0,0,0,0,0.0,-29.48,2
30,1,0,1,1,0,0,1,1,1,1,1,1,0.0,-28.70999999999999,2
31,1,0,1,0,0,0,1,1,0,1,1,1,0.08333333333333333,-48.25,1
32,1,0,1,0,0,0,0,1,0,1,1,0,0.0,-27.91,1
33,1,0,1,0,0,0,0,1,0,1,1,0,0.08333333333333333,-27.91,3
34,1,0,0,0,0,0,1,1,1,1,1,1,0.0,-26.68,1
35,1,1,1,0,0,0,0,0,1,1,0,0,0.0,-26.429999999999996,2
36,1,0,0,0,0,0,1,1,1,1,1,0,0.0,-26.13,5
37,1,0,1,0,1,0,1,1,0,1,1,1,0.0,-25.79,1
38,1,1,0,1,1,1,0,0,1,1,0,1,0.0,-25.749999999999993,2
39,0,0,1,0,0,0,1,1,0,0,1,0,0.0,-25.75,6
40,0,0,1,0,0,0,1,1,0,0,1,1,0.0,-25.54,6
41,1,0,0,0,0,0,1,1,0,1,1,0,0.0,-25.479999999999997,1
42,1,0,1,0,0,0,1,1,0,1,1,1,0.08333333333333333,-48.25,1
43,0,1,0,1,1,0,1,0,1,0,0,0,0.0,-23.819999999999997,1
44,1,0,1,0,0,1,0,1,0,1,1,1,0.08333333333333333,-23.81999999999999,1
45,1,0,1,1,0,1,1,1,0,1,1,1,0.0,-21.879999999999992,2
46,1,0,1,0,0,0,1,1,0,0,1,0,0.0,-21.119999999999997,1
47,0,0,1,0,1,0,1,1,0,0,1,0,0.0,-21.089999999999996,1
48,1,0,1,0,0,0,1,1,0,1,1,0,0.08333333333333333,-44.339999999999996,1
49,1,0,1,1,0,0,1,1,0,1,1,0,0.0,-20.429999999999996,2
50,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-19.579999999999995,2
51,0,1,0,1,1,1,0,0,0,0,0,0,0.08333333333333333,-46.06,1
52,1,0,1,0,0,1,1,1,0,1,1,0,0.08333333333333333,-19.579999999999988,1
53,0,0,0,1,1,0,1,0,0,0,0,1,0.0,-15.069999999999997,1
54,0,0,1,0,1,1,0,1,0,0,1,0,0.0,-14.799999999999994,1
55,1,0,1,0,0,1,0,1,1,1,1,0,0.08333333333333333,-15.419999999999995,1
56,0,0,1,0,0,0,0,1,1,1,1,1,0.0,-9.299999999999995,1
