,x_0,x_1,x_10,x_11,x_12,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
180,1,1,0,1,0,1,0,0,0,0,1,0,1,0.0,-36.38,1
181,0,0,0,1,0,1,1,0,0,0,0,0,1,0.07692307692307693,-58.8,1
182,1,1,0,0,1,0,0,0,0,0,1,1,0,0.0,-34.86,1
183,0,0,0,1,0,1,1,0,0,1,0,0,1,0.07692307692307693,-57.080000000000005,1
184,0,0,0,1,1,1,1,0,0,1,0,1,0,0.0,-33.93,1
185,0,1,0,1,1,1,0,0,1,0,0,1,0,0.0,-33.67,2
186,0,0,0,0,1,1,1,0,0,1,0,1,0,0.07692307692307693,-55.870000000000005,1
187,1,1,1,0,1,0,0,1,1,0,1,1,0,0.07692307692307693,-57.08,1
188,1,1,0,0,1,0,0,0,1,0,1,1,0,0.07692307692307693,-62.78999999999999,1
189,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0,-29.249999999999996,1
190,0,0,0,1,0,1,1,0,0,0,0,0,1,0.07692307692307693,-58.8,1
191,0,1,0,1,0,1,1,0,1,0,0,0,1,0.07692307692307693,-55.719999999999985,1
192,0,0,1,1,1,0,1,1,0,1,0,1,0,0.07692307692307693,-37.38999999999999,1
