,x_0,x_1,x_10,x_11,x_12,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,1,0,0,0,1,0,1,1,0,0.0,-62.78999999999999,305
1,0,0,1,1,0,1,1,1,0,1,0,0,1,0.0,-62.79,80
2,0,0,1,1,0,1,1,1,0,0,0,0,1,0.0,-62.22999999999999,227
3,1,1,0,0,1,0,0,0,1,1,1,1,0,0.0,-62.23,88
4,1,0,0,0,1,0,0,0,1,1,1,1,0,0.0,-58.94,22
5,0,1,1,1,0,1,1,1,0,0,0,0,1,0.0,-58.94,28
6,0,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-58.8,776
7,1,1,1,0,1,0,0,1,1,1,1,1,0,0.0,-58.8,168
8,1,0,0,1,0,1,1,0,1,0,1,0,1,0.0,-58.019999999999996,125
9,0,1,1,0,1,0,0,1,0,1,0,1,0,0.0,-58.019999999999996,85
10,0,0,0,1,0,1,1,0,0,1,0,0,1,0.0,-57.080000000000005,129
11,1,1,1,0,1,0,0,1,1,0,1,1,0,0.0,-57.08,202
12,0,0,0,0,1,1,1,0,0,1,0,1,0,0.0,-55.870000000000005,264
13,1,1,1,1,0,0,0,1,1,0,1,0,1,0.0,-55.87,98
14,0,1,0,1,0,1,1,0,1,0,0,0,1,0.0,-55.719999999999985,83
15,1,0,1,0,1,0,0,1,0,1,1,1,0,0.0,-55.71999999999999,64
16,0,0,1,0,1,0,1,1,0,1,0,1,0,0.0,-55.410000000000004,74
17,1,1,0,1,0,1,0,0,1,0,1,0,1,0.0,-55.41,61
18,0,0,0,1,0,1,1,0,0,0,1,0,1,0.07692307692307693,-48.82000000000001,55
19,1,1,1,0,1,0,0,1,1,1,1,1,0,0.07692307692307693,-58.8,21
20,1,1,0,0,1,1,0,0,1,0,1,1,0,0.0,-54.9,35
21,0,0,1,1,0,0,1,1,0,1,0,0,1,0.0,-54.9,13
22,0,0,1,0,1,1,1,1,0,1,0,1,0,0.0,-54.88,32
23,1,1,0,1,0,0,0,0,1,0,1,0,1,0.0,-54.879999999999995,29
24,1,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-54.849999999999994,18
25,0,0,1,0,1,0,0,1,0,1,0,1,0,0.0,-54.85,22
26,1,0,1,0,1,0,0,1,1,1,1,1,0,0.0,-54.650000000000006,17
27,0,1,0,1,0,1,1,0,0,0,0,0,1,0.0,-54.64999999999999,58
28,0,0,0,1,0,1,1,0,1,0,1,0,1,0.0,-54.00999999999999,34
29,1,1,1,0,1,0,0,1,0,1,0,1,0,0.0,-54.00999999999999,10
30,0,1,0,0,1,1,0,0,0,1,0,1,0,0.0,-53.7,43
31,1,0,1,1,0,0,1,1,1,0,1,0,1,0.0,-53.70000000000001,18
32,1,0,0,1,0,0,1,0,1,0,1,0,1,0.0,-53.650000000000006,18
33,0,1,1,0,1,1,0,1,0,1,0,1,0,0.0,-53.65,21
34,1,1,1,0,1,0,0,1,1,0,1,1,0,0.07692307692307693,-57.08,38
35,0,0,0,1,0,1,1,0,0,1,1,0,1,0.07692307692307693,-51.6,9
36,1,1,1,0,1,0,0,1,0,1,1,1,0,0.0,-53.41,35
37,0,0,0,1,0,1,1,0,1,0,0,0,1,0.0,-53.41,76
38,1,0,1,1,0,0,1,1,0,1,1,0,1,0.0,-53.309999999999995,7
39,0,1,0,0,1,1,0,0,1,0,0,1,0,0.0,-53.31,74
40,1,0,0,0,0,0,1,0,1,1,1,1,1,0.0,-53.11,5
41,0,1,1,1,1,1,0,1,0,0,0,0,0,0.0,-53.11000000000001,3
42,0,0,0,0,1,1,0,0,0,1,0,1,0,0.0,-52.71000000000001,37
43,1,1,1,1,0,0,1,1,1,0,1,0,1,0.0,-52.71,4
44,0,0,1,1,0,1,1,1,0,1,1,0,1,0.0,-52.57,3
45,1,1,0,0,1,0,0,0,1,0,0,1,0,0.0,-52.56999999999999,3
46,0,0,1,1,0,0,1,1,0,1,1,0,1,0.0,-52.52,2
47,1,1,0,0,1,1,0,0,1,0,0,1,0,0.0,-52.52,17
48,1,0,0,1,0,1,1,1,1,0,1,0,1,0.0,-52.33,3
49,0,1,1,0,1,0,0,0,0,1,0,1,0,0.0,-52.330000000000005,8
50,0,0,1,0,1,1,0,1,0,1,0,1,0,0.0,-51.8,8
51,1,1,0,1,0,0,1,0,1,0,1,0,1,0.0,-51.8,4
52,1,0,0,0,1,0,0,0,0,1,1,1,0,0.0,-51.690000000000005,5
53,0,1,1,1,0,1,1,1,1,0,0,0,1,0.0,-51.68999999999999,2
54,1,1,1,0,1,0,0,1,1,0,0,1,0,0.0,-51.60000000000001,2
55,1,1,0,1,0,1,0,0,1,0,1,0,1,0.07692307692307693,-55.41,3
56,0,0,1,0,1,0,1,1,0,1,0,1,0,0.07692307692307693,-55.410000000000004,3
57,1,0,0,0,0,1,1,0,1,0,1,1,1,0.0,-51.42,38
58,0,1,1,1,1,0,0,1,0,1,0,0,0,0.0,-51.42,4
59,0,0,1,1,0,0,1,1,0,0,0,0,1,0.0,-51.099999999999994,6
60,1,1,0,0,1,1,0,0,1,1,1,1,0,0.0,-51.10000000000001,5
61,0,1,1,1,1,1,0,1,0,1,0,0,0,0.0,-50.95,1
62,1,0,0,0,0,0,1,0,1,0,1,1,1,0.0,-50.95,12
63,0,0,0,0,1,1,1,0,0,1,0,1,0,0.07692307692307693,-55.870000000000005,3
64,1,1,1,1,0,0,0,1,1,0,1,0,1,0.07692307692307693,-55.87,4
65,1,0,1,1,0,0,1,1,0,1,1,1,1,0.0,-50.59,5
66,0,1,0,0,1,1,0,0,1,0,0,0,0,0.0,-50.59,4
67,0,1,1,1,1,0,0,1,0,0,0,0,0,0.0,-50.34,2
68,1,0,0,0,0,1,1,0,1,1,1,1,1,0.0,-50.34,7
69,0,0,0,0,0,1,1,0,0,1,0,1,1,0.0,-50.040000000000006,17
70,1,1,1,1,1,0,0,1,1,0,1,0,0,0.0,-50.040000000000006,5
71,0,0,0,1,0,1,1,0,1,0,1,0,1,0.07692307692307693,-54.00999999999999,1
72,1,1,1,0,1,0,0,1,0,1,1,1,0,0.07692307692307693,-53.41,1
73,1,1,0,1,0,0,0,0,1,0,1,0,1,0.07692307692307693,-54.879999999999995,1
74,0,0,1,0,0,1,1,1,0,0,0,0,1,0.0,-49.62999999999999,5
75,1,1,0,1,1,0,0,0,1,1,1,1,0,0.0,-49.629999999999995,1
76,1,0,0,0,1,0,0,0,1,0,1,1,0,0.0,-49.419999999999995,1
77,0,1,1,1,1,0,0,1,0,1,0,1,0,0.0,-49.16,4
78,1,0,0,0,0,1,1,0,1,0,1,0,1,0.0,-49.16,5
79,0,1,1,1,0,0,1,1,0,0,0,0,1,0.0,-49.13000000000001,1
80,0,0,0,1,0,1,1,0,0,0,1,0,1,0.0,-48.82000000000001,3
81,1,1,1,0,1,0,0,1,1,1,0,1,0,0.0,-48.819999999999986,1
82,1,0,0,1,0,0,1,0,1,1,1,1,1,0.0,-48.730000000000004,3
83,0,1,1,0,1,1,0,1,0,0,0,0,0,0.0,-48.730000000000004,1
84,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,-48.7,13
85,1,1,1,1,1,0,0,1,1,1,1,1,0,0.0,-48.69999999999999,4
86,0,0,1,1,0,1,1,1,1,0,0,0,1,0.0,-48.52,3
87,1,1,0,0,1,0,0,0,0,1,1,1,0,0.0,-48.52,1
88,0,0,0,0,0,1,1,0,1,0,0,0,1,0.0,-48.29,8
89,1,1,1,1,1,0,0,1,0,1,1,1,0,0.0,-48.29,1
90,0,1,1,0,1,0,0,1,1,0,0,1,0,0.0,-48.17,3
91,1,0,0,1,0,1,1,0,0,1,1,0,1,0.0,-48.17000000000001,1
92,1,1,0,1,1,0,0,0,1,0,1,0,0,0.0,-47.89,1
93,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0,-47.779999999999994,1
94,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0,-47.580000000000005,5
95,1,1,0,1,0,1,0,1,1,0,1,0,1,0.0,-47.56,2
96,0,0,1,0,1,0,1,0,0,1,0,1,0,0.0,-47.56,3
97,0,0,1,1,0,1,1,1,0,0,1,0,1,0.0,-47.51,1
98,1,1,0,0,1,0,0,0,1,1,0,1,0,0.0,-47.51,1
99,1,0,1,0,0,0,1,1,0,1,1,1,1,0.0,-47.489999999999995,5
100,0,1,0,1,1,1,0,0,1,0,0,0,0,0.0,-47.489999999999995,1
101,0,0,1,0,1,0,0,0,0,1,0,1,0,0.0,-46.88,1
102,1,1,0,1,0,1,1,1,1,0,1,0,1,0.0,-46.879999999999995,1
103,0,1,0,1,0,1,0,0,1,0,0,0,1,0.0,-46.78,8
104,1,0,1,0,1,0,1,1,0,1,1,1,0,0.0,-46.779999999999994,5
105,0,1,0,0,1,1,0,0,1,1,0,1,0,0.0,-46.669999999999995,5
106,1,0,1,1,0,0,1,1,0,0,1,0,1,0.0,-46.669999999999995,3
107,0,0,0,1,0,1,1,1,0,0,1,0,1,0.0,-46.589999999999996,1
108,1,1,1,0,1,0,0,0,1,1,0,1,0,0.0,-46.59,1
109,1,0,0,0,0,1,1,0,0,1,1,1,1,0.0,-46.31,1
110,0,1,1,1,0,0,1,1,1,0,0,0,1,0.0,-46.26,1
111,0,1,0,0,1,1,0,0,0,0,0,1,0,0.0,-46.12,6
112,0,0,1,1,0,1,1,1,0,1,0,1,1,0.0,-45.83,1
113,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,-45.7,2
114,1,0,1,1,0,0,1,1,1,1,1,1,1,0.0,-45.699999999999996,1
115,0,1,1,0,1,0,0,1,1,0,0,0,0,0.0,-45.489999999999995,1
116,0,0,0,1,0,1,1,0,0,1,0,1,1,0.0,-45.480000000000004,1
117,1,1,0,0,1,1,0,0,0,1,0,1,0,0.0,-45.47,1
118,0,0,0,0,1,0,1,0,0,1,0,1,0,0.0,-45.36000000000001,3
119,1,1,1,1,0,1,0,1,1,0,1,0,1,0.0,-45.35999999999999,1
120,1,0,0,0,0,1,1,0,1,0,1,1,1,0.07692307692307693,-51.42,1
121,0,1,1,0,1,1,0,1,0,1,0,1,0,0.07692307692307693,-53.65,1
122,1,1,1,1,1,0,0,1,1,0,1,1,0,0.0,-45.099999999999994,1
123,1,0,0,1,0,1,1,0,1,1,1,0,1,0.0,-44.92000000000001,1
124,0,1,1,0,1,0,0,1,0,0,0,1,0,0.0,-44.919999999999995,2
125,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0,-44.72,1
126,0,0,1,1,0,1,1,0,0,1,0,0,1,0.0,-44.64,1
127,0,1,1,0,1,0,0,1,0,0,0,0,0,0.0,-44.54,2
128,0,1,0,0,1,0,0,0,1,1,0,1,0,0.0,-44.38,1
129,0,0,0,1,0,1,1,0,0,1,1,1,1,0.0,-44.3,1
130,1,1,1,0,1,0,0,1,1,0,0,0,0,0.0,-44.3,1
131,0,0,1,1,0,0,1,1,0,0,1,0,1,0.0,-44.21999999999999,1
132,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0,-44.11,3
133,0,0,0,1,0,0,1,0,1,0,1,0,1,0.0,-44.06,1
134,0,0,1,0,0,0,1,1,0,1,0,1,1,0.0,-43.9,1
135,1,0,0,1,0,0,1,0,1,1,1,0,1,0.0,-43.79,1
136,1,0,0,0,1,0,1,0,1,0,1,1,0,0.0,-43.660000000000004,1
137,0,0,0,0,1,1,1,0,0,1,0,1,0,0.07692307692307693,-55.870000000000005,1
138,0,0,0,1,0,1,1,1,0,0,0,0,1,0.0,-43.37,1
139,1,1,1,0,1,0,0,0,1,1,1,1,0,0.0,-43.37,1
140,1,0,1,0,0,0,1,1,1,0,1,1,1,0.0,-43.14,1
141,0,0,0,0,1,1,1,0,0,0,0,1,0,0.0,-42.910000000000004,3
142,0,1,1,1,0,1,0,1,1,0,0,0,1,0.0,-42.830000000000005,1
143,0,1,0,1,0,1,0,0,1,0,0,0,1,0.07692307692307693,-46.78,2
144,0,1,1,0,1,1,0,1,1,0,0,1,0,0.0,-42.660000000000004,1
145,0,0,0,0,1,1,1,0,1,0,0,1,0,0.0,-42.04,4
146,0,0,0,1,0,1,1,0,0,1,1,1,1,0.07692307692307693,-44.3,1
147,1,1,1,0,1,0,0,1,1,0,1,0,0,0.07692307692307693,-45.48,1
148,0,1,0,0,1,1,1,0,0,1,0,1,0,0.07692307692307693,-35.6,1
149,0,0,0,0,0,1,1,0,1,0,0,1,1,0.0,-41.629999999999995,2
150,0,0,1,0,1,0,0,1,0,1,0,0,0,0.07692307692307693,-41.23000000000001,1
151,1,0,1,0,1,0,0,1,0,1,1,1,0,0.07692307692307693,-55.71999999999999,1
152,0,0,1,1,0,1,1,1,0,1,1,0,1,0.07692307692307693,-52.57,1
153,0,1,0,1,1,1,0,0,0,1,0,1,0,0.0,-40.92,1
154,0,0,0,0,1,1,1,0,1,1,0,1,0,0.0,-40.78000000000001,1
155,0,0,1,1,0,1,1,1,0,0,1,0,1,0.07692307692307693,-47.51,1
156,0,0,1,1,0,1,1,1,0,1,0,0,1,0.07692307692307693,-62.79,1
157,0,1,0,1,0,1,1,0,0,0,0,0,1,0.07692307692307693,-54.64999999999999,1
158,1,1,0,0,1,0,0,0,1,0,0,0,0,0.0,-39.91,1
159,0,0,0,0,0,1,1,0,0,0,0,1,1,0.0,-39.74,1
160,0,0,1,0,1,1,1,1,0,0,0,1,0,0.0,-39.64,1
161,1,1,0,0,1,1,0,0,0,0,0,1,0,0.0,-39.55,1
162,0,0,0,0,0,1,1,0,1,0,1,1,1,0.0,-39.03,1
163,0,1,0,0,1,1,0,0,0,1,0,0,0,0.07692307692307693,-39.38000000000001,1
164,0,1,0,0,0,1,1,0,1,0,0,0,1,0.0,-38.599999999999994,2
165,1,0,1,1,1,0,0,1,0,1,1,1,0,0.0,-38.59999999999999,1
166,1,0,1,0,1,0,1,1,0,1,0,1,0,0.0,-38.49999999999999,1
167,1,0,0,0,0,1,1,1,1,0,1,1,1,0.0,-38.40999999999998,1
168,0,0,0,1,0,1,1,0,0,0,0,0,1,0.07692307692307693,-58.8,1
169,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,-38.15,1
170,1,1,0,1,0,0,1,1,1,0,1,0,1,0.0,-37.95,1
171,0,0,0,0,1,1,1,0,0,1,0,1,0,0.07692307692307693,-55.870000000000005,1
172,1,1,1,0,1,0,0,1,0,0,1,1,0,0.0,-37.46999999999999,1
173,1,1,0,1,0,0,1,0,1,1,1,1,1,0.0,-37.459999999999994,1
174,0,0,0,0,0,1,1,0,0,1,0,1,0,0.07692307692307693,-35.650000000000006,2
175,0,0,0,0,1,1,0,0,0,1,0,1,0,0.07692307692307693,-52.71000000000001,1
176,1,1,0,1,1,0,0,1,1,0,1,0,0,0.0,-37.059999999999995,1
177,1,1,0,1,0,1,0,0,1,1,1,0,1,0.0,-36.93000000000001,1
178,1,1,1,0,1,1,0,1,1,1,1,1,0,0.0,-36.629999999999995,1
179,0,0,0,1,0,1,1,0,1,0,0,0,1,0.07692307692307693,-53.41,1
