,x_0,x_1,x_10,x_11,x_12,x_13,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.0,-337.41,800
1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.0,-337.40999999999997,264
2,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0,-337.06000000000006,1634
3,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.0,-337.05999999999995,176
4,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-330.59999999999997,56
5,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-330.6,302
6,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0.0,-327.6899999999999,17
7,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0.0,-327.69000000000005,160
8,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-326.4100000000001,142
9,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-326.41,62
10,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0.0,-323.39,12
11,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0.0,-323.39,24
12,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0.0,-322.75,62
13,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0.0,-322.74999999999994,59
14,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0.0,-315.9899999999999,1
15,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0.0,-315.98999999999995,9
16,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0.0,-314.41999999999996,7
17,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0.0,-314.41999999999996,3
18,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0.0,-311.80000000000007,3
19,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0.0,-311.8,3
20,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0.0,-309.63,12
21,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0.0,-309.63000000000005,8
22,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0.0,-309.58999999999986,3
23,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0.0,-309.59000000000003,7
24,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0,-309.2799999999999,8
