,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-470.2399999999999,258
1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-470.2400000000001,111
2,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0.0,-469.30000000000007,164
3,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0.0,-469.29999999999984,37
4,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-463.3599999999998,33
5,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-463.36,108
6,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-462.73,52
7,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-462.72999999999985,12
8,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0.0,-461.95999999999987,7
9,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0.0,-461.96,120
10,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,-461.5499999999999,7
11,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0.0,-461.55000000000007,17
12,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-460.4799999999999,42
13,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-460.47999999999996,442
14,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.058823529411764705,-457.74,10
15,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.058823529411764705,-470.2399999999999,9
16,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0.0,-459.8599999999999,45
17,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0.0,-459.85999999999973,1
18,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-457.99,37
19,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-457.98999999999984,55
20,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-457.74,8
21,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-457.73999999999995,5
22,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0.0,-457.28000000000003,6
23,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0.0,-457.2799999999999,85
24,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-456.99000000000007,3
25,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-456.9899999999999,1
26,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-456.85999999999996,509
27,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-456.85999999999984,36
28,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0.058823529411764705,-461.55000000000007,1
29,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.058823529411764705,-470.2399999999999,2
30,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0.058823529411764705,-463.3599999999998,2
31,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0.058823529411764705,-461.96,3
32,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0.058823529411764705,-451.3899999999999,3
33,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0.058823529411764705,-451.38999999999993,14
34,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0.0,-452.79999999999995,32
35,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0.0,-452.79999999999984,7
36,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0.0,-452.49,6
37,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0.0,-452.48999999999984,16
38,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0.058823529411764705,-450.4499999999999,21
39,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0.058823529411764705,-450.4499999999999,235
40,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0.0,-451.38999999999993,6
41,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0.0,-451.3899999999999,1
42,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0.0,-451.34000000000003,13
43,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0.0,-451.33999999999986,3
44,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-451.2400000000001,25
45,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0.0,-451.23999999999995,16
46,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.058823529411764705,-470.2399999999999,1
47,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0.0,-450.68999999999994,4
48,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-450.52000000000004,8
49,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0.0,-450.52,9
50,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0.0,-450.4499999999999,129
51,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0.0,-450.4499999999999,10
52,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-450.39000000000004,10
53,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-450.38999999999993,5
54,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0.0,-450.3499999999999,17
55,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0.0,-450.35,6
56,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0.0,-449.56000000000006,8
57,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0.0,-449.54,6
58,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0.0,-449.52000000000004,2
59,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0.0,-449.51999999999975,2
60,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0.0,-449.35999999999996,43
61,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-449.22,1
62,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0.0,-449.21000000000004,14
63,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0.0,-449.21,1
64,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-449.09,1
65,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0.0,-448.59000000000003,2
66,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0.0,-448.5900000000001,2
67,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0.0,-448.4499999999999,1
68,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0.0,-448.44000000000005,2
69,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0.0,-448.43999999999994,1
70,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0.0,-448.3500000000001,16
71,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0.0,-447.98999999999995,10
72,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0.0,-447.9899999999999,3
73,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.058823529411764705,-457.98999999999984,6
74,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.058823529411764705,-450.39000000000004,3
75,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-447.8300000000001,32
76,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-447.83,4
77,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0.0,-447.68999999999977,13
78,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0.0,-447.68999999999994,8
79,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0.058823529411764705,-445.9899999999999,18
80,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0.058823529411764705,-445.9899999999998,6
81,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0.058823529411764705,-450.68999999999994,2
82,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0.058823529411764705,-456.9899999999999,1
83,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0.058823529411764705,-451.38999999999993,2
84,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0.058823529411764705,-469.30000000000007,1
85,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-446.18999999999994,8
86,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0.0,-446.1899999999999,20
87,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0.058823529411764705,-444.44999999999993,10
88,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0.0,-446.1199999999997,2
89,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0.0,-446.11999999999995,3
90,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-446.08000000000004,4
91,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0.0,-446.08000000000015,31
92,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0.0,-446.05999999999995,14
93,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0.0,-446.0599999999999,1
94,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0.0,-445.98999999999995,3
95,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0.0,-445.9899999999999,5
96,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0.0,-445.9899999999998,1
97,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0.0,-445.9899999999998,1
98,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.0,-445.71999999999986,2
99,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0.0,-445.72,1
100,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0.058823529411764705,-443.0499999999999,4
101,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0.0,-444.5499999999999,9
102,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-444.54999999999995,2
103,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0.0,-444.44999999999993,7
104,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.0,-444.43999999999994,2
105,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.0,-444.4400000000001,1
106,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0.058823529411764705,-463.36,1
107,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0.0,-443.8299999999999,1
108,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0.0,-443.83000000000004,1
109,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0.0,-443.63999999999993,2
110,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0.0,-443.61,2
111,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-443.29,11
112,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-443.2900000000001,4
113,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0.058823529411764705,-446.08000000000015,6
114,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0.0,-443.0499999999999,7
115,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0.0,-443.0499999999999,2
116,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0.0,-443.04999999999995,1
117,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0.0,-442.99,1
118,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0.0,-442.8999999999999,4
119,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0.058823529411764705,-426.3799999999999,1
120,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0.058823529411764705,-441.78999999999985,1
121,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0.0,-442.79,4
122,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0.0,-442.78999999999985,2
123,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0.0,-442.78,1
124,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0.0,-442.35999999999996,1
125,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.0,-442.36000000000007,1
126,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0.058823529411764705,-460.47999999999996,5
127,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.058823529411764705,-456.85999999999984,2
128,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0.0,-442.16,1
129,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0.0,-442.06000000000006,5
130,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0.0,-441.78999999999985,5
131,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0.0,-441.6599999999999,2
132,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0.058823529411764705,-425.0199999999999,2
133,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0.0,-441.4799999999999,1
134,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0.058823529411764705,-445.9899999999999,1
135,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0.0,-440.9699999999999,1
136,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.058823529411764705,-456.85999999999996,3
137,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0.0,-440.8599999999999,10
138,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0.0,-440.67000000000013,3
139,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0.0,-440.5799999999999,1
140,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-440.58,22
141,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-440.5799999999998,9
142,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.058823529411764705,-456.85999999999996,8
143,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.0,-440.4,1
144,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.0,-440.3399999999999,1
145,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0.0,-440.31000000000006,1
146,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-440.2,18
147,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0.0,-440.11999999999983,2
148,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.0,-440.06999999999994,1
149,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,-440.0600000000001,1
150,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0.058823529411764705,-450.4499999999999,2
151,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0.0,-439.5,1
152,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0.0,-439.49999999999994,7
153,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0.058823529411764705,-437.54999999999995,14
154,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0.0,-439.21,5
155,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0.0,-439.2099999999999,4
156,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0.0,-439.09,1
157,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0.0,-439.08999999999986,3
158,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0.058823529411764705,-440.9699999999999,1
159,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0.058823529411764705,-449.09,1
160,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0,-438.90000000000015,2
161,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0.0,-438.9,8
162,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0.0,-438.88999999999993,1
163,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0.0,-438.8899999999999,1
164,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0.0,-438.83,2
165,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0.058823529411764705,-450.4499999999999,1
166,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0.0,-438.79999999999984,3
167,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0.0,-438.71,2
168,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.058823529411764705,-436.74999999999994,2
169,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0.0,-438.3399999999999,1
170,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0.0,-438.28999999999996,1
171,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0.0,-438.0,1
172,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0.0,-438.0,5
173,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0.058823529411764705,-469.29999999999984,1
174,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0.0,-437.65000000000003,5
175,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0.0,-437.6500000000001,4
176,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0.0,-437.5999999999998,1
177,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.11764705882352941,-436.74999999999994,3
178,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0.0,-437.4500000000001,1
179,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.058823529411764705,-470.2399999999999,1
180,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0.0,-437.34,3
181,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0.0,-437.2999999999999,1
182,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0.0,-437.25000000000017,1
183,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0.0,-437.01000000000016,2
184,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0.0,-436.97,1
185,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.058823529411764705,-435.2499999999999,1
186,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0.058823529411764705,-435.2499999999998,1
187,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0.058823529411764705,-452.79999999999995,1
188,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.0,-436.74999999999994,1
189,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0.0,-436.52,1
190,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.0,-436.4499999999999,1
191,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0.0,-436.39999999999986,1
192,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0.058823529411764705,-450.4499999999999,2
193,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0.11764705882352941,-450.4499999999999,1
194,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0,-436.1100000000002,2
195,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.058823529411764705,-436.74999999999994,2
196,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0.058823529411764705,-450.4499999999999,1
197,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0.0,-435.64000000000016,5
198,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0.0,-435.57,2
199,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.058823529411764705,-456.85999999999996,1
200,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0.0,-435.34999999999997,3
201,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.0,-435.2499999999999,1
202,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0.0,-435.2399999999999,1
203,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0.058823529411764705,-450.4499999999999,1
204,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0.0,-434.99000000000007,1
205,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0.0,-434.93,3
206,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,-434.9199999999998,1
207,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0.0,-434.92000000000013,2
208,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0.11764705882352941,-450.4499999999999,2
209,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0.058823529411764705,-449.35999999999996,2
210,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0.058823529411764705,-446.05999999999995,1
211,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0.0,-434.40999999999985,1
212,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0.0,-434.3700000000001,2
213,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0.0,-434.3299999999998,4
214,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0.0,-433.88000000000005,1
215,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0.0,-433.87999999999994,4
216,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0.0,-433.87000000000006,1
217,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0.058823529411764705,-460.47999999999996,1
218,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-433.13,1
219,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0.0,-433.12,1
220,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0.0,-433.08000000000004,3
221,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0.11764705882352941,-445.9899999999998,1
222,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0.058823529411764705,-448.3500000000001,1
223,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0.058823529411764705,-431.56999999999994,27
224,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0.058823529411764705,-431.57000000000005,1
225,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0.0,-432.48,2
226,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0.058823529411764705,-459.8599999999999,1
227,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0.0,-431.9599999999999,1
228,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0.0,-431.77999999999986,1
229,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0.0,-431.70000000000005,3
230,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0.058823529411764705,-447.98999999999995,1
231,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0.0,-431.57000000000005,1
232,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0.0,-431.56999999999994,21
233,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0.0,-431.56,1
234,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0.0,-431.4,1
235,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.058823529411764705,-457.98999999999984,1
236,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0.058823529411764705,-426.97,2
237,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0.0,-431.38000000000005,3
238,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0.0,-431.28999999999996,1
239,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-431.2,1
240,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0.058823529411764705,-437.5999999999998,1
241,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.058823529411764705,-440.58,2
242,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0.0,-430.9100000000001,2
243,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0.058823529411764705,-429.15,4
244,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-430.71999999999997,1
245,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0.0,-430.7,2
246,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0.0,-430.70000000000005,6
247,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0.0,-430.4799999999999,1
248,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0.0,-430.31000000000006,1
249,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-430.2899999999998,1
250,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0.058823529411764705,-469.30000000000007,1
251,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0.0,-430.26000000000005,1
252,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0.0,-430.24,2
253,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.0,-430.13000000000017,1
254,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0.0,-430.0799999999999,9
