,x_0,x_1,x_10,x_11,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
51,0,1,0,1,0,0,0,1,1,1,1,1,0.0,-205.99999999999994,2
52,0,1,1,1,0,1,0,1,0,1,1,1,0.0,-205.49000000000004,12
53,0,1,1,1,0,1,0,0,0,1,1,0,0.0,-205.22000000000006,3
54,0,1,0,1,0,0,1,1,0,1,0,1,0.0,-204.93999999999994,1
55,0,1,0,1,0,1,1,0,0,1,1,1,0.0,-204.89999999999992,14
56,0,1,0,1,0,1,1,0,0,1,0,1,0.08333333333333333,-217.95999999999998,6
57,1,0,0,0,1,0,0,1,1,0,0,1,0.0,-204.78,2
58,0,1,1,1,0,1,1,0,0,1,1,0,0.0,-204.78,13
59,0,1,1,0,0,0,1,1,1,1,1,0,0.0,-204.13000000000005,1
60,0,1,1,1,0,0,0,1,0,1,1,0,0.0,-204.12000000000003,3
61,1,1,0,1,0,1,1,0,0,0,0,1,0.0,-203.34999999999994,1
62,1,0,1,1,0,0,1,0,1,0,0,0,0.0,-203.24,1
63,0,1,0,0,1,1,0,1,0,1,1,1,0.0,-203.23999999999998,1
64,1,1,0,1,1,1,0,0,0,0,0,1,0.0,-203.08999999999995,1
65,0,0,1,0,0,0,1,1,1,1,1,0,0.0,-203.09,1
66,0,1,0,1,0,0,0,1,0,1,1,1,0.0,-203.03999999999996,1
67,0,1,1,0,1,1,0,1,0,1,1,1,0.0,-202.76000000000002,11
68,1,0,0,1,0,0,1,0,1,0,0,0,0.0,-202.75999999999996,4
69,1,1,0,1,1,1,0,0,0,0,1,0,0.0,-202.72999999999993,2
70,1,0,0,1,0,1,0,0,1,0,0,1,0.0,-202.41,1
71,0,1,1,0,1,0,1,1,0,1,1,0,0.0,-202.41000000000003,1
72,0,1,1,0,1,0,1,1,0,1,1,0,0.08333333333333333,-202.41000000000003,3
73,1,0,0,1,0,1,0,0,1,0,0,1,0.08333333333333333,-202.41,4
74,0,1,0,1,1,1,0,0,0,1,1,0,0.0,-202.27999999999997,1
75,0,1,0,0,1,1,0,1,0,1,1,0,0.0,-202.28,1
76,1,0,1,1,0,0,1,0,1,0,0,1,0.0,-202.28000000000003,2
77,0,1,1,1,0,1,1,0,0,1,0,0,0.0,-202.18000000000004,5
78,0,1,0,0,1,0,0,1,0,1,1,1,0.0,-201.76999999999998,1
79,0,1,1,1,0,0,1,1,1,1,1,0,0.0,-201.52,3
80,0,1,1,1,0,0,1,1,0,1,1,1,0.0,-201.43999999999997,2
81,1,0,0,1,1,1,1,0,1,0,0,0,0.08333333333333333,-214.5299999999999,1
82,0,1,1,0,0,1,0,1,0,1,1,1,0.0,-201.12000000000006,4
83,1,0,0,1,1,0,1,0,1,0,0,0,0.0,-201.11999999999998,1
84,0,0,1,0,1,0,0,1,0,1,1,0,0.0,-201.01,1
85,1,1,0,1,0,1,1,0,1,0,0,1,0.0,-201.00999999999996,1
86,0,1,1,1,0,0,0,1,1,1,0,1,0.0,-200.84,1
87,0,1,1,0,0,0,0,1,0,1,1,0,0.0,-200.81000000000003,2
88,1,0,0,1,1,1,1,0,1,0,0,1,0.0,-200.80999999999992,2
89,0,1,0,1,0,1,0,0,0,1,0,1,0.0,-200.76,2
90,0,1,1,0,0,0,1,1,0,1,1,0,0.0,-200.75,2
91,0,1,1,0,0,0,0,1,0,1,0,1,0.0,-200.67000000000004,2
92,1,0,0,1,1,1,1,0,1,0,1,0,0.0,-200.66999999999987,2
93,0,1,1,0,0,0,1,1,0,1,1,1,0.0,-200.57,1
94,0,0,1,1,0,0,0,1,1,1,1,0,0.0,-200.55999999999997,4
95,1,1,0,0,1,1,1,0,0,0,0,1,0.0,-200.55999999999992,1
96,0,0,1,1,0,0,0,1,1,1,1,1,0.0,-200.44000000000003,1
97,1,1,0,0,1,1,1,0,0,0,0,0,0.0,-200.43999999999994,1
98,1,0,0,0,1,1,0,0,0,0,1,0,0.0,-200.38,1
99,0,1,1,1,0,0,1,1,1,1,0,1,0.0,-200.38000000000002,1
100,0,1,0,1,0,1,0,0,1,1,1,1,0.0,-200.33999999999997,1
101,0,1,1,1,1,0,0,1,0,1,1,1,0.0,-200.14000000000001,1
102,1,1,0,1,0,1,0,0,1,0,1,0,0.0,-199.67,1
103,0,1,1,1,0,1,1,0,0,1,0,1,0.08333333333333333,-212.38000000000002,1
104,0,1,1,1,0,1,0,0,0,1,0,1,0.0,-199.44000000000003,5
105,1,0,0,0,1,0,1,0,1,0,1,0,0.0,-199.20999999999998,1
106,0,1,1,1,0,1,0,1,0,1,0,1,0.0,-199.21000000000006,2
107,0,1,1,1,0,1,1,0,0,1,0,1,0.08333333333333333,-212.38000000000002,1
108,1,0,0,0,1,0,1,1,1,0,1,0,0.08333333333333333,-199.44,1
109,0,1,1,0,0,1,0,1,0,1,1,0,0.0,-199.14000000000007,3
110,0,0,1,1,0,0,1,1,0,1,0,0,0.0,-199.1,1
111,1,0,0,1,0,1,0,0,1,0,1,1,0.0,-199.02999999999994,1
112,0,1,1,1,0,1,0,0,1,1,1,0,0.0,-198.86000000000004,1
113,0,1,0,1,0,0,1,0,0,1,0,1,0.0,-198.36999999999995,1
114,0,1,1,1,0,0,1,0,1,1,1,0,0.0,-198.35,3
115,0,0,1,0,1,0,1,1,0,1,1,0,0.0,-197.97,2
116,0,0,1,1,0,0,0,1,1,1,0,1,0.0,-197.86000000000004,2
117,0,1,1,1,0,0,1,1,0,1,0,1,0.08333333333333333,-221.72,1
118,0,0,1,1,0,0,0,1,0,1,0,1,0.0,-197.70000000000002,1
119,0,1,1,1,0,1,1,0,0,1,1,1,0.0,-197.26000000000002,3
120,1,0,0,0,1,1,0,0,0,0,1,1,0.0,-196.64,1
121,1,0,0,1,1,1,0,0,1,0,1,1,0.0,-196.45000000000007,1
122,0,0,1,0,1,0,1,1,1,0,0,0,0.0,-196.13,1
123,1,0,1,1,1,1,0,0,1,0,1,0,0.0,-195.29000000000002,1
124,1,0,0,1,0,0,1,0,1,0,1,1,0.0,-195.11999999999998,1
125,0,0,1,1,0,0,1,1,0,1,0,1,0.08333333333333333,-220.78,1
126,0,1,1,0,1,1,0,1,0,0,1,0,0.0,-194.6,3
127,0,1,1,0,1,1,1,0,0,0,1,0,0.0,-194.59000000000003,1
128,0,1,1,1,0,1,1,1,0,1,0,1,0.08333333333333333,-193.35000000000005,4
129,1,1,0,1,0,1,0,0,0,0,1,1,0.0,-194.18999999999997,1
130,0,1,1,0,1,1,1,1,0,1,1,0,0.08333333333333333,-193.08000000000004,2
131,1,1,0,1,1,1,1,0,0,0,0,1,0.0,-193.92999999999992,1
132,0,0,1,0,0,0,0,1,1,1,1,0,0.0,-193.93,1
133,1,0,0,0,1,0,0,0,1,0,1,0,0.0,-193.35000000000002,2
134,0,1,0,1,0,0,1,1,1,1,0,1,0.0,-193.29999999999995,1
135,1,0,0,1,0,0,0,0,1,0,0,1,0.0,-193.08,1
136,0,1,1,0,1,1,1,1,0,1,1,0,0.0,-193.08000000000004,1
137,1,1,0,1,0,1,0,0,0,0,0,1,0.08333333333333333,-193.14999999999995,1
138,0,1,1,0,1,1,1,1,0,1,1,0,0.08333333333333333,-193.08000000000004,1
139,1,0,0,1,0,0,0,1,1,0,0,1,0.08333333333333333,-193.07000000000002,1
140,0,1,1,0,1,1,0,1,0,1,1,0,0.08333333333333333,-225.06000000000003,1
141,0,1,1,1,1,1,0,0,0,1,1,1,0.0,-192.85999999999999,1
142,1,0,0,1,1,1,0,0,0,0,1,1,0.0,-192.38999999999996,1
143,0,1,0,1,1,1,1,0,0,1,0,1,0.0,-192.17999999999995,1
144,1,0,1,0,0,0,0,1,1,0,1,0,0.0,-192.18,1
145,0,0,0,1,0,1,1,0,0,1,0,1,0.0,-191.51999999999998,1
146,1,1,0,1,0,0,0,0,1,1,1,1,0.0,-191.48,1
147,0,1,1,1,1,1,1,0,0,1,1,0,0.0,-190.96,2
148,0,1,1,1,0,1,1,0,0,1,0,1,0.08333333333333333,-212.38000000000002,1
149,0,1,0,1,0,1,1,0,0,1,0,1,0.08333333333333333,-217.95999999999998,1
150,0,1,0,0,0,1,0,1,0,1,1,1,0.0,-190.20000000000002,1
151,0,1,0,1,0,1,1,0,0,1,0,1,0.08333333333333333,-217.95999999999998,1
152,1,0,0,1,1,0,0,0,1,0,1,0,0.08333333333333333,-188.73999999999998,1
153,0,1,1,0,0,1,1,1,0,1,0,1,0.08333333333333333,-188.74000000000004,3
154,0,0,0,1,0,0,1,0,1,1,0,1,0.0,-189.67000000000002,1
155,0,0,1,0,0,0,0,1,1,1,1,1,0.0,-189.63000000000002,1
156,0,0,1,1,0,0,1,1,1,1,1,1,0.0,-189.08,2
157,0,1,0,0,1,0,0,1,0,1,1,0,0.0,-189.07,1
158,1,0,0,1,1,0,0,0,1,0,1,0,0.0,-188.73999999999998,2
159,0,1,1,0,0,1,1,1,0,1,0,1,0.0,-188.74000000000004,1
160,0,1,0,1,0,1,1,0,1,1,0,1,0.0,-188.71999999999997,1
161,0,1,1,1,1,1,0,1,0,1,1,1,0.0,-188.51000000000002,1
162,1,0,0,1,1,0,0,0,1,0,0,1,0.08333333333333333,-186.52,1
163,1,0,0,1,0,0,0,1,1,1,1,1,0.0,-184.94999999999996,1
164,0,0,0,1,0,1,1,0,0,0,0,1,0.0,-184.33999999999997,1
165,0,1,0,1,0,1,1,0,0,1,0,1,0.08333333333333333,-217.95999999999998,1
166,1,0,0,0,0,1,1,0,1,0,1,1,0.0,-182.72,1
167,0,1,1,1,0,0,1,1,0,1,1,1,0.08333333333333333,-201.43999999999997,1
168,1,0,0,0,1,0,0,1,1,0,1,0,0.08333333333333333,-212.38,1
169,1,0,0,0,1,1,1,0,1,0,0,0,0.08333333333333333,-222.01999999999992,1
170,0,1,1,0,0,1,1,1,0,1,1,1,0.08333333333333333,-174.60000000000002,1
171,1,0,0,1,0,1,1,0,1,1,0,1,0.0,-174.36999999999998,1
172,0,1,1,0,1,1,0,1,0,1,0,0,0.08333333333333333,-195.12,1
173,0,1,1,1,0,0,0,0,1,1,1,0,0.08333333333333333,-193.39000000000001,1
