,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,1,1,0.0,-50.239999999999995,1233
1,1,1,1,1,1,1,1,0,0,0.0,-50.239999999999995,1129
2,0,0,0,1,1,0,0,1,0,0.0,-45.63,75
3,1,1,1,0,0,1,1,0,1,0.0,-45.63,449
4,1,0,0,1,0,0,1,0,1,0.0,-44.99999999999999,281
5,0,1,1,0,1,1,0,1,0,0.0,-45.0,302
6,1,0,1,1,1,1,1,0,0,0.0,-44.65999999999999,31
7,0,1,0,0,0,0,0,1,1,0.0,-44.66,79
8,0,1,0,0,0,0,1,1,1,0.0,-42.519999999999996,83
9,1,0,1,1,1,1,0,0,0,0.0,-42.519999999999996,8
10,1,1,1,0,0,1,1,0,0,0.0,-42.15,85
11,0,0,0,1,1,0,0,1,1,0.0,-42.15,10
12,1,1,0,1,0,0,1,0,1,0.0,-41.199999999999996,33
13,0,0,1,0,1,1,0,1,0,0.0,-41.19999999999999,14
14,1,1,1,1,0,1,1,0,0,0.0,-40.269999999999996,18
15,0,0,0,0,1,0,0,1,1,0.0,-40.269999999999996,11
16,1,1,1,1,1,1,1,0,1,0.0,-38.72,6
17,0,0,0,0,0,0,0,1,0,0.0,-38.72,10
18,1,0,0,1,0,0,1,1,1,0.0,-38.17999999999999,13
19,0,1,1,0,1,1,0,0,0,0.0,-38.18,8
20,1,0,1,1,1,1,1,0,1,0.0,-37.57999999999999,5
21,0,1,0,0,0,0,0,1,0,0.0,-37.58,5
22,1,1,1,1,0,1,1,0,1,0.0,-37.37,1
23,0,0,0,0,1,0,0,1,0,0.0,-37.37,2
24,1,1,1,0,0,0,1,1,1,0.0,-37.269999999999996,17
25,0,0,0,1,1,1,0,0,0,0.0,-37.269999999999996,1
26,0,0,0,1,0,0,0,1,1,0.0,-37.21999999999999,2
27,1,1,1,0,1,1,1,0,0,0.0,-37.22,14
28,1,0,0,0,0,0,0,1,1,0.0,-37.16,3
29,0,1,1,1,1,1,1,0,0,0.0,-37.16,2
30,1,0,0,0,0,0,1,1,1,0.0,-36.62,13
31,0,1,1,1,1,1,0,0,0,0.0,-36.620000000000005,3
32,1,1,0,0,0,0,1,0,1,0.0,-35.76,5
33,1,1,1,1,0,0,1,0,1,0.0,-35.17,1
34,0,0,0,0,1,1,0,1,0,0.0,-35.17,3
35,1,1,0,0,0,0,1,1,1,0.0,-35.1,1
36,0,1,1,0,0,0,1,1,1,0.0,-34.71,4
37,1,1,1,0,0,0,1,0,1,0.0,-34.07,1
38,1,1,0,1,0,0,1,0,0,0.0,-33.76,4
39,0,1,1,0,1,1,0,1,1,0.0,-33.120000000000005,4
40,1,0,0,1,0,0,1,0,0,0.0,-33.12,3
41,0,1,0,1,0,0,1,1,1,0.0,-32.599999999999994,2
42,1,0,0,1,0,1,1,0,0,0.0,-32.11999999999999,3
43,0,1,1,0,1,0,0,1,1,0.0,-32.120000000000005,1
44,0,0,0,1,0,0,0,1,0,0.0,-32.08,3
45,1,1,1,0,1,1,1,0,1,0.0,-32.080000000000005,3
46,1,1,1,0,1,1,0,0,0,0.0,-31.92,1
47,1,1,0,1,0,1,1,0,0,0.0,-31.819999999999997,2
48,1,0,0,0,0,0,0,1,0,0.0,-29.919999999999998,1
49,1,0,1,0,0,1,1,0,1,0.0,-29.050000000000004,1
50,0,1,0,1,1,0,0,1,0,0.0,-29.049999999999997,1
51,1,0,0,1,0,0,1,1,0,0.0,-28.04,1
52,0,1,1,0,0,0,0,1,1,0.0,-26.81,2
53,1,0,0,1,0,0,0,1,0,0.0,-26.1,1
54,0,1,1,0,1,1,1,0,1,0.0,-26.10000000000001,2
55,1,0,0,1,0,0,1,0,1,0.1111111111111111,-44.99999999999999,1
56,0,0,0,0,0,0,0,1,1,0.1111111111111111,-50.239999999999995,1
57,0,1,1,0,0,0,0,1,1,0.1111111111111111,-26.81,1
58,0,0,0,0,1,1,0,0,1,0.0,-12.75,1
