,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,0,1,0,1,0.0,-112.98,1602
1,1,0,1,0,1,0,1,0,0.0,-112.98000000000002,2111
2,1,0,1,0,0,0,1,0,0.0,-101.59,59
3,0,1,0,1,1,1,0,1,0.0,-101.59000000000002,49
4,0,1,1,0,0,1,0,1,0.0,-100.21,24
5,1,0,0,1,1,0,1,0,0.0,-100.21,29
6,1,0,1,0,0,1,1,0,0.0,-99.94000000000001,24
7,0,1,0,1,1,0,0,1,0.0,-99.94000000000003,21
8,1,0,1,1,1,0,1,0,0.0,-99.2,26
9,0,1,0,0,0,1,0,1,0.0,-99.19999999999999,19
10,0,1,1,1,0,1,0,1,0.0,-97.60999999999999,7
11,1,0,0,0,1,0,1,0,0.0,-97.61,7
12,0,0,0,1,1,1,0,1,0.0,-92.48,1
13,1,0,1,0,1,1,1,0,0.125,-91.97000000000001,1
14,1,0,1,0,1,1,1,0,0.0,-91.97000000000001,2
15,0,1,1,1,0,0,0,1,0.0,-90.94,1
16,1,0,0,0,1,1,1,0,0.0,-90.94000000000001,3
17,1,1,0,1,1,0,1,0,0.0,-89.37999999999998,1
18,0,1,0,0,1,1,0,1,0.0,-87.77,1
19,1,0,0,1,1,1,1,0,0.0,-87.4,1
20,0,1,1,0,0,0,0,1,0.0,-87.39999999999999,1
21,1,1,1,0,1,0,1,0,0.0,-85.21000000000001,2
22,1,0,0,0,0,1,1,0,0.0,-84.47,1
23,0,0,1,0,1,0,1,0,0.0,-83.22000000000001,2
24,1,0,1,0,1,0,1,0,0.125,-112.98000000000002,1
25,1,0,1,1,0,1,1,0,0.0,-79.97999999999999,1
26,0,0,1,0,1,0,1,1,0.0,-78.42000000000002,1
27,0,0,1,1,1,0,1,1,0.0,-76.72,1
28,0,1,0,1,0,1,1,1,0.0,-75.7,1
