,x_0,x_1,x_10,x_11,x_12,x_13,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.0,-97.05999999999999,1781
1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0,-97.06,825
2,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.0,-92.41,292
3,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.0,-92.40999999999998,349
4,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-90.6,185
5,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-90.60000000000001,352
6,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.0,-84.25999999999998,30
7,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0.0,-84.26,7
8,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0.0,-83.38999999999999,3
9,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0.0,-83.38999999999999,6
10,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0.0,-82.75,4
11,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0.0,-82.74999999999997,14
12,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0.0,-82.69,9
13,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0.0,-82.69000000000003,3
14,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.0,-82.02,10
15,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0,-82.02,1
16,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.07142857142857142,-92.41,1
17,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.07142857142857142,-92.40999999999998,5
18,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-81.41000000000001,21
19,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-81.41000000000001,26
20,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.0,-80.82,3
21,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0.0,-80.82,10
22,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-97.05999999999999,5
23,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-97.06,1
24,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-97.05999999999999,1
25,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0.0,-77.97,13
26,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0.0,-77.97000000000001,6
27,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0.0,-74.41999999999999,7
28,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0.0,-74.41999999999997,2
29,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-97.05999999999999,1
30,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0.0,-70.99,3
31,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0.0,-70.99000000000001,2
32,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0.0,-70.85999999999999,2
33,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.07142857142857142,-92.40999999999998,1
34,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0.0,-69.63000000000001,1
35,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.0,-68.66999999999999,2
36,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.07142857142857142,-92.41,1
37,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0.0,-66.8,1
38,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-64.69999999999999,1
39,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-97.06,1
40,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0.0,-63.57999999999999,1
41,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0.0,-63.27,2
42,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0.0,-60.77,1
43,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0.07142857142857142,-77.97000000000001,1
44,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.0,-59.27000000000001,1
45,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0.0,-59.26999999999998,1
46,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0.0,-56.71999999999999,1
47,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0.0,-56.56000000000001,2
48,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0.0,-54.15000000000002,1
49,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0.07142857142857142,-65.1,1
