,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,-187.55999999999997,789
1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-187.56,183
2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,-186.53999999999996,194
3,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-186.54000000000002,220
4,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-185.74,132
5,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-185.73999999999998,297
6,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0,-184.88,111
7,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.0,-184.88000000000002,181
8,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.0,-182.5,781
9,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.0,-182.5,91
10,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-180.87,26
11,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0.0,-180.87,22
12,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0.0,-179.49,12
13,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0.0,-179.48999999999995,16
14,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,-176.20999999999998,36
15,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-176.21000000000004,16
16,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.0,-175.92000000000002,25
17,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.0,-175.92,59
18,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.0,-175.90999999999997,34
19,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0.0,-175.90999999999997,11
20,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0,-175.46000000000004,9
21,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.0,-175.45999999999998,27
22,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.05,-187.55999999999997,13
23,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-187.56,3
24,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0.0,-175.26,29
25,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.0,-175.26000000000005,78
26,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-175.12,20
27,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-175.11999999999995,56
28,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0.0,-174.77999999999997,11
29,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0.0,-174.77999999999997,15
30,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0.0,-173.70000000000002,37
31,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0.0,-173.7,8
32,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-173.60000000000002,8
33,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-173.6,49
34,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0.0,-172.98999999999998,6
35,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-172.99,5
36,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0.0,-172.73000000000002,12
37,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0.0,-172.72999999999996,4
38,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.05,-184.88,4
39,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.05,-184.88000000000002,1
40,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-171.29999999999995,3
41,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-171.3,5
42,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0.0,-170.77999999999997,17
43,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0.0,-170.77999999999997,8
44,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.0,-170.29000000000002,3
45,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.0,-170.29,10
46,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.05,-182.5,10
47,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,-169.38999999999996,22
48,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-169.39,6
49,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.0,-169.02999999999997,5
50,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.0,-169.02999999999997,39
51,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0,-168.34000000000003,4
52,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.0,-168.33999999999997,1
53,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0.0,-167.65999999999997,4
54,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0.0,-167.66,13
55,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.0,-167.16,20
56,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0.0,-166.16999999999996,2
57,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0.0,-166.17,5
58,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0.0,-166.11999999999995,3
59,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0.0,-166.12000000000003,20
60,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.0,-165.68,4
61,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.05,-175.46000000000004,1
62,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,-164.74,3
63,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0.0,-164.56,4
64,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-164.29999999999995,15
65,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.0,-164.18999999999997,4
66,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0,-164.19,2
67,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.05,-186.53999999999996,1
68,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0.0,-163.16,6
69,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.0,-163.16000000000003,3
70,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.05,-175.26000000000005,1
71,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0.0,-161.64,1
72,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0.0,-161.64,1
73,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.0,-161.00000000000003,8
74,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-160.75999999999996,2
75,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-160.76000000000002,2
76,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0.0,-160.23999999999998,4
77,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0.0,-160.24,2
78,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0.0,-159.97999999999996,1
79,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0.0,-159.89999999999998,6
80,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0.0,-159.89999999999998,1
81,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0.0,-159.36999999999995,1
82,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.0,-159.26999999999998,5
83,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0.0,-157.61999999999998,4
84,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.05,-167.16,1
85,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.0,-155.95000000000002,1
86,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0.05,-167.65999999999997,1
87,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0.0,-155.23999999999995,1
88,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-154.16,1
89,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0.0,-153.14000000000001,1
90,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0.0,-153.14,1
91,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-153.04999999999998,1
92,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.05,-182.5,2
