,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0.0,-100.88000000000002,392
1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0.0,-100.88,92
2,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0.0,-98.69000000000001,36
3,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0.0,-98.69,388
4,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0.0,-96.57999999999998,355
5,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0.0,-96.57999999999998,145
6,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0.0,-95.71000000000001,63
7,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0.0,-95.71000000000001,24
8,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0.0,-94.63999999999999,115
9,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0.0,-94.63999999999996,22
10,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0.0,-94.01000000000002,31
11,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0.0,-94.00999999999999,25
12,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-93.91999999999999,45
13,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-93.91999999999999,264
14,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-93.42000000000002,20
15,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-93.41999999999999,171
16,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0.0,-93.22000000000001,36
17,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0.0,-93.21999999999998,18
18,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.0,-92.84,13
19,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0.0,-92.83999999999999,148
20,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0.0,-92.4,11
21,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0.0,-92.39999999999998,195
22,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-89.74999999999999,113
23,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-89.75,21
24,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0.0625,-96.57999999999998,27
25,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0.0625,-96.57999999999998,8
26,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0.0625,-87.10999999999999,78
27,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.0625,-87.10999999999999,13
28,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0.0,-89.52,7
29,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0.0,-89.52,70
30,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0.0,-89.23,3
31,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0.0,-89.22999999999999,2
32,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0.0,-89.10999999999997,115
33,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0.0,-89.10999999999999,18
34,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0.0,-88.72,48
35,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.0,-88.72,4
36,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0.0,-88.04000000000003,10
37,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0.0,-88.03999999999999,1
38,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0.0,-87.63,5
39,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0.0,-87.63,27
40,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0.0,-87.37999999999997,27
41,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0.0,-87.38,6
42,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.0,-87.10999999999999,1
43,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0.0,-87.10999999999999,19
44,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-86.49,5
45,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-86.49000000000001,6
46,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-86.49000000000001,19
47,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-86.49,39
48,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0.0,-86.31,2
49,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0.0,-86.31,28
50,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0.0,-85.91000000000001,5
51,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0.0,-85.91,2
52,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0.0,-85.78000000000002,11
53,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0.0,-85.78,4
54,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0.0625,-89.52,5
55,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0.0,-85.22000000000003,2
56,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0.0,-85.21999999999998,4
57,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0.0,-85.2,6
58,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0.0,-85.19999999999999,7
59,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0.0625,-89.10999999999997,7
60,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-84.94,28
61,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-84.94000000000001,1
62,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0.0,-84.72999999999999,4
63,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0.0,-84.72999999999999,6
64,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-84.63,22
65,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-84.63,2
66,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-84.39999999999999,12
67,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-84.4,2
68,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0.0,-84.24999999999997,1
69,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0.0,-84.24999999999997,5
70,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0.0,-84.2,1
71,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0,-84.20000000000002,11
72,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0.0,-83.98000000000002,6
73,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0.0,-83.98,1
74,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0.0,-83.92000000000002,3
75,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0.0,-83.91999999999999,1
76,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0.0,-83.77999999999999,1
77,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0.0,-83.78000000000003,2
