,x_0,x_1,x_2,chain_break_fraction,energy,num_occurrences
0,1,0,1,0.0,-4.0200000000000005,1746
1,0,1,0,0.0,-4.02,2246
2,1,0,0,0.0,-0.44,4
3,0,1,1,0.0,-0.43999999999999906,1
4,1,1,1,0.0,4.440892098500626e-16,1
5,0,1,1,0.3333333333333333,-0.43999999999999906,1
6,0,0,1,0.0,6.4,1
