,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.0,-366.81,120
1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0.0,-366.81000000000006,662
2,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-366.80000000000007,151
3,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-366.79999999999995,1440
4,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0.0,-361.18000000000006,143
5,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0.0,-361.18,8
6,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-358.4899999999999,53
7,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-358.4900000000001,19
8,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-357.65,100
9,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0.0,-357.6499999999999,17
10,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.0,-356.63,2
11,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0.0,-356.6299999999999,42
12,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0.0,-356.62000000000006,14
13,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0.0,-356.62,115
14,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0.0,-355.34999999999997,16
15,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0.0,-355.34999999999997,11
16,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-355.15999999999997,11
17,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0.0,-355.1599999999999,11
18,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.0,-354.8599999999999,39
19,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.0,-354.86,4
20,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0.0,-354.15,55
21,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0.0,-354.1500000000001,7
22,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0.0,-353.91999999999996,65
23,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0.0,-353.9200000000001,7
24,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0.0,-353.61,34
25,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0.0,-353.61000000000007,3
26,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-352.98999999999995,4
27,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-352.99,32
28,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-352.6199999999999,33
29,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-352.62,18
30,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0.0,-352.17999999999995,11
31,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0.0,-352.18,37
32,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-351.42999999999995,28
