,x_0,x_1,x_10,x_11,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,0,0,1,1,0,1,1,1,0.0,-48.25,784
1,0,1,0,1,1,1,0,0,1,0,0,0,0.0,-48.25,1833
2,0,1,0,1,1,1,0,0,0,0,0,0,0.0,-46.06,418
3,1,0,1,0,0,0,1,1,1,1,1,1,0.0,-46.059999999999995,258
4,1,0,1,0,0,0,1,1,0,1,1,0,0.0,-44.339999999999996,127
5,0,1,0,1,1,1,0,0,1,0,0,1,0.0,-44.339999999999996,295
6,0,1,0,1,1,1,0,0,0,0,0,1,0.0,-41.21000000000001,55
7,1,0,1,0,0,0,1,1,1,1,1,0,0.0,-41.21,35
8,1,0,1,1,0,0,1,1,0,1,1,1,0.0,-35.88000000000001,4
9,0,1,0,0,1,1,0,0,1,0,0,0,0.0,-35.88,28
10,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-35.75999999999999,3
11,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-35.76,28
12,0,1,0,1,0,1,0,0,0,0,0,1,0.0,-32.47,10
13,1,0,1,0,1,0,1,1,1,1,1,0,0.0,-32.47,16
14,0,0,0,1,1,1,1,1,0,0,1,0,0.0,-31.94,16
15,1,1,1,0,0,0,0,0,1,1,0,1,0.0,-31.939999999999998,2
16,0,0,0,1,1,1,1,0,1,0,0,0,0.0,-31.529999999999998,2
17,1,0,0,1,0,0,1,1,0,1,1,1,0.0,-30.659999999999993,1
18,0,1,1,0,1,1,0,0,1,0,0,0,0.0,-30.659999999999997,3
19,1,0,1,0,1,0,1,1,0,1,1,0,0.0,-29.72,1
20,0,1,0,1,0,1,0,0,1,0,0,1,0.0,-29.719999999999995,7
21,1,0,1,0,1,0,1,1,1,1,1,1,0.0,-29.480000000000004,1
22,0,1,0,1,0,1,0,0,0,0,0,0,0.0,-29.48,2
23,1,0,1,1,0,0,1,1,1,1,1,1,0.0,-28.70999999999999,3
24,0,1,0,0,1,1,0,0,0,0,0,0,0.0,-28.71,2
25,1,0,1,0,0,0,1,1,0,1,0,0,0.0,-28.6,2
26,0,1,0,1,1,1,0,0,1,0,1,1,0.0,-28.6,2
27,1,0,1,0,0,0,1,1,0,1,0,1,0.0,-28.37,4
28,0,1,0,1,1,1,0,0,1,0,1,0,0.0,-28.37,2
29,1,0,1,0,0,0,1,1,0,1,1,0,0.08333333333333333,-44.339999999999996,2
30,0,1,0,1,1,1,0,0,1,0,1,1,0.08333333333333333,-28.6,5
31,1,0,1,0,0,0,1,1,0,1,1,1,0.08333333333333333,-48.25,1
32,0,1,0,1,1,1,0,0,1,0,1,0,0.08333333333333333,-28.37,1
33,0,1,1,0,1,1,0,0,0,0,0,0,0.0,-27.269999999999996,1
34,0,1,1,1,1,1,0,0,0,0,0,0,0.0,-26.679999999999996,1
35,0,0,0,1,1,1,1,1,0,0,1,1,0.0,-26.429999999999996,1
36,1,1,1,0,0,0,1,1,1,1,1,1,0.0,-26.429999999999996,2
37,1,0,0,0,0,0,1,1,1,1,1,0,0.0,-26.13,1
38,0,1,0,1,0,1,0,0,1,0,0,0,0.0,-25.79,1
39,1,0,1,0,1,0,1,1,0,1,1,1,0.0,-25.79,1
40,0,0,1,0,0,0,1,1,0,0,1,0,0.0,-25.75,3
41,1,1,0,1,1,1,0,0,1,1,0,1,0.0,-25.749999999999993,1
42,0,0,1,0,0,0,1,1,0,0,1,1,0.0,-25.54,2
43,1,1,0,1,1,1,0,0,1,1,0,0,0.0,-25.539999999999996,1
44,0,1,1,1,1,1,0,0,1,0,0,1,0.0,-25.48,1
45,1,0,0,0,0,0,1,1,0,1,1,0,0.0,-25.479999999999997,2
46,0,1,0,1,1,1,1,0,0,0,0,0,0.08333333333333333,-34.129999999999995,1
47,1,0,1,0,0,0,1,1,1,1,0,1,0.0,-23.880000000000003,1
48,0,1,0,1,1,0,1,0,1,0,0,0,0.0,-23.819999999999997,1
49,0,0,0,1,1,1,1,1,0,0,1,0,0.08333333333333333,-31.94,1
50,0,1,0,1,1,1,0,0,1,0,1,0,0.08333333333333333,-28.37,1
51,1,1,1,0,1,1,0,0,1,1,0,0,0.0,-22.949999999999996,1
52,0,0,0,1,0,0,1,1,0,0,1,1,0.0,-22.95,1
53,0,0,0,1,1,1,1,1,0,0,0,0,0.0,-22.840000000000003,1
54,1,0,0,0,1,0,1,1,1,1,1,0,0.0,-22.71,1
55,0,0,0,1,1,1,0,0,1,0,0,0,0.0,-22.16,1
56,1,0,1,1,0,1,1,1,0,1,1,1,0.0,-21.879999999999992,1
57,0,1,0,0,1,0,0,0,1,0,0,0,0.0,-21.88,1
58,0,0,1,0,1,0,1,1,0,0,1,0,0.0,-21.089999999999996,1
59,0,1,0,0,1,1,0,0,1,0,0,1,0.0,-20.430000000000003,1
60,0,1,0,1,1,0,1,0,0,0,0,0,0.0,-20.11,2
61,0,1,0,1,1,1,0,0,1,1,0,0,0.08333333333333333,-20.53,1
62,1,0,0,1,0,0,1,1,0,1,1,0,0.0,-19.509999999999994,1
63,0,1,1,0,1,1,0,0,1,0,0,1,0.0,-19.51,1
64,0,1,0,1,1,1,0,0,1,0,0,1,0.08333333333333333,-44.339999999999996,2
65,1,0,0,1,0,0,1,0,1,1,0,1,0.0,-19.189999999999994,1
66,1,1,1,1,0,1,0,0,1,1,0,1,0.0,-19.01,1
67,0,0,0,1,0,1,1,1,0,0,1,1,0.0,-18.569999999999993,1
68,1,1,1,1,1,1,0,0,1,1,0,1,0.0,-18.34999999999999,1
69,0,1,1,0,1,1,0,1,1,0,1,0,0.0,-17.959999999999994,1
70,0,1,1,1,1,1,0,0,1,1,0,1,0.0,-16.16,1
71,0,0,0,1,1,1,0,0,0,0,1,1,0.0,-13.36,1
72,0,1,0,1,1,1,0,0,1,0,0,1,0.08333333333333333,-44.339999999999996,1
