,x_0,x_1,x_10,x_11,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,0,0,0,1,1,1,1,1,0.0,-55.27999999999999,273
1,1,0,0,0,1,1,1,0,0,0,0,0,0.0,-55.27999999999999,1677
2,1,0,0,0,0,0,1,0,1,0,0,0,0.0,-53.510000000000005,549
3,0,1,1,1,1,1,0,1,0,1,1,1,0.0,-53.50999999999999,254
4,1,0,0,0,1,1,0,0,0,0,0,0,0.0,-52.54,211
5,0,1,1,1,0,0,1,1,1,1,1,1,0.0,-52.540000000000006,115
6,0,1,1,0,1,1,0,1,0,1,1,0,0.0,-50.059999999999995,128
7,1,0,0,1,0,0,1,0,1,0,0,1,0.0,-50.06000000000001,140
8,0,1,1,1,0,0,0,1,0,1,1,1,0.0,-47.02,23
9,1,0,0,0,1,1,1,0,1,0,0,0,0.0,-47.01999999999998,111
10,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-46.72000000000001,110
11,0,1,1,1,0,0,1,1,0,1,0,1,0.0,-46.72,20
12,1,0,0,0,0,0,1,0,1,0,0,1,0.0,-46.63000000000001,7
13,0,1,1,1,1,1,0,1,0,1,1,0,0.0,-46.629999999999995,31
14,0,1,1,1,0,1,0,1,0,1,1,1,0.0,-45.49000000000001,8
15,1,0,0,0,1,0,1,0,1,0,0,0,0.0,-45.489999999999995,34
16,0,1,1,0,1,1,0,1,0,1,1,1,0.0,-42.76,2
17,1,0,0,1,0,0,1,0,1,0,0,0,0.0,-42.760000000000005,18
18,0,1,1,0,1,0,0,1,0,1,1,0,0.0,-41.83,16
19,1,0,0,1,0,1,1,0,1,0,0,1,0.0,-41.83,23
20,0,1,1,1,0,0,1,1,1,1,1,0,0.0,-41.519999999999996,9
21,1,0,0,0,1,1,0,0,0,0,0,1,0.0,-41.51999999999999,4
22,0,1,1,1,0,0,1,1,0,1,1,1,0.0,-41.44,4
23,1,0,0,0,1,1,0,0,1,0,0,0,0.0,-41.440000000000005,7
24,1,1,0,0,1,1,0,0,1,0,1,0,0.0,-40.78000000000001,12
25,0,0,1,1,0,0,1,1,0,1,0,1,0.0,-40.779999999999994,9
26,0,0,0,0,1,1,1,0,0,0,0,0,0.0,-40.69,19
27,1,1,1,1,0,0,0,1,1,1,1,1,0.0,-40.69,2
28,1,0,0,0,1,1,0,0,0,0,1,0,0.0,-40.38,3
29,1,0,0,0,1,1,1,0,0,0,0,1,0.0,-40.359999999999985,2
30,0,1,1,1,0,0,0,1,1,1,1,0,0.0,-40.35999999999999,2
31,0,1,1,1,1,0,0,1,0,1,1,1,0.0,-40.14,3
32,1,0,0,0,0,1,1,0,1,0,0,0,0.0,-40.14,12
33,0,0,1,1,0,0,1,1,1,1,0,1,0.0,-38.779999999999994,2
34,1,1,0,0,1,1,0,0,0,0,1,0,0.0,-38.78000000000001,7
35,1,0,1,0,1,0,0,1,1,0,1,0,0.0,-37.96000000000001,11
36,0,1,0,1,0,1,1,0,0,1,0,1,0.0,-37.959999999999994,7
37,0,1,1,1,0,1,1,0,0,1,0,1,0.0,-37.379999999999995,3
38,1,0,0,0,1,0,0,1,1,0,1,0,0.0,-37.38000000000001,3
39,1,0,0,0,1,0,0,0,1,0,0,0,0.0,-37.35,1
40,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-37.260000000000005,1
41,0,1,1,1,0,1,1,0,0,1,1,1,0.0,-37.25999999999999,1
42,0,1,1,1,0,1,0,0,0,1,1,1,0.0,-36.6,1
43,1,0,0,0,1,0,1,1,1,0,0,0,0.0,-36.6,3
44,1,0,0,0,1,1,1,0,0,0,0,0,0.08333333333333333,-55.27999999999999,1
45,1,0,0,1,0,1,1,0,1,0,0,0,0.0,-36.269999999999996,5
46,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-36.010000000000005,1
47,1,0,0,0,0,1,1,0,0,0,0,0,0.0,-35.86,8
48,0,1,1,1,1,1,0,0,0,1,1,0,0.0,-35.760000000000005,1
49,1,0,0,0,0,0,1,1,1,0,0,1,0.0,-35.760000000000005,2
50,1,1,0,1,1,1,0,0,1,0,1,0,0.0,-35.43000000000001,5
51,1,0,0,0,0,1,1,0,0,0,0,1,0.0,-35.22,1
52,1,1,1,1,1,1,0,1,0,1,1,1,0.0,-35.2,4
53,0,0,0,0,0,0,1,0,1,0,0,0,0.0,-35.2,1
54,1,0,0,0,1,1,1,0,1,0,1,0,0.0,-35.01999999999998,4
55,0,1,1,1,0,0,0,1,0,1,0,1,0.0,-35.019999999999996,1
56,1,0,1,0,1,0,1,1,1,0,0,0,0.0,-34.98,4
57,0,1,0,1,0,1,0,0,0,1,1,1,0.0,-34.98,7
58,0,1,1,0,1,0,0,1,1,1,1,0,0.0,-34.830000000000005,2
59,1,0,0,1,0,1,1,0,0,0,0,1,0.0,-34.83,9
60,1,0,0,1,1,1,1,0,1,0,0,0,0.0,-34.52999999999998,4
61,0,1,1,0,0,0,1,1,0,1,0,1,0.0,-33.99,1
62,1,0,0,1,1,1,0,0,1,0,1,0,0.0,-33.99000000000001,3
63,1,0,0,0,1,0,0,0,1,0,1,0,0.0,-33.35000000000001,1
64,1,0,0,1,0,0,0,0,1,0,0,1,0.0,-33.08,1
65,0,1,1,1,1,1,1,1,0,1,1,0,0.0,-33.02999999999999,3
66,1,0,0,0,1,1,1,0,0,0,0,0,0.08333333333333333,-55.27999999999999,1
67,1,1,0,1,1,1,0,0,1,0,1,1,0.0,-32.92999999999999,1
68,0,1,0,1,1,1,0,0,0,1,1,1,0.0,-32.64,4
69,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-32.63999999999999,2
70,1,0,0,0,0,0,1,0,0,0,0,1,0.0,-32.61,1
71,1,1,0,0,1,1,0,0,1,0,1,0,0.08333333333333333,-40.78000000000001,1
72,0,1,1,1,1,1,0,1,1,1,1,1,0.0,-31.509999999999998,1
73,0,1,1,1,0,0,0,1,1,1,1,1,0.08333333333333333,-55.27999999999999,1
74,0,0,1,0,1,0,1,1,0,1,0,0,0.0,-31.45,1
75,1,0,0,1,1,1,1,0,0,0,0,1,0.0,-31.349999999999984,1
76,1,0,0,0,1,0,0,1,0,0,0,1,0.0,-31.259999999999998,1
77,0,1,1,1,0,1,1,0,1,1,1,0,0.0,-31.259999999999998,1
78,1,0,1,0,1,1,1,0,0,0,0,0,0.0,-30.999999999999986,1
79,0,1,0,1,0,0,0,1,1,1,1,1,0.0,-30.999999999999993,3
80,0,1,0,1,1,1,0,1,0,1,1,1,0.0,-30.91,2
81,1,0,1,0,0,0,1,0,1,0,0,0,0.0,-30.91,2
82,0,1,1,1,0,1,1,0,1,1,1,1,0.0,-30.759999999999998,2
83,1,0,1,0,0,0,1,0,1,0,0,0,0.08333333333333333,-30.91,1
84,0,1,0,1,1,1,0,1,0,1,1,1,0.08333333333333333,-30.91,3
85,0,0,1,0,1,0,1,1,0,0,0,0,0.0,-28.009999999999998,1
86,0,1,1,0,1,0,1,1,0,1,1,0,0.0,-27.410000000000004,2
87,1,0,0,0,1,0,1,1,0,0,0,0,0.0,-27.26,2
88,0,1,1,1,1,0,1,1,1,1,1,0,0.0,-27.019999999999996,1
89,0,1,1,1,1,1,0,1,0,1,1,1,0.08333333333333333,-53.50999999999999,1
90,1,0,0,0,1,1,1,0,0,0,1,0,0.0,-25.83999999999999,3
91,1,1,0,0,1,1,1,0,0,0,0,0,0.0,-25.44,3
92,1,0,1,0,1,1,0,0,1,0,1,0,0.0,-24.940000000000015,1
93,1,1,1,0,1,0,0,1,1,1,1,0,0.0,-24.340000000000007,1
94,0,1,0,1,0,0,1,0,0,1,0,1,0.0,-23.369999999999997,1
95,1,0,1,0,1,1,1,0,1,0,0,0,0.0,-23.03999999999998,1
96,0,1,0,1,0,0,1,1,1,1,1,1,0.0,-22.52,1
97,1,0,0,1,0,0,1,0,1,0,0,1,0.08333333333333333,-50.06000000000001,1
98,1,0,0,0,0,1,0,0,1,0,1,0,0.0,-21.400000000000006,1
99,0,1,0,1,0,1,0,1,0,1,1,1,0.08333333333333333,-21.49000000000001,1
100,0,0,1,0,1,1,0,1,0,1,1,0,0.0,-19.32000000000001,1
101,1,0,1,0,1,1,1,0,1,0,1,0,0.0,-18.979999999999983,1
