,x_0,x_1,x_10,x_11,x_12,x_13,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.0,-337.41,732
1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.0,-337.40999999999997,1445
2,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0,-337.06000000000006,259
3,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.0,-337.05999999999995,419
4,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-330.6,306
5,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-330.59999999999997,442
6,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0.0,-327.69000000000005,15
7,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0.0,-327.6899999999999,44
8,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-326.4100000000001,61
9,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-326.41,95
10,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.07142857142857142,-337.41,4
11,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.07142857142857142,-337.40999999999997,4
12,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.07142857142857142,-337.41,1
13,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.07142857142857142,-337.40999999999997,8
14,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0.0,-323.39,9
15,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0.0,-323.39,9
16,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0.0,-322.74999999999994,22
17,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0.0,-322.75,7
18,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.07142857142857142,-330.6,2
19,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.07142857142857142,-330.59999999999997,6
20,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.07142857142857142,-330.6,3
21,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.07142857142857142,-330.59999999999997,2
22,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.07142857142857142,-330.59999999999997,2
23,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0.07142857142857142,-326.4100000000001,1
24,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0.07142857142857142,-326.41,2
25,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0.0,-315.98999999999995,1
26,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0.0,-315.9899999999999,5
27,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.07142857142857142,-330.59999999999997,1
28,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0.0,-314.41999999999996,1
