,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_2,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0.0,-1336.8500000000006,6
1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0.0,-1336.8500000000008,1
2,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0.0,-1336.7200000000005,1
3,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0.0,-1336.72,1
4,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0.0,-1334.2900000000009,11
5,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0.0,-1334.0599999999997,1
6,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0.0,-1333.9499999999991,1
7,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0.0,-1332.4799999999993,2
8,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0.0,-1332.3399999999995,1
9,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0.0,-1330.8200000000006,2
10,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0.0,-1329.7299999999993,1
11,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0.0,-1329.2499999999998,1
12,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0.034482758620689655,-1336.8500000000006,2
13,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0.0,-1328.88,1
