,x_0,x_1,x_10,x_11,x_12,x_13,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0.0,-79.17999999999998,140
1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0.0,-79.17999999999999,143
2,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0.0,-76.41999999999997,147
3,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0.0,-76.41999999999999,506
4,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0.0,-76.28999999999998,131
5,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0.0,-76.28999999999999,671
6,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0.0,-75.57,609
7,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0.0,-75.56999999999998,68
8,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.0,-74.27999999999997,45
9,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0.0,-74.27999999999999,89
10,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0.0,-73.98999999999998,32
11,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0.0,-73.99,20
12,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0.0,-73.61,13
13,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0.0,-73.61,73
14,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0.0,-72.55999999999999,8
15,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0.0,-72.55999999999999,80
16,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-72.53999999999999,49
17,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0.0,-72.54,29
18,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0.0,-72.39999999999999,21
19,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0.0,-72.39999999999998,124
20,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0.0,-71.85999999999999,5
21,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0.0,-71.86000000000001,49
22,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0.0,-71.61999999999999,17
23,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0.0,-71.61999999999998,146
24,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0.0,-70.00999999999999,10
25,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0.0,-70.00999999999999,9
26,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0.0,-69.41000000000001,7
27,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0.0,-69.41,15
28,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0.0,-69.38999999999999,3
29,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0.0,-69.38999999999999,21
30,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0.0,-68.90999999999997,2
31,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0.0,-68.91,8
32,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-68.86999999999999,39
33,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0.0,-68.86999999999999,6
34,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-68.54999999999998,10
