,x_0,x_1,x_10,x_11,x_12,x_13,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
52,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0.0,-67.03999999999999,9
53,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0.0,-67.04,7
54,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.0,-66.89,15
55,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0.0,-66.88999999999999,2
56,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0.0,-65.66,2
57,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0.0,-65.66,5
58,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0.0,-65.58999999999999,3
59,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0.0,-65.59,3
60,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-64.79999999999998,1
61,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0.0,-64.7,3
62,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0.0,-64.69999999999999,1
63,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0.0,-64.34000000000002,1
64,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0.0,-64.15000000000002,3
65,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0.07142857142857142,-68.86999999999999,1
66,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0.0,-64.0,3
67,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0.0,-63.80999999999999,2
68,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0.0,-63.80999999999999,6
69,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0.0,-63.639999999999986,1
70,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0.0,-63.640000000000015,2
71,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0.0,-63.56999999999999,4
72,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.07142857142857142,-74.27999999999997,2
73,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0.0,-63.32999999999999,6
74,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.0,-63.33,1
75,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0.07142857142857142,-68.25999999999999,2
76,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.07142857142857142,-74.27999999999997,1
77,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0.0,-62.41000000000001,3
78,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-62.41,2
79,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0.07142857142857142,-72.54,1
80,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-61.76999999999999,2
81,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0.07142857142857142,-67.07,1
82,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0.0,-61.539999999999985,3
83,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0.0,-61.400000000000006,1
84,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0.0,-61.27000000000001,1
85,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0.0,-61.230000000000004,3
86,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0.0,-61.029999999999966,1
87,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.07142857142857142,-67.82999999999998,1
88,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0.0,-60.59999999999999,1
89,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0.0,-60.60000000000001,1
90,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0.07142857142857142,-72.39999999999999,2
91,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-60.51999999999999,2
92,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0.0,-60.39,3
93,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0.0,-60.389999999999986,5
94,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0.0,-60.20999999999999,1
95,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0.0,-60.16,1
96,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0.07142857142857142,-76.28999999999998,1
97,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0.0,-59.32000000000001,1
98,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0.07142857142857142,-58.91000000000001,1
99,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0.07142857142857142,-65.58999999999999,1
100,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0.07142857142857142,-69.38999999999999,1
101,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0.0,-58.17,1
102,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0.0,-57.909999999999975,1
103,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0.0,-57.889999999999986,3
104,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0.0,-57.86999999999999,1
105,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0.07142857142857142,-73.98999999999998,1
106,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0.0,-57.769999999999996,1
107,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0.0,-57.48999999999999,1
108,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0.0,-57.47999999999999,1
109,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0.0,-57.4,2
110,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0.0,-57.059999999999995,1
111,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0.07142857142857142,-67.78999999999999,1
112,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0.07142857142857142,-50.469999999999985,1
113,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0.07142857142857142,-34.449999999999996,1
114,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-55.249999999999986,1
115,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0.07142857142857142,-72.39999999999999,1
116,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0.07142857142857142,-53.71999999999999,1
117,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0.0,-52.659999999999975,1
118,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0.0,-52.09999999999998,2
119,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0.07142857142857142,-50.61000000000001,1
120,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0.07142857142857142,-79.17999999999999,1
121,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0.0,-50.529999999999994,1
122,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0.0,-50.290000000000006,2
123,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.07142857142857142,-74.27999999999997,1
124,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0.07142857142857142,-71.86000000000001,2
125,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0.07142857142857142,-79.17999999999998,1
126,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0.07142857142857142,-50.529999999999994,1
127,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0.0,-44.34,1
128,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0.07142857142857142,-76.28999999999998,1
129,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0.07142857142857142,-67.03999999999999,1
130,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0.0,-34.16999999999999,1
131,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0.07142857142857142,-29.64,1
132,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0.0,-33.35000000000001,1
