,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-187.56,285
1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,-187.55999999999997,133
2,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-186.54000000000002,224
3,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,-186.53999999999996,107
4,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-185.73999999999998,611
5,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-185.74,588
6,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.0,-184.88000000000002,84
7,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0,-184.88,331
8,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.0,-182.5,78
9,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.0,-182.5,34
10,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0.0,-180.87,67
11,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-180.87,110
12,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0.0,-179.48999999999995,56
13,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0.0,-179.49,46
14,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-176.21000000000004,41
15,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,-176.20999999999998,25
16,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.0,-175.92000000000002,30
17,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.0,-175.92,6
18,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.0,-175.90999999999997,26
19,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0.0,-175.90999999999997,20
20,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.0,-175.45999999999998,9
21,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0,-175.46000000000004,63
22,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.0,-175.26000000000005,9
23,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0.0,-175.26,47
24,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-175.12,87
25,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-175.11999999999995,62
26,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0.0,-174.77999999999997,57
27,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0.0,-174.77999999999997,85
28,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0.0,-173.7,28
29,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0.0,-173.70000000000002,60
30,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-173.6,47
31,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-173.60000000000002,48
32,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-172.99,38
33,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0.0,-172.98999999999998,15
34,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0.0,-172.73000000000002,8
35,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0.0,-172.72999999999996,23
36,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-171.3,21
37,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-171.29999999999995,15
38,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0.0,-170.77999999999997,5
39,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0.0,-170.77999999999997,2
40,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.0,-170.29,8
41,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.0,-170.29000000000002,10
42,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,-169.38999999999996,11
43,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-169.39,16
44,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0.0,-169.02999999999997,3
45,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.0,-169.02999999999997,9
46,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0,-168.34000000000003,11
47,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.0,-168.33999999999997,4
48,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0.0,-167.66,3
49,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.0,-167.16,2
50,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0.0,-167.15999999999997,15
51,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0.0,-166.17,5
52,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0.0,-166.16999999999996,10
53,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0.0,-166.12000000000003,11
54,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0.0,-166.11999999999995,8
55,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.05,-185.73999999999998,1
56,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.05,-185.74,1
57,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.0,-165.68,5
58,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0.0,-165.68,3
59,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.0,-164.74,3
60,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-164.74,9
61,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0.0,-164.56,8
62,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0.0,-164.56,6
63,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-164.29999999999995,6
64,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-164.3,15
65,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0,-164.19,14
66,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.0,-164.18999999999997,5
67,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0.0,-163.41999999999996,6
68,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.0,-163.16000000000003,1
69,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0.0,-163.16,2
70,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0.0,-161.64,5
71,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0.0,-161.64,7
72,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.05,-185.73999999999998,2
73,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.05,-185.74,3
74,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.0,-161.0,2
75,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-160.75999999999996,9
76,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-160.76000000000002,9
77,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0.0,-160.23999999999998,8
78,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0.0,-160.24,1
79,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0.0,-160.07,2
80,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0.0,-160.07000000000002,5
81,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0.0,-159.97999999999996,2
82,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0.0,-159.97999999999996,2
83,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0.0,-159.89999999999998,2
84,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0.0,-159.80999999999995,1
85,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0.0,-159.36999999999995,1
86,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0.0,-159.26999999999998,2
87,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.05,-185.73999999999998,1
88,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0.0,-158.21,1
89,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0.0,-157.31,1
90,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-156.64000000000004,3
91,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.0,-155.95000000000002,2
92,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0.0,-155.95,1
93,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0,-155.49,5
94,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0.05,-173.60000000000002,2
95,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0.0,-155.23999999999995,3
96,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-154.15999999999997,1
97,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-154.16,1
98,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-186.54000000000002,1
99,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.05,-186.53999999999996,1
100,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-186.54000000000002,1
101,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-186.54000000000002,1
102,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-153.60000000000002,2
103,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-153.60000000000002,2
104,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-153.59999999999997,2
105,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-153.05,1
106,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0.0,-152.98,1
107,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0.0,-152.97999999999996,3
108,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0.0,-152.45,1
109,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.05,-185.73999999999998,1
110,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0.05,-174.77999999999997,1
111,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.0,-150.93000000000004,1
112,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0.0,-150.92999999999995,1
113,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0.0,-150.22,1
114,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0.0,-150.01999999999995,1
115,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0.0,-149.94,1
116,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0.0,-149.67999999999998,1
117,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0.0,-149.37,1
118,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0.05,-173.70000000000002,1
119,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0.0,-148.53999999999996,1
120,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-164.74,1
121,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-187.56,1
122,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0.0,-148.05,1
123,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.05,-184.88,1
124,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0.0,-147.74,1
125,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0.05,-147.39,1
126,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0.0,-146.31,1
127,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0.05,-160.07,1
128,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.05,-175.12,1
129,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0.0,-145.84999999999997,1
130,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-145.60999999999999,1
131,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-145.61,1
132,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-186.54000000000002,1
133,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.05,-185.74,1
134,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0.0,-144.52999999999997,1
135,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.05,-185.74,1
136,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0.0,-144.01,1
137,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0.0,-144.00999999999996,1
138,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0.05,-180.87,1
139,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0.0,-143.52999999999997,2
140,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0.0,-143.52999999999997,1
141,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0.0,-143.42000000000002,1
142,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.05,-164.29999999999995,1
143,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0.05,-174.77999999999997,1
144,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.0,-142.20999999999998,1
145,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0.0,-141.17000000000002,1
146,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-186.54000000000002,1
147,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.05,-147.34000000000003,1
148,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.05,-176.20999999999998,1
149,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-186.54000000000002,1
150,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.05,-175.11999999999995,1
