,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0.0,-123.96000000000001,239
1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-123.96000000000002,129
2,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0.0,-122.27000000000001,178
3,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0.0,-122.27000000000002,335
4,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-120.77000000000002,73
5,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0.0,-120.77000000000001,130
6,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-118.65000000000002,366
7,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-118.65000000000002,212
8,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0.0,-117.93,29
9,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.0,-117.93000000000002,10
10,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.0,-117.80000000000004,197
11,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.0,-117.80000000000001,35
12,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0.0,-115.39999999999998,13
13,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.0,-115.40000000000002,5
14,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0.0,-115.37999999999998,91
15,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0.0,-115.38000000000001,90
16,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0.0,-115.35999999999999,22
17,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0.0,-115.35999999999999,52
18,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0.0,-113.84000000000002,39
19,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-113.84000000000002,20
20,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0.0,-112.39,18
21,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0.0,-112.39,4
22,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0.0,-110.83000000000001,21
23,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0.0,-110.83000000000003,73
24,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0.0,-110.82000000000001,27
25,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0.0,-110.82000000000002,74
26,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0.0,-110.65,16
27,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0.0,-110.65,9
28,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0.0,-110.36000000000001,23
29,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0.0,-110.36,11
30,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0.0,-109.85000000000001,31
31,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,-109.85,9
32,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-109.59000000000002,52
33,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-109.59,78
34,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0.0,-109.51000000000005,71
35,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0.0,-109.51000000000002,18
36,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.0,-109.47,19
37,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.0,-109.47,5
38,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0.0,-109.23999999999998,3
39,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0.0,-109.24,36
40,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0.0,-109.13000000000001,5
41,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0.0,-109.13,13
42,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0.0,-108.73999999999998,7
43,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.0,-108.73999999999998,62
44,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0.0,-108.50999999999999,3
45,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0.0,-108.50999999999999,9
46,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0.0,-108.4,3
47,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0.0,-108.39999999999998,30
48,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-108.17999999999998,4
49,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0.0,-108.18000000000002,17
50,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0.0,-108.09000000000002,11
51,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0.0,-108.09000000000002,2
52,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-108.05000000000001,8
