,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0,-130.28,1369
1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0,-130.27999999999997,2242
2,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-120.37000000000002,128
3,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-120.36999999999999,108
4,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0.0,-113.09,1
5,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0.0,-113.08999999999999,14
6,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,1
7,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,1
8,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,1
9,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,1
10,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,1
11,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0.0,-106.3,2
12,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0.0,-105.67,13
13,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.0,-105.67000000000002,27
14,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-104.35000000000001,10
15,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-104.01000000000002,20
16,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-104.00999999999999,1
17,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0.0,-103.35999999999999,2
18,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,1
19,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,1
20,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0.0,-100.84,1
21,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0.0,-100.83999999999999,2
22,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0.0,-99.85999999999997,3
23,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0.0,-99.58000000000001,3
24,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0.0,-99.58,1
25,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0.0,-97.24000000000001,1
26,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-97.21000000000001,2
27,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,2
28,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0,-95.32000000000001,1
29,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0.0,-95.32,1
30,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-95.03999999999999,2
31,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,1
32,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0.0,-92.22000000000001,5
33,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0.0,-92.22,2
34,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0.0,-91.46000000000001,1
35,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0.0,-90.91999999999999,1
36,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0.0,-90.27999999999994,1
37,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0.0,-90.28000000000002,1
38,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0.0625,-95.03999999999999,1
39,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-89.38,1
40,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.0,-88.73000000000002,1
41,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0,-88.70000000000002,3
42,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0,-88.69999999999997,8
43,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.0625,-92.04999999999998,1
44,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0.0,-85.35,1
45,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.0625,-105.67000000000002,1
46,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0.0,-84.41000000000003,1
47,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0.0625,-102.44999999999999,1
48,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-83.05000000000003,1
49,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0,-79.96999999999997,1
50,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,1
51,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0.0,-79.10999999999999,1
52,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,1
53,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0.0625,-95.03999999999999,1
