,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
131,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0.0,-68.85,1
132,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0.0,-68.75999999999999,1
133,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.0,-68.75999999999999,1
134,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0.0,-68.55,1
135,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0.06666666666666667,-75.47999999999999,1
136,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0.0,-68.11,1
137,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.06666666666666667,-93.56,1
138,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0.0,-67.94999999999997,1
139,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0.0,-67.42999999999999,1
140,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0.0,-67.42999999999998,2
141,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0.0,-67.28999999999999,1
142,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0.0,-67.06999999999998,1
143,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0,-66.41,1
144,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0.0,-66.32,2
145,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0.0,-66.0,1
146,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0.0,-65.99999999999999,1
147,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0.06666666666666667,-95.17,1
148,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0.0,-65.70999999999998,1
149,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0.06666666666666667,-73.44,1
150,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0.0,-65.11999999999998,1
151,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0.0,-64.88999999999994,2
152,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0.0,-64.89000000000003,1
153,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0.0,-64.82,1
154,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0.06666666666666667,-88.09,1
155,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0.0,-64.78,2
156,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.0,-64.62,1
157,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0.0,-64.24000000000001,2
158,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.0,-64.21,1
159,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0.06666666666666667,-76.19,1
160,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0.0,-64.00999999999998,1
161,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0,-63.95,1
162,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0.0,-63.559999999999995,1
163,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0.0,-63.42000000000001,2
164,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0.06666666666666667,-91.52999999999999,1
165,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0.0,-62.64,1
166,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0.0,-62.62999999999999,1
167,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.06666666666666667,-93.56,1
168,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-62.419999999999995,1
169,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0.0,-62.38999999999998,1
170,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.0,-62.279999999999994,1
171,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0.0,-62.14000000000001,1
172,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0.0,-61.49999999999999,1
173,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0.0,-61.120000000000005,1
174,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0.0,-60.96,1
175,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0.0,-60.71,1
176,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.0,-59.95000000000001,1
177,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0.0,-58.239999999999995,1
178,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0.0,-58.02000000000002,1
179,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0.0,-57.910000000000004,1
180,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0.0,-57.86000000000001,1
181,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0.0,-57.639999999999986,1
182,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0.0,-57.62000000000001,1
183,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.06666666666666667,-64.62,1
184,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0.0,-57.460000000000015,1
185,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0.0,-57.13000000000002,1
186,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0.06666666666666667,-88.09,1
187,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.06666666666666667,-93.56,1
188,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0.06666666666666667,-52.04999999999999,1
189,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0.0,-55.38999999999999,1
190,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0.0,-54.949999999999996,1
191,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0.0,-52.11000000000003,1
192,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0.0,-51.75000000000001,1
193,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.0,-51.6,1
194,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0.06666666666666667,-83.07,1
195,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0.06666666666666667,-64.93000000000002,1
196,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0.06666666666666667,-83.71,1
197,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0.06666666666666667,-88.09,1
198,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0,-42.199999999999996,1
199,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0.06666666666666667,-79.95999999999998,1
200,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0.0,-27.319999999999997,1
