,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,0,1,0,1,0.0,-31.14,950
1,1,0,0,1,1,1,0,1,0,0.0,-31.139999999999993,620
2,1,0,1,0,0,0,1,1,1,0.0,-30.649999999999995,362
3,0,1,0,1,1,1,0,0,0,0.0,-30.65,587
4,0,1,1,0,0,0,1,0,0,0.0,-30.060000000000002,455
5,1,0,0,1,1,1,0,1,1,0.0,-30.05999999999999,439
6,0,1,1,1,0,0,1,0,0,0.0,-27.55,47
7,1,0,0,0,1,1,0,1,1,0.0,-27.55,52
8,1,0,1,0,0,0,1,1,0,0.0,-27.369999999999997,58
9,0,1,0,1,1,1,0,0,1,0.0,-27.369999999999997,135
10,1,0,1,1,0,0,1,1,0,0.0,-25.279999999999998,5
11,0,1,0,0,1,1,0,0,1,0.0,-25.279999999999998,19
12,0,0,1,0,0,0,1,0,1,0.0,-24.96,7
13,1,1,0,1,1,1,0,1,0,0.0,-24.959999999999994,7
14,1,0,0,0,0,1,0,1,1,0.0,-24.929999999999996,11
15,0,1,1,1,1,0,1,0,0,0.0,-24.930000000000003,16
16,0,0,1,1,0,0,1,1,0,0.0,-24.8,6
17,1,1,0,0,1,1,0,0,1,0.0,-24.799999999999997,17
18,0,0,1,1,1,0,1,0,1,0.0,-24.689999999999998,13
19,1,1,0,0,0,1,0,1,0,0.0,-24.689999999999998,16
20,0,1,1,1,1,0,1,0,1,0.0,-24.67,12
21,1,0,0,0,0,1,0,1,0,0.0,-24.669999999999995,16
22,0,1,1,1,0,0,1,0,1,0.0,-24.25,6
23,1,0,0,0,1,1,0,1,0,0.0,-24.249999999999993,10
24,1,0,1,1,0,0,1,1,1,0.0,-24.18,6
25,0,1,0,0,1,1,0,0,0,0.0,-24.18,6
26,1,0,1,1,1,0,1,1,1,0.0,-24.120000000000005,6
27,0,1,0,0,0,1,0,0,0,0.0,-24.12,9
28,1,0,0,0,0,0,1,1,1,0.0,-23.969999999999995,1
29,0,1,1,1,1,1,0,0,0,0.0,-23.97,12
30,0,1,1,1,1,1,0,0,1,0.0,-23.83,6
31,1,0,0,0,0,0,1,1,0,0.0,-23.829999999999995,3
32,0,0,1,1,1,0,1,0,0,0.0,-22.669999999999998,2
33,1,1,0,0,0,1,0,1,1,0.0,-22.669999999999998,3
34,0,1,1,0,0,1,0,0,1,0.0,-22.26,4
35,1,0,0,1,1,0,1,1,0,0.0,-22.25999999999999,3
36,0,1,0,0,0,1,0,0,1,0.0,-22.18,2
37,1,0,1,1,1,0,1,1,0,0.0,-22.180000000000003,3
38,0,1,1,1,0,1,0,0,0,0.0,-21.990000000000002,2
39,1,0,0,0,1,0,1,1,1,0.0,-21.989999999999995,2
40,1,0,1,1,1,1,0,1,1,0.0,-21.980000000000004,3
41,0,1,0,0,0,0,1,0,0,0.0,-21.98,2
42,1,1,0,1,1,1,0,1,1,0.0,-21.599999999999994,2
43,1,1,0,0,1,1,0,1,1,0.0,-21.529999999999998,5
44,0,1,1,0,0,1,0,0,0,0.0,-21.060000000000002,2
45,1,0,0,1,1,0,1,1,1,0.0,-21.05999999999999,1
46,1,1,0,0,0,1,0,0,1,0.0,-20.62,2
47,1,1,1,0,0,0,1,1,1,0.0,-20.569999999999997,1
48,0,0,0,1,1,1,0,0,0,0.0,-20.57,2
49,1,0,1,0,0,1,0,1,1,0.0,-20.470000000000002,1
50,0,1,1,0,0,0,0,0,1,0.0,-20.26,4
51,1,0,0,1,1,1,1,1,0,0.0,-20.259999999999994,1
52,1,0,1,0,0,0,0,1,1,0.0,-20.23,2
53,0,1,1,1,0,1,1,0,0,0.0,-20.07,2
54,1,0,0,0,1,0,0,1,1,0.0,-20.069999999999997,3
55,0,0,0,1,1,1,0,0,1,0.0,-19.57,1
56,1,1,1,0,0,0,1,1,0,0.0,-19.569999999999997,1
57,1,0,0,1,0,1,0,1,0,0.0,-19.559999999999995,2
58,0,1,1,1,1,0,0,0,1,0.0,-19.11,3
59,1,0,0,0,0,1,1,1,0,0.0,-19.109999999999996,1
60,0,1,0,1,0,1,0,0,0,0.0,-18.59,1
61,0,1,0,0,1,0,1,0,1,0.0,-18.419999999999998,1
62,0,0,0,1,1,0,1,0,0,0.0,-17.83,1
63,0,1,1,1,1,0,0,0,0,0.0,-17.77,1
64,0,1,0,1,0,1,0,0,0,0.1111111111111111,-18.59,1
65,0,1,1,0,0,0,0,0,0,0.0,-17.580000000000002,2
66,0,1,0,0,1,0,1,0,0,0.0,-17.44,1
67,0,1,1,0,0,0,1,0,1,0.1111111111111111,-31.14,1
68,1,0,0,1,1,0,0,1,1,0.0,-16.619999999999997,1
69,0,0,0,1,1,1,0,1,0,0.0,-16.560000000000002,2
70,1,1,1,0,0,0,1,0,1,0.0,-16.56,3
71,1,0,1,0,0,0,1,1,1,0.1111111111111111,-30.649999999999995,1
72,0,1,0,0,1,0,0,0,1,0.0,-16.04,1
73,1,0,0,1,1,0,0,1,1,0.1111111111111111,-16.619999999999997,1
74,1,0,0,1,0,0,1,1,0,0.0,-15.279999999999996,1
75,1,0,0,1,1,1,0,1,1,0.1111111111111111,-30.05999999999999,1
76,1,0,0,0,1,1,0,0,1,0.1111111111111111,-9.559999999999999,1
77,0,1,1,1,0,0,1,0,0,0.1111111111111111,-27.55,1
78,0,0,0,1,1,0,0,1,1,0.1111111111111111,-3.1999999999999984,1
