,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,0,0,1,1,0,1,0,0,0,0.0,-42.56999999999999,1456
1,1,1,1,0,0,1,0,1,1,1,0.0,-42.57000000000001,949
2,0,1,0,1,1,0,0,0,0,0,0.0,-40.92,483
3,1,0,1,0,0,1,1,1,1,1,0.0,-40.92,741
4,1,0,1,0,0,1,0,1,1,1,0.0,-35.449999999999996,17
5,0,1,0,1,1,0,1,0,0,0,0.0,-35.449999999999996,18
6,1,1,1,0,1,1,0,1,1,1,0.0,-34.209999999999994,14
7,0,0,0,1,0,0,1,0,0,0,0.0,-34.21,73
8,0,0,1,1,1,0,1,0,0,0,0.0,-32.669999999999995,22
9,1,1,0,0,0,1,0,1,1,1,0.0,-32.67,4
10,0,1,0,1,0,1,0,0,1,1,0.0,-31.210000000000004,10
11,1,0,1,0,1,0,1,1,0,0,0.0,-31.20999999999999,59
12,1,1,0,1,1,0,0,1,0,0,0.0,-30.8,13
13,0,0,1,0,0,1,1,0,1,1,0.0,-30.8,29
14,0,1,0,1,1,0,1,0,0,0,0.1,-35.449999999999996,1
15,0,0,0,1,0,1,1,0,1,1,0.0,-28.840000000000003,3
16,1,1,1,0,1,0,0,1,0,0,0.0,-28.839999999999996,10
17,0,1,0,1,1,1,0,0,1,1,0.0,-28.47,4
18,1,0,1,0,0,0,1,1,0,0,0.0,-28.469999999999995,50
19,1,1,1,0,1,0,1,1,0,0,0.0,-28.129999999999995,5
20,0,0,0,1,0,1,0,0,1,1,0.0,-28.130000000000003,1
21,1,0,0,1,1,0,1,1,0,0,0.0,-28.11,4
22,0,1,1,0,0,1,0,0,1,1,0.0,-28.11,4
23,0,1,0,1,1,0,0,0,0,1,0.0,-26.22,1
24,0,1,0,1,0,0,0,0,0,0,0.0,-25.020000000000003,2
25,1,0,1,0,1,1,1,1,1,1,0.0,-25.02,1
26,1,0,1,1,1,0,1,1,0,0,0.0,-24.629999999999995,2
27,1,0,0,0,1,0,1,1,0,0,0.0,-24.209999999999997,1
28,1,1,1,0,1,0,1,1,1,0,0.0,-24.069999999999997,3
29,0,0,1,0,0,1,0,0,1,1,0.0,-23.710000000000004,1
30,0,0,1,1,0,0,1,0,0,0,0.0,-23.65,1
31,1,1,0,0,1,1,0,1,1,1,0.0,-23.65,1
32,1,1,0,0,1,0,1,1,0,0,0.0,-23.569999999999993,1
33,0,0,1,0,1,0,1,0,0,0,0.0,-23.509999999999998,1
34,0,0,1,1,1,0,1,1,0,0,0.0,-22.879999999999995,1
35,0,0,0,1,0,1,1,0,0,1,0.0,-21.940000000000005,1
36,0,0,0,1,1,0,1,0,0,0,0.1,-42.56999999999999,1
37,1,1,1,0,0,1,0,1,1,1,0.1,-42.57000000000001,1
38,1,0,1,0,1,0,1,1,1,0,0.0,-20.68999999999999,2
39,1,0,1,0,0,0,1,1,0,0,0.1,-28.469999999999995,1
40,1,1,0,1,1,1,0,1,1,1,0.0,-20.37,1
41,1,0,1,0,0,0,1,1,1,0,0.0,-18.069999999999997,2
42,0,1,1,0,0,1,0,1,1,1,0.0,-17.32,1
43,0,0,0,1,0,0,1,0,0,1,0.0,-16.55,1
44,1,1,1,0,1,1,0,1,1,1,0.1,-34.209999999999994,1
45,0,0,0,1,0,0,1,0,0,0,0.1,-34.21,1
46,0,0,0,1,1,0,1,0,0,0,0.1,-42.56999999999999,1
