,x_0,x_1,x_2,x_3,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,0.0,-4.24,1944
1,1,0,0,0,0.0,-4.24,1204
2,1,1,0,0,0.0,-3.3100000000000005,265
3,0,0,1,1,0.0,-3.3099999999999996,328
4,1,1,0,1,0.0,-3.08,97
5,0,0,1,0,0.0,-3.08,150
6,0,0,0,1,0.0,-1.89,5
7,1,1,1,0,0.0,-1.8900000000000006,3
8,0,1,0,1,0.0,-1.7400000000000002,1
9,1,0,1,0,0.0,-1.7400000000000002,2
10,0,1,1,1,0.25,-4.24,1
