,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0.0,-100.88000000000002,175
1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0.0,-100.88,138
2,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0.0,-98.69000000000001,56
3,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0.0,-98.69,109
4,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0.0,-96.57999999999998,197
5,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0.0,-96.57999999999998,122
6,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0.0,-95.71000000000001,24
7,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0.0,-95.71000000000001,29
8,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0.0,-94.63999999999996,8
9,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0.0,-94.63999999999999,50
10,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0.0,-94.01000000000002,44
11,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0.0,-94.00999999999999,110
12,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-93.91999999999999,139
13,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-93.91999999999999,139
14,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-93.41999999999999,64
15,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-93.42000000000002,158
16,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0.0,-93.22000000000001,69
17,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0.0,-93.21999999999998,128
18,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0.0,-92.83999999999999,47
19,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.0,-92.84,21
20,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0.0,-92.4,12
21,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0.0,-92.39999999999998,26
22,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0625,-89.75,298
23,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0625,-89.74999999999999,86
24,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-89.75,105
25,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-89.74999999999999,20
26,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0.0,-89.52,12
27,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0.0,-89.52,5
28,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0.0,-89.22999999999999,5
29,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0.0,-89.23,7
30,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0.0,-89.10999999999999,4
31,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0.0,-89.10999999999997,16
32,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0.0625,-80.24,29
33,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.0625,-80.24000000000001,106
34,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0.0,-88.72,18
35,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.0,-88.72,5
36,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0.0,-88.04000000000003,2
37,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0.0,-88.03999999999999,4
38,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0.0625,-84.24999999999997,26
39,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0.0625,-84.24999999999997,6
40,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0.0,-87.63,3
41,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0.0,-87.63,19
42,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0.0625,-87.10999999999999,13
43,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.0625,-87.10999999999999,5
44,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0.0,-87.37999999999997,11
45,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0.0,-87.38,12
46,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0.0,-87.10999999999999,2
47,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.0,-87.10999999999999,4
48,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-86.49,12
49,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-86.49000000000001,11
50,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-86.49,13
51,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-86.49000000000001,10
52,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0.0,-86.31,3
53,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0.0625,-96.57999999999998,2
54,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0.0625,-96.57999999999998,3
55,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0.0,-85.91000000000001,6
56,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0.0,-85.91,33
57,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0.0,-85.78,25
58,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0.0,-85.78000000000002,10
59,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0.0,-85.22000000000003,5
60,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0.0,-85.21999999999998,15
61,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0.0,-85.19999999999999,9
62,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0.0,-85.2,2
63,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0625,-84.63,34
64,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0625,-84.63,69
65,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-84.94000000000001,3
66,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-84.94,6
67,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0.0,-84.72999999999999,18
68,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0.0,-84.72999999999999,14
69,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-84.63,27
70,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-84.63,8
71,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-84.39999999999999,13
72,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-84.4,13
73,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0.0,-84.24999999999997,1
74,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0.0,-84.2,1
75,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0.0,-84.20000000000002,4
76,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0.0,-83.98000000000002,2
77,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0.0,-83.98,6
78,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0.0,-83.91999999999999,1
79,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0.0,-83.78,3
80,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0.0,-83.78000000000002,5
81,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0.0,-83.77999999999999,7
82,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.0625,-78.47999999999999,29
83,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0.0625,-78.47999999999998,11
84,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0625,-83.2,13
85,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0625,-83.2,11
86,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0.0,-83.55,18
87,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0.0,-83.55000000000001,4
88,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0.0,-83.41000000000001,22
89,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0.0,-83.41000000000003,13
90,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-83.2,3
91,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-83.2,8
92,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0.0,-83.13,8
93,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0.0,-83.12999999999998,43
94,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0.0,-83.05999999999999,7
95,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0.0,-83.06,3
96,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0.0,-83.0,7
97,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0.0,-83.0,2
98,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0.0,-82.87999999999998,2
