,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
67,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0.0,-105.21000000000004,1
68,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0.0,-105.20999999999998,4
69,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0.0,-104.64000000000001,2
70,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0.0,-104.63999999999999,5
71,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0.0,-104.47000000000001,1
72,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0.0,-104.46999999999998,34
73,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-104.24000000000001,6
74,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0.0,-104.13000000000001,22
75,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0.0,-104.13000000000001,8
76,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0.0,-104.12000000000002,7
77,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0.0,-104.11999999999999,38
78,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0.0,-103.99,5
79,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0.0,-103.99000000000002,11
80,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-103.99,35
81,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0.0,-103.68000000000002,1
82,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.05555555555555555,-123.96000000000002,1
83,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0.0,-103.49000000000001,3
84,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0.0,-103.49000000000001,7
85,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-103.44000000000001,1
86,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0.0,-103.24999999999999,2
87,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-103.24999999999999,8
88,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-103.05,3
89,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0.0,-103.05000000000001,1
90,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.0,-102.65000000000002,4
91,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0.0,-102.46000000000001,3
92,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0.0,-102.46000000000001,1
93,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0.0,-102.37,4
94,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0.0,-102.23000000000002,6
95,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0.0,-102.23,3
96,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0.0,-102.18,4
97,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0.0,-102.16000000000004,1
98,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.0,-101.75999999999998,4
99,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0.0,-101.76,1
100,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0.0,-101.58000000000001,1
101,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0.0,-101.46999999999998,3
102,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0.0,-101.46999999999998,1
103,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0.05555555555555555,-104.12000000000002,2
104,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0.05555555555555555,-104.11999999999999,18
105,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0.0,-101.14000000000003,6
106,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0.0,-101.13000000000001,2
107,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0.0,-101.13,2
108,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-101.00000000000001,6
109,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.0,-100.97999999999999,3
110,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0.0,-100.98,6
111,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0.0,-100.94999999999999,2
112,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0.0,-100.95000000000002,2
113,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0.0,-100.94000000000003,2
114,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0.0,-100.74999999999999,3
115,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0.0,-100.75,5
116,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.0,-100.57000000000002,3
117,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0.0,-100.13,1
118,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0.0,-99.95999999999998,12
119,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0.0,-99.92000000000002,1
120,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0.0,-99.91000000000001,1
121,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0.0,-99.90999999999998,1
122,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0.0,-99.64000000000004,9
123,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0.0,-99.56,6
124,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0.0,-99.55000000000001,1
125,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0.0,-99.55000000000003,2
126,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-99.36,1
127,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-99.36,1
128,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-99.23,5
129,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0.0,-99.23,1
130,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0.0,-99.22000000000001,7
131,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0.0,-99.11999999999999,1
132,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0.0,-99.11999999999999,5
133,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.0,-99.10000000000002,5
134,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0.0,-98.72999999999996,4
135,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0.0,-98.72999999999999,2
136,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0.0,-98.64,2
137,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0.0,-98.63999999999997,10
138,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0.0,-98.54,7
139,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0.0,-98.43,1
140,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,-98.43000000000002,3
141,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0.0,-98.39999999999999,19
142,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0.0,-98.39999999999999,3
143,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0.0,-98.38000000000001,1
144,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0.0,-98.37,1
145,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0.0,-98.37,1
146,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0.0,-98.31,2
147,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0.0,-98.25999999999999,1
148,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0.0,-98.12,4
149,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0.0,-98.02999999999999,6
150,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.0,-97.96999999999998,11
151,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0.0,-97.86000000000001,1
152,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0.0,-97.86,2
153,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-97.76000000000002,18
154,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0.0,-97.75999999999999,1
155,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0.0,-97.75000000000003,1
156,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0.0,-97.54000000000002,1
157,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0.0,-97.52999999999997,2
158,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0.05555555555555555,-118.65000000000002,1
159,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0.0,-97.42000000000002,2
160,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0.0,-97.35,2
161,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0.05555555555555555,-122.27000000000002,1
162,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0.0,-97.23,1
163,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0.0,-97.2,2
164,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0.0,-97.19999999999999,3
165,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0.0,-97.16999999999999,1
166,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0.05555555555555555,-118.65000000000002,3
167,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0.0,-96.95999999999998,1
168,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0.0,-96.71000000000001,1
169,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0.05555555555555555,-108.09000000000002,1
170,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0.0,-96.53999999999999,1
171,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0.0,-96.53999999999999,2
172,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0.0,-96.26999999999998,1
173,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-96.13000000000001,1
174,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0.05555555555555555,-94.01000000000002,1
175,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.05555555555555555,-94.01,2
176,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0.0,-95.98,2
177,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0,-95.97999999999999,11
178,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0.0,-95.94,1
179,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-95.85000000000002,5
180,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-95.77999999999999,15
181,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-95.71000000000002,3
182,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0.0,-95.71000000000001,1
183,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-95.71000000000002,1
184,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0.0,-95.69999999999999,1
185,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,-95.66,14
186,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0.0,-95.46000000000001,5
187,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0.0,-95.46,1
188,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0.0,-95.44000000000001,3
189,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0.0,-95.43999999999998,1
190,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.0,-95.07999999999998,10
191,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0.0,-94.92,4
192,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-94.89000000000001,2
193,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0.0,-94.87,1
194,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0.05555555555555555,-118.65000000000002,1
195,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0.0,-94.51000000000002,1
196,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0.0,-94.25,1
197,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0.0,-94.14999999999998,1
198,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0.0,-94.1,1
199,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0.0,-94.01000000000002,1
200,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.0,-94.01,1
201,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.0,-93.86000000000001,3
202,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0.0,-93.61999999999999,2
203,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,-93.56,1
204,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0.0,-93.56000000000002,1
205,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0.0,-93.53,2
206,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0.0,-93.52999999999997,1
207,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0.0,-93.46000000000001,1
208,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-93.38000000000001,1
209,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.05555555555555555,-91.28,1
210,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0.0,-93.17000000000003,1
211,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0.0,-93.17,3
212,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0.0,-93.02999999999999,1
213,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0.0,-92.97000000000001,1
214,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0.0,-92.95,3
215,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0.05555555555555555,-101.76,1
216,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.05555555555555555,-101.75999999999998,1
217,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0.0,-92.88000000000002,1
218,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0.0,-92.88,2
219,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0.0,-92.86,1
220,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0,-92.64999999999996,2
221,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0.0,-92.61,1
222,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.0,-92.60000000000001,1
223,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.0,-92.60000000000002,10
224,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-92.58000000000003,2
225,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0.0,-92.47,1
226,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0.0,-92.47000000000001,1
227,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0.0,-92.45000000000002,2
228,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0.05555555555555555,-90.36000000000001,1
229,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0.05555555555555555,-90.36000000000001,1
230,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0.0,-92.11999999999999,1
231,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0.0,-92.12000000000002,1
232,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0.0,-92.04,1
233,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0.0,-91.98,3
234,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0.0,-91.97999999999998,1
235,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0.05555555555555555,-123.96000000000001,1
236,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0.0,-91.87000000000002,1
237,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.05555555555555555,-93.56,3
238,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0.0,-91.83,1
239,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.0,-91.83,4
240,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-91.77999999999999,6
241,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0.0,-91.75000000000001,6
242,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0.0,-91.75,1
243,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0.0,-91.69,1
244,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0.0,-91.64,1
245,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-91.50999999999999,1
246,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0.0,-91.49000000000002,1
247,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-91.28,1
248,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0.05555555555555555,-115.37999999999998,1
249,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0.0,-91.13000000000002,1
250,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0.0,-91.07000000000001,1
251,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0.0,-90.92,1
252,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0.0,-90.89999999999999,2
253,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0.0,-90.68000000000004,1
254,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0.0,-90.50000000000001,2
255,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0.0,-90.36000000000001,1
256,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0.0,-90.35,4
257,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0.0,-90.33999999999999,2
258,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0.05555555555555555,-115.37999999999998,1
259,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-90.13999999999999,1
260,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0,-90.09,1
261,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0.0,-90.09000000000002,6
262,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.0,-90.03,3
263,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-90.03,1
264,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0.0,-89.93000000000004,1
