,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.0,-104.85999999999999,1407
1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.0,-104.85999999999999,1073
2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,-96.11999999999999,44
3,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0.0,-96.12,135
4,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0,-95.69999999999999,112
5,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.0,-95.7,507
6,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0.0,-91.18,127
7,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0.0,-91.17999999999999,176
8,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-88.49000000000001,62
9,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-88.48999999999998,20
10,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0.0,-86.81,5
11,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.0,-86.80999999999999,15
12,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-86.80000000000001,15
13,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.0,-86.62999999999998,2
14,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0.0,-86.62999999999997,4
15,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-85.16,4
16,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0.0,-85.16000000000001,55
17,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,-84.80999999999999,10
18,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.0,-84.80999999999999,23
19,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0.0,-84.15,17
20,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0.0,-84.14999999999999,10
21,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.06666666666666667,-104.85999999999999,1
22,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.06666666666666667,-104.85999999999999,1
23,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0.06666666666666667,-91.17999999999999,2
24,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0.06666666666666667,-91.18,1
25,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0.0,-82.60999999999997,1
26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.0,-82.61,5
27,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,-82.04999999999998,10
28,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0.0,-82.05000000000001,15
29,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.06666666666666667,-95.69999999999999,1
30,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.06666666666666667,-95.7,1
31,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0.0,-81.27,8
32,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0.0,-81.27,14
33,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0.06666666666666667,-85.16000000000001,4
34,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0.06666666666666667,-85.16,1
35,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.06666666666666667,-95.7,1
36,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.06666666666666667,-82.04999999999998,2
37,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0.06666666666666667,-82.05000000000001,1
38,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0.0,-78.63000000000001,1
39,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.06666666666666667,-104.85999999999999,1
40,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.0,-78.55,2
41,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0.0,-78.55,1
42,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.0,-78.1,7
43,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0.0,-78.09999999999997,1
44,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0.06666666666666667,-86.81,1
45,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0.0,-77.65,2
46,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0.0,-77.5,1
47,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0.0,-77.46000000000001,1
48,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0.0,-76.61999999999999,2
49,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0.06666666666666667,-65.88,2
50,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.06666666666666667,-104.85999999999999,2
51,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0.0,-75.35,1
52,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.06666666666666667,-104.85999999999999,1
53,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.06666666666666667,-104.85999999999999,1
54,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0.0,-73.91999999999999,1
55,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0.0,-73.91999999999999,1
56,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0.0,-73.60999999999999,2
57,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0.0,-73.61,1
58,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-72.98999999999998,1
59,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-72.61999999999999,1
60,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0.0,-72.53999999999998,2
61,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0.0,-72.2,5
62,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0.0,-72.19999999999997,2
63,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0.0,-72.18,1
64,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0.0,-71.94999999999999,9
65,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0.0,-71.95,1
66,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-71.43,1
67,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0.0,-70.85999999999999,6
68,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.06666666666666667,-70.21,1
69,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0.06666666666666667,-70.21,1
70,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.0,-70.58999999999999,5
