,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-95.17,615
1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-95.17,839
2,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-93.56,172
3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-93.56,466
4,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-91.52999999999999,791
5,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-91.53,235
6,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-90.57999999999998,113
7,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-90.58000000000001,91
8,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0.0,-88.08999999999999,54
9,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0.0,-88.09,94
10,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0.0,-84.38,13
11,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0.0,-84.38000000000001,14
12,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-83.96000000000001,18
13,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-83.96,24
14,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0.0,-83.71000000000001,7
15,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0.0,-83.71,16
16,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0.0,-83.07,21
17,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0.0,-83.07,4
18,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0.0,-82.63000000000002,4
19,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0.0,-82.63000000000004,5
20,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0.0,-82.43000000000002,1
21,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0.0,-82.43,11
22,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-82.11,5
23,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-82.11,7
24,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0.0,-81.99,31
25,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0.0,-81.98999999999997,25
26,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0.0,-81.67000000000002,6
27,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-81.67,2
28,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0.0,-81.12,5
29,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0,-81.12,20
30,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0.0,-80.22999999999999,14
31,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0.0,-79.95999999999998,6
32,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,-79.96000000000001,25
33,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0.0,-79.10999999999999,3
34,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0,-79.11,7
35,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0.0,-78.46999999999998,12
36,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0.0,-78.14,2
37,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0.0,-78.14,4
38,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0.0,-77.38,2
39,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0.0,-77.38,1
40,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0.0,-77.38000000000002,1
41,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0.0,-77.38000000000002,1
42,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0.0,-76.35999999999999,9
43,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0.0,-76.36,10
44,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0.0,-76.24000000000001,2
45,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0.0,-76.23999999999997,6
46,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0.0,-76.19,4
47,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0.0,-76.16999999999999,1
48,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0,-76.05999999999999,2
49,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-76.0,5
50,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-76.0,4
51,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0.06666666666666667,-73.60000000000001,12
52,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0.06666666666666667,-73.6,15
53,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0.0,-75.47999999999999,1
54,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0.0,-75.30000000000001,1
55,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0.0,-75.30000000000003,1
56,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0.0,-75.19999999999999,1
57,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0.0,-75.2,2
58,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.0,-75.01000000000003,1
59,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0.0,-74.63999999999999,7
60,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0.0,-74.63999999999997,7
61,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0.0,-74.59999999999998,1
62,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0.0,-74.34,2
63,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0,-74.34000000000002,2
64,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0.0,-74.22999999999999,3
65,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0.0,-74.22999999999999,1
66,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0.0,-74.22999999999999,1
67,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0.0,-74.23,2
68,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0.0,-74.22,1
69,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.06666666666666667,-95.17,1
70,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0.0,-73.6,1
71,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.0,-73.57000000000001,2
72,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.0,-73.57000000000001,6
73,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0.0,-73.49,1
74,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-73.49,1
75,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0.06666666666666667,-91.52999999999999,1
76,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0.0,-73.17999999999999,3
77,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0.0,-73.17999999999998,1
78,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0.06666666666666667,-95.17,1
79,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0.0,-73.11999999999996,1
80,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0.0,-73.11999999999999,3
81,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0.0,-72.21000000000001,1
82,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0.0,-72.05999999999997,1
83,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0,-71.98,1
84,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0.0,-71.72999999999999,1
85,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0.0,-71.21000000000001,1
86,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0.0,-71.02999999999999,2
