,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,-116.11000000000003,1049
1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0.0,-116.10999999999997,678
2,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-113.28999999999998,442
3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-113.29000000000003,215
4,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-110.24000000000001,34
5,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-110.23999999999997,119
6,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.058823529411764705,-113.28999999999998,107
7,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.058823529411764705,-113.29000000000003,111
8,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0.0,-109.3,37
9,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0.0,-109.3,51
10,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.0,-109.17999999999998,142
11,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,-109.18,18
12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,-108.10000000000002,3
13,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0.0,-108.09999999999998,155
14,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-106.99,10
15,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-106.98999999999998,54
16,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-106.86000000000003,23
17,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-106.85999999999997,13
18,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.058823529411764705,-116.11000000000003,7
19,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0.058823529411764705,-116.10999999999997,17
20,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.058823529411764705,-116.11000000000003,14
21,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0.058823529411764705,-116.10999999999997,9
22,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.0,-104.97000000000001,57
23,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0.0,-104.97,22
24,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.058823529411764705,-113.29000000000003,5
25,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.058823529411764705,-113.28999999999998,8
26,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,-103.71000000000001,27
27,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0.0,-103.71,22
28,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-103.36,1
29,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-103.36000000000001,19
30,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.058823529411764705,-113.28999999999998,10
31,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.058823529411764705,-113.29000000000003,2
32,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-102.73000000000002,5
33,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-102.72999999999998,9
34,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.058823529411764705,-116.11000000000003,1
35,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0.058823529411764705,-116.10999999999997,2
36,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0.058823529411764705,-108.09999999999998,33
37,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.058823529411764705,-108.10000000000002,3
