,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
55,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-76.0,2
56,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0.06666666666666667,-68.77000000000001,4
57,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0.06666666666666667,-64.61999999999999,2
58,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0.0,-75.47999999999999,3
59,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0.0,-75.30999999999999,2
60,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0.0,-75.31,1
61,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0.0,-75.30000000000001,4
62,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0.0,-75.19999999999999,4
63,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0.0,-75.2,6
64,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0.0,-75.01000000000002,6
65,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,-74.83000000000001,3
66,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0.0,-74.83,5
67,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0.0,-74.63999999999997,1
68,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0.0,-74.6,2
69,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0.0,-74.59999999999998,1
70,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0.0,-74.22999999999999,3
71,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0.0,-74.22999999999999,3
72,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0.0,-74.22999999999999,3
73,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0.0,-74.21999999999997,1
74,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0.0,-74.22,1
75,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0.06666666666666667,-64.35,10
76,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0.06666666666666667,-64.35000000000002,9
77,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0.06666666666666667,-62.98999999999999,1
78,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0.06666666666666667,-73.01999999999998,3
79,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0.0,-73.83999999999999,2
80,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0.0,-73.83999999999999,1
81,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0.0,-73.58,2
82,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.0,-73.57000000000001,4
83,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.0,-73.57000000000001,1
84,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0.0,-73.54999999999998,2
85,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0.0,-73.54999999999998,5
86,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0.0,-73.49,3
87,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.0,-73.49000000000001,2
88,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-73.49,3
89,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0.0,-73.28,2
90,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,-73.15,1
91,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0.0,-73.15,1
92,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0.0,-73.02,2
93,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0.06666666666666667,-64.35000000000002,4
94,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0.06666666666666667,-61.800000000000004,2
95,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0.0,-72.86000000000001,2
96,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0.0,-72.85999999999999,1
97,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0.0,-72.64,1
98,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0.0,-72.64000000000003,1
99,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0.06666666666666667,-90.58000000000001,2
100,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0.0,-72.21000000000002,1
101,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0.0,-72.05999999999997,2
102,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0,-71.98,3
103,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0.06666666666666667,-61.710000000000015,1
104,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0.06666666666666667,-76.08000000000003,1
105,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0.0,-71.21,1
106,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0.0,-70.99,1
107,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0.0,-70.97000000000001,1
108,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0.0,-70.97,1
109,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.06666666666666667,-93.56,1
110,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0.0,-70.81999999999998,1
111,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0.0,-70.75,1
112,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.0,-70.55000000000001,1
113,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0.0,-70.32999999999998,1
114,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0.06666666666666667,-66.32,2
115,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0.06666666666666667,-66.32,4
116,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.06666666666666667,-93.56,1
117,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0.0,-69.55,1
118,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0.0,-69.38,1
119,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0.06666666666666667,-66.32,2
120,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0.06666666666666667,-57.890000000000015,1
121,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0.0,-68.85,1
122,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0.0,-68.82000000000001,1
123,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0.06666666666666667,-73.54999999999998,1
124,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0.0,-68.55,4
125,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0.0,-68.11,1
126,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0.06666666666666667,-82.63000000000004,1
127,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.06666666666666667,-93.56,1
128,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0.0,-67.98000000000003,1
129,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0.06666666666666667,-88.08999999999999,1
130,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0.06666666666666667,-95.17,1
131,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0.0,-67.28999999999999,1
132,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0.0,-67.08000000000003,1
133,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.06666666666666667,-93.56,1
134,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0.0,-66.0,1
135,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.06666666666666667,-93.56,2
136,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0.0,-65.33,1
137,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0.06666666666666667,-95.17,1
138,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0.0,-64.92999999999999,1
139,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0.0,-64.89000000000003,3
140,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0.0,-64.61999999999999,1
141,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.06666666666666667,-93.56,2
142,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0,-63.95,2
143,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0.0,-63.42000000000001,1
144,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0.0,-63.41000000000002,1
145,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0.0,-63.170000000000016,1
146,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0.06666666666666667,-82.43000000000002,1
147,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0.0,-62.199999999999996,1
148,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0.0,-62.080000000000005,1
149,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0.06666666666666667,-51.97000000000001,1
150,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0.0,-61.76,1
151,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0.0,-61.40999999999999,1
152,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0.06666666666666667,-76.0,1
153,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0.0,-60.62999999999999,1
154,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0.0,-60.259999999999984,1
155,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0.0,-60.259999999999984,2
156,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0.06666666666666667,-55.88,1
157,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0.06666666666666667,-84.38,1
158,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0.0,-56.81999999999999,1
159,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0.06666666666666667,-83.71,1
160,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0.06666666666666667,-57.13000000000002,1
161,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0.06666666666666667,-83.96,1
162,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0.0,-53.050000000000004,1
163,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0.0,-52.30000000000001,1
164,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0.0,-49.61999999999999,1
165,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0.0,-48.98,1
166,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0.06666666666666667,-38.34000000000002,1
167,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0.0,-46.05,1
168,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0.06666666666666667,-82.43,1
169,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0.06666666666666667,-91.52999999999999,1
