,x_0,x_1,x_2,x_3,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,0.0,-4.24,1726
1,0,1,1,1,0.0,-4.24,1560
2,0,0,1,1,0.0,-3.3099999999999996,239
3,1,1,0,0,0.0,-3.3100000000000005,270
4,0,0,1,0,0.0,-3.08,89
5,1,1,0,1,0.0,-3.08,110
6,0,0,0,1,0.0,-1.89,2
7,1,1,1,0,0.0,-1.8900000000000006,1
8,0,1,0,1,0.0,-1.7400000000000002,1
9,1,0,1,0,0.0,-1.7400000000000002,2
