,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,chain_break_fraction,energy,num_occurrences
0,1,1,1,1,1,1,1,0,0,0.0,-50.239999999999995,1629
1,0,0,0,0,0,0,0,1,1,0.0,-50.239999999999995,666
2,0,0,0,1,1,0,0,1,0,0.0,-45.63,174
3,1,1,1,0,0,1,1,0,1,0.0,-45.63,206
4,1,0,0,1,0,0,1,0,1,0.0,-44.99999999999999,716
5,0,1,1,0,1,1,0,1,0,0.0,-45.0,136
6,1,0,1,1,1,1,1,0,0,0.0,-44.65999999999999,48
7,0,1,0,0,0,0,0,1,1,0.0,-44.66,54
8,0,0,0,0,1,0,0,1,1,0.1111111111111111,-40.269999999999996,35
9,1,1,1,1,0,1,1,0,0,0.1111111111111111,-40.269999999999996,56
10,1,0,1,1,1,1,0,0,0,0.0,-42.519999999999996,8
11,0,1,0,0,0,0,1,1,1,0.0,-42.519999999999996,29
12,1,1,1,0,0,1,1,0,0,0.0,-42.15,26
13,0,0,0,1,1,0,0,1,1,0.0,-42.15,30
14,0,0,1,0,1,1,0,1,0,0.0,-41.19999999999999,5
15,1,1,0,1,0,0,1,0,1,0.0,-41.199999999999996,68
16,1,1,1,1,0,1,1,0,0,0.0,-40.269999999999996,6
17,0,0,0,0,1,0,0,1,1,0.0,-40.269999999999996,4
18,1,1,1,1,1,1,1,0,1,0.0,-38.72,5
19,0,0,0,0,0,0,0,1,0,0.0,-38.72,4
20,0,1,1,0,1,1,0,0,0,0.0,-38.18,4
21,1,0,0,1,0,0,1,1,1,0.0,-38.17999999999999,14
22,1,0,1,1,1,1,1,0,1,0.0,-37.57999999999999,1
23,0,0,0,0,1,0,0,1,0,0.0,-37.37,2
24,1,1,1,1,0,1,1,0,1,0.0,-37.37,3
25,0,0,0,1,1,1,0,0,0,0.0,-37.269999999999996,3
26,1,1,1,0,0,0,1,1,1,0.0,-37.269999999999996,4
27,0,0,0,1,0,0,0,1,1,0.0,-37.21999999999999,2
28,1,1,1,0,1,1,1,0,0,0.0,-37.22,2
29,0,1,1,1,1,1,1,0,0,0.0,-37.16,8
30,1,0,0,0,0,0,0,1,1,0.0,-37.16,5
31,0,1,1,1,1,1,0,0,0,0.0,-36.620000000000005,2
32,1,0,0,0,0,0,1,1,1,0.0,-36.62,5
33,1,1,0,0,0,0,1,0,1,0.0,-35.76,5
34,0,0,1,1,1,1,0,1,0,0.0,-35.75999999999999,1
35,1,1,1,1,0,0,1,0,1,0.0,-35.17,4
36,0,0,1,1,1,1,0,0,0,0.0,-35.099999999999994,1
37,1,1,0,0,0,0,1,1,1,0.0,-35.1,4
38,1,0,0,1,1,1,0,0,0,0.0,-34.709999999999994,1
39,0,1,1,0,0,0,1,1,1,0.0,-34.71,4
40,1,1,1,0,0,0,1,0,1,0.0,-34.07,1
41,0,0,0,1,1,1,0,1,0,0.0,-34.06999999999999,1
42,1,1,0,1,0,0,1,0,0,0.0,-33.76,3
43,1,0,0,1,0,0,1,0,0,0.0,-33.12,1
44,0,1,1,0,1,1,0,1,1,0.0,-33.120000000000005,1
45,1,1,1,0,1,1,1,0,1,0.0,-32.080000000000005,1
46,1,1,1,0,1,1,0,0,0,0.0,-31.92,1
47,1,1,0,1,0,1,1,0,0,0.0,-31.819999999999997,2
48,1,0,1,1,0,1,1,0,0,0.1111111111111111,-27.91,1
49,1,0,0,1,1,1,1,0,0,0.0,-26.80999999999999,1
50,0,0,0,1,1,0,0,1,1,0.1111111111111111,-42.15,1
51,1,0,1,1,0,1,1,0,1,0.1111111111111111,-29.450000000000003,1
52,1,0,0,1,0,0,1,0,1,0.1111111111111111,-44.99999999999999,1
53,1,1,1,1,1,0,1,0,0,0.0,-21.239999999999995,1
54,1,0,1,0,0,1,1,0,0,0.0,-21.13,1
55,1,1,1,0,0,1,1,1,1,0.0,-20.849999999999998,1
56,1,1,1,1,1,1,1,0,0,0.1111111111111111,-50.239999999999995,1
