,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0.0,-116.10999999999997,967
1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,-116.11000000000003,132
2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-113.29000000000003,32
3,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-113.28999999999998,1231
4,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-110.23999999999997,80
5,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-110.24000000000001,153
6,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0.0,-109.3,139
7,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0.0,-109.3,45
8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,-109.18,11
9,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.0,-109.17999999999998,110
10,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0.0,-108.09999999999998,248
11,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,-108.10000000000002,7
12,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-106.99,37
13,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-106.98999999999998,12
14,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-106.86000000000003,6
15,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-106.85999999999997,85
16,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0.0,-104.97,47
17,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.0,-104.97000000000001,6
18,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0.0,-103.71,22
19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,-103.71000000000001,6
20,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-103.36000000000001,13
21,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-103.36,9
22,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-102.73000000000002,6
23,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-102.72999999999998,5
24,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0.0,-101.96,3
25,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0.0,-101.96,11
26,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0.0,-101.54999999999998,3
27,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0.0,-101.55000000000001,4
28,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0.0,-101.33999999999997,20
29,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0.0,-101.34000000000002,2
30,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0.0,-101.24000000000002,4
31,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-101.23999999999998,39
32,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0.0,-100.69999999999996,14
33,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0.0,-100.70000000000002,1
34,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-100.48000000000002,5
35,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-100.47999999999999,8
36,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-100.38999999999997,2
37,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-100.39,14
38,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0.058823529411764705,-109.3,2
39,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0,-100.26000000000003,2
40,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0.0,-100.26,14
41,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0.0,-100.00999999999998,4
42,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0.0,-99.86,1
43,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0.0,-99.86000000000001,4
44,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0.0,-99.56,4
45,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0.0,-99.56,9
46,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.0,-99.20000000000002,2
47,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0.0,-99.19999999999999,8
48,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.058823529411764705,-113.28999999999998,2
49,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.0,-98.47999999999999,1
50,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0.0,-98.47999999999999,8
51,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0.058823529411764705,-106.99,1
52,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0.0,-98.35000000000002,1
53,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0.0,-98.35,29
54,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.0,-98.11,2
55,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0.0,-98.11000000000001,6
56,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-97.99,3
57,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-97.99000000000001,6
58,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-97.83000000000004,4
59,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-97.82999999999998,28
60,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.0,-97.74,1
61,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0,-97.74,31
62,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0,-97.37000000000002,1
63,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0.0,-97.36999999999998,7
64,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0.0,-97.28,6
65,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0.0,-96.12000000000002,2
66,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0.0,-95.71999999999998,5
67,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,-95.64,2
68,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-95.63999999999997,1
69,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-95.37000000000002,6
70,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0.0,-95.36999999999998,4
71,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-95.32000000000002,6
72,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.0,-95.32000000000001,7
73,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,-94.78000000000002,1
74,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0.0,-94.78,3
75,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,-94.66,1
76,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.0,-94.66,3
77,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,-94.47000000000001,6
78,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0.0,-94.33999999999997,6
79,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,-94.34000000000002,1
80,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0.058823529411764705,-82.91999999999997,3
81,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0.0,-93.83,1
82,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0.0,-93.83,1
83,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0.0,-93.60999999999999,4
84,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0.0,-92.97999999999998,1
85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,-92.98,1
86,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0.0,-92.79999999999997,2
87,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0.0,-92.49000000000001,3
88,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,-92.42000000000002,1
89,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0.0,-92.42,9
90,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0.0,-92.36000000000001,4
91,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.0,-92.36000000000001,1
92,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0.058823529411764705,-101.34000000000002,1
93,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0.058823529411764705,-101.33999999999997,2
94,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0.0,-92.33999999999999,2
95,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0.0,-92.34,7
