,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,chain_break_fraction,energy,num_occurrences
73,1,0,0,1,1,0,1,0,1,0.0,-121.99000000000001,1
74,1,1,1,0,1,1,1,0,0,0.1111111111111111,-127.21999999999997,1
75,0,1,1,1,1,1,0,1,0,0.0,-120.90000000000006,2
76,1,1,1,0,0,1,1,0,1,0.1111111111111111,-135.63,1
77,0,0,0,0,1,1,0,1,1,0.0,-120.35000000000001,1
78,1,1,1,1,0,0,1,0,0,0.0,-120.35,1
79,0,0,0,0,0,0,0,1,1,0.0,-120.24,1
80,1,0,0,1,1,0,1,0,0,0.0,-118.73000000000002,1
81,1,0,0,1,0,0,0,0,1,0.0,-116.78,2
82,0,0,0,1,1,0,1,1,0,0.0,-116.76999999999998,1
83,0,1,1,0,1,0,1,1,1,0.0,-115.74000000000002,1
84,1,0,1,0,0,1,0,0,1,0.0,-115.10999999999999,1
85,0,0,0,1,1,1,0,1,1,0.1111111111111111,-112.87000000000002,1
86,1,0,1,1,1,0,0,1,0,0.0,-114.40000000000003,1
87,0,1,0,0,0,0,1,0,1,0.1111111111111111,-108.92000000000002,1
88,1,0,1,1,1,1,0,1,0,0.1111111111111111,-108.92000000000004,1
89,0,1,0,0,0,0,1,1,1,0.1111111111111111,-142.52,1
90,0,1,0,0,0,1,1,1,1,0.0,-110.02000000000002,1
91,1,1,0,1,0,0,0,0,1,0.0,-108.06,1
