,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-123.96000000000002,199
1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0.0,-123.96000000000001,117
2,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0.0,-122.27000000000002,154
3,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0.0,-122.27000000000001,444
4,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0.0,-120.77000000000001,43
5,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-120.77000000000002,140
6,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0.05555555555555555,-123.96000000000001,9
7,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.05555555555555555,-123.96000000000002,21
8,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-118.65000000000002,111
9,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-118.65000000000002,689
10,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.0,-117.93000000000002,86
11,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0.0,-117.93,47
12,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.0,-117.80000000000001,43
13,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.0,-117.80000000000004,38
14,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0.05555555555555555,-120.77000000000001,5
15,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.05555555555555555,-120.77000000000002,18
16,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.0,-115.40000000000002,56
17,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0.0,-115.39999999999998,19
18,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0.0,-115.37999999999998,27
19,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0.0,-115.38000000000001,196
20,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0.0,-115.35999999999999,77
21,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0.0,-115.35999999999999,62
22,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0.0,-113.84000000000002,16
23,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-113.84000000000002,8
24,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0.05555555555555555,-117.93000000000002,10
25,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0.05555555555555555,-117.93,5
