,x_0,x_1,x_10,x_11,x_12,x_13,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
25,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0.0,-309.27999999999986,1
26,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0,-309.2799999999999,3
27,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0.0,-309.26000000000005,2
28,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0.0,-308.27,2
29,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0.0,-308.27,20
30,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-337.06000000000006,1
31,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-337.05999999999995,2
32,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0.0,-307.89,1
33,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0.0,-307.8899999999999,1
34,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0.0,-307.75999999999993,1
35,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0.0,-307.06,7
36,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0.0,-305.81999999999994,1
37,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0.0,-305.09999999999997,7
38,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0.0,-305.1000000000001,7
39,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0.0,-303.58,2
40,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.07142857142857142,-337.41,1
41,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0.0,-303.01,3
42,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-303.01,7
43,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0.0,-302.97,1
44,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0.0,-302.45,17
45,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0.0,-302.4499999999999,5
46,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0.0,-302.19,1
47,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0.0,-302.19,1
48,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.07142857142857142,-330.6,1
49,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-301.3,1
50,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0.0,-300.74,3
51,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0.07142857142857142,-326.4100000000001,1
52,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0.0,-300.05,2
53,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0.0,-300.0,2
54,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0.0,-298.43,1
55,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0.0,-298.20000000000005,2
56,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0.0,-298.2,3
57,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0.0,-297.56000000000006,1
58,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0.0,-297.55000000000007,2
59,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0.0,-297.54999999999995,3
60,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-297.49,1
61,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0.0,-297.40999999999997,1
62,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0.0,-296.96000000000004,2
63,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0.0,-296.93999999999994,1
64,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0.0,-296.7999999999999,1
65,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.07142857142857142,-330.6,1
66,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-337.06000000000006,1
67,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-337.06000000000006,1
68,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-337.06000000000006,1
69,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.07142857142857142,-337.41,1
70,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0.0,-294.72999999999996,1
71,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0.07142857142857142,-327.6899999999999,1
72,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0.0,-293.80999999999995,1
73,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0.0,-293.5599999999999,1
74,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0.07142857142857142,-327.69000000000005,1
75,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0.0,-292.98999999999995,1
76,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0.0,-292.7699999999999,1
77,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0.0,-292.70000000000005,1
78,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0.0,-292.10999999999984,2
79,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-337.05999999999995,1
80,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0.0,-290.7499999999999,1
81,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0.0,-290.64,1
82,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0.0,-289.76,4
83,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0.07142857142857142,-315.98999999999995,1
84,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0.0,-289.5,1
85,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0.07142857142857142,-322.74999999999994,1
86,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0.0,-287.64,2
87,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.0,-287.61,2
88,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0.0,-287.59,1
89,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0.0,-287.25999999999993,1
90,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-286.30999999999995,1
91,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0.07142857142857142,-326.41,1
92,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-275.90000000000003,1
93,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0.0,-275.6999999999998,1
94,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0.0,-275.48,1
95,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.07142857142857142,-330.6,1
96,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0.07142857142857142,-298.43,1
97,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0.07142857142857142,-309.63000000000005,1
